skill,kg_display_skill,skill_type,confirmation_min_job_mentions,first_seen_month,first_seen_standard_jobs,first_seen_job_count,is_left_censored,migration_confidence,migration_interpretation,latest_seen_month,latest_covered_job_count,cumulative_covered_job_count,spread_job_count,spread_standard_jobs,all_standard_jobs,confirmed_first_seen_month,confirmed_first_seen_standard_jobs,confirmed_first_seen_job_count,confirmed_cumulative_covered_job_count,confirmed_spread_job_count,confirmed_spread_standard_jobs,confirmed_migration_path,peak_monthly_covered_job_count,peak_monthly_covered_job_month,total_skill_mentions,migration_path,updated_at
汇编语言,编程语言,traditional,2,2024-12,DevOps工程师; Java开发工程师; 服务器工程师; 通信工程师,4,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,3,12,8,Python开发工程师; 安全工程师; 嵌入式软件工程师; 芯片验证工程师; iOS开发工程师; 客户端开发工程师; 系统软件工程师; 语音算法工程师,DevOps工程师; Java开发工程师; 服务器工程师; 通信工程师; Python开发工程师; 安全工程师; 嵌入式软件工程师; 芯片验证工程师; iOS开发工程师; 客户端开发工程师; 系统软件工程师; 语音算法工程师,2024-12,服务器工程师,1,11,10,DevOps工程师; iOS开发工程师; 嵌入式软件工程师; 通信工程师; 安全工程师; 客户端开发工程师; Python开发工程师; 系统软件工程师; 芯片验证工程师; 语音算法工程师,2024-12: 服务器工程师 -> 2025-01: DevOps工程师 -> 2025-02: iOS开发工程师 -> 2025-03: 嵌入式软件工程师; 通信工程师 -> 2025-06: 安全工程师; 客户端开发工程师 -> 2025-08: Python开发工程师; 系统软件工程师 -> 2025-09: 芯片验证工程师 -> 2025-10: 语音算法工程师,7,2025-03,156,2024-12: DevOps工程师; Java开发工程师; 服务器工程师; 通信工程师 -> 2025-01: Python开发工程师; 安全工程师; 嵌入式软件工程师; 芯片验证工程师 -> 2025-02: iOS开发工程师; 客户端开发工程师 -> 2025-03: 系统软件工程师; 语音算法工程师,2026-08-08T05:14:20+00:00
汽车电子,行业应用,traditional,2,2024-12,机器人软件工程师; 电源工程师; 自动驾驶算法工程师,3,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,3,3,0,,机器人软件工程师; 电源工程师; 自动驾驶算法工程师,2024-12,机器人软件工程师; 电源工程师; 自动驾驶算法工程师,3,3,0,,2024-12: 机器人软件工程师; 电源工程师; 自动驾驶算法工程师,3,2026-07,683,2024-12: 机器人软件工程师; 电源工程师; 自动驾驶算法工程师,2026-08-08T05:14:20+00:00
流式计算,数据工程,traditional,2,2024-12,AI Agent算法工程师; 信息安全工程师; 数据仓库工程师; 数据工程师; 软件开发工程师; 软件架构师,6,1,low,观测起点已覆盖多个岗位，只能说明观测期内的覆盖和扩散，不能推断真实起源岗位,2026-07,2,9,3,Python开发工程师; 前端开发工程师; 风控算法工程师,AI Agent算法工程师; 信息安全工程师; 数据仓库工程师; 数据工程师; 软件开发工程师; 软件架构师; Python开发工程师; 前端开发工程师; 风控算法工程师,2024-12,信息安全工程师,1,8,7,AI Agent算法工程师; 数据仓库工程师; 软件开发工程师; 软件架构师; 数据工程师; 前端开发工程师; Python开发工程师,2024-12: 信息安全工程师 -> 2025-01: AI Agent算法工程师; 数据仓库工程师; 软件开发工程师; 软件架构师 -> 2025-02: 数据工程师 -> 2025-04: 前端开发工程师 -> 2025-05: Python开发工程师,7,2025-01,85,2024-12: AI Agent算法工程师; 信息安全工程师; 数据仓库工程师; 数据工程师; 软件开发工程师; 软件架构师 -> 2025-01: Python开发工程师; 前端开发工程师 -> 2025-02: 风控算法工程师,2026-08-08T05:14:20+00:00
流程自动化,软件工程,traditional,2,2024-12,图形图像工程师; 网络安全工程师,2,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,1,3,1,嵌入式软件工程师,图形图像工程师; 网络安全工程师; 嵌入式软件工程师,2024-12,图形图像工程师; 网络安全工程师,2,3,1,嵌入式软件工程师,2024-12: 图形图像工程师; 网络安全工程师 -> 2025-04: 嵌入式软件工程师,3,2025-07,71,2024-12: 图形图像工程师; 网络安全工程师 -> 2025-01: 嵌入式软件工程师,2026-08-08T05:14:20+00:00
消息队列,数据工程,traditional,2,2024-12,AI安全工程师; C++开发工程师; Java开发工程师; 全栈开发工程师; 后端开发工程师; 数据仓库工程师; 数据开发工程师; 服务器工程师; 算法研究员; 软件开发工程师,10,1,low,观测起点已覆盖多个岗位，只能说明观测期内的覆盖和扩散，不能推断真实起源岗位,2026-07,7,18,8,Go开发工程师; 客户端开发工程师; 运维工程师; AI Agent应用工程师; 网络工程师; AI应用工程师; 芯片设计工程师; 推荐算法工程师,AI安全工程师; C++开发工程师; Java开发工程师; 全栈开发工程师; 后端开发工程师; 数据仓库工程师; 数据开发工程师; 服务器工程师; 算法研究员; 软件开发工程师; Go开发工程师; 客户端开发工程师; 运维工程师; AI Agent应用工程师; 网络工程师; AI应用工程师; 芯片设计工程师; 推荐算法工程师,2024-12,C++开发工程师; Java开发工程师; 后端开发工程师; 数据仓库工程师; 算法研究员; 软件开发工程师,6,17,11,服务器工程师; Go开发工程师; 网络工程师; AI Agent应用工程师; 运维工程师; AI安全工程师; 芯片设计工程师; AI应用工程师; 客户端开发工程师; 数据开发工程师; 全栈开发工程师,2024-12: C++开发工程师; Java开发工程师; 后端开发工程师; 数据仓库工程师; 算法研究员; 软件开发工程师 -> 2025-01: 服务器工程师 -> 2025-02: Go开发工程师; 网络工程师 -> 2025-03: AI Agent应用工程师; 运维工程师 -> 2025-04: AI安全工程师 -> 2025-06: 芯片设计工程师 -> 2025-08: AI应用工程师 -> 2025-12: 客户端开发工程师 -> 2026-01: 数据开发工程师 -> 2026-05: 全栈开发工程师,11,2026-01,775,2024-12: AI安全工程师; C++开发工程师; Java开发工程师; 全栈开发工程师; 后端开发工程师; 数据仓库工程师; 数据开发工程师; 服务器工程师; 算法研究员; 软件开发工程师 -> 2025-01: Go开发工程师; 客户端开发工程师; 运维工程师 -> 2025-02: AI Agent应用工程师; 网络工程师 -> 2025-04: AI应用工程师; 芯片设计工程师 -> 2026-07: 推荐算法工程师,2026-08-08T05:14:20+00:00
深度学习,AI,traditional,2,2024-12,AI Agent算法工程师; AIGC算法工程师; AI产品经理; AI安全工程师; Android开发工程师; NLP算法工程师; 信息安全工程师; 图形图像工程师; 大模型测试工程师; 大模型算法工程师; 安全工程师; 广告算法工程师; 控制算法工程师; 推荐算法工程师; 搜索算法工程师; 数据工程师; 数据挖掘算法工程师; 机器学习算法工程师; 测试开发工程师; 电源工程师; 算法工程师; 算法研究员; 网络安全工程师; 自动驾驶算法工程师; 芯片测试工程师; 解决方案工程师; 计算机视觉算法工程师; 语音算法工程师; 质量工程师; 通信工程师; 音视频工程师; 风控算法工程师,32,1,low,观测起点已覆盖多个岗位，只能说明观测期内的覆盖和扩散，不能推断真实起源岗位,2026-07,22,38,6,Java开发工程师; C++开发工程师; 全栈开发工程师; 数据分析师; 多模态算法工程师; 大模型应用工程师,AI Agent算法工程师; AIGC算法工程师; AI产品经理; AI安全工程师; Android开发工程师; NLP算法工程师; 信息安全工程师; 图形图像工程师; 大模型测试工程师; 大模型算法工程师; 安全工程师; 广告算法工程师; 控制算法工程师; 推荐算法工程师; 搜索算法工程师; 数据工程师; 数据挖掘算法工程师; 机器学习算法工程师; 测试开发工程师; 电源工程师; 算法工程师; 算法研究员; 网络安全工程师; 自动驾驶算法工程师; 芯片测试工程师; 解决方案工程师; 计算机视觉算法工程师; 语音算法工程师; 质量工程师; 通信工程师; 音视频工程师; 风控算法工程师; Java开发工程师; C++开发工程师; 全栈开发工程师; 数据分析师; 多模态算法工程师; 大模型应用工程师,2024-12,AI Agent算法工程师; AIGC算法工程师; AI产品经理; NLP算法工程师; 信息安全工程师; 图形图像工程师; 大模型算法工程师; 安全工程师; 广告算法工程师; 控制算法工程师; 推荐算法工程师; 搜索算法工程师; 数据挖掘算法工程师; 机器学习算法工程师; 电源工程师; 算法工程师; 算法研究员; 网络安全工程师; 自动驾驶算法工程师; 芯片测试工程师; 解决方案工程师; 计算机视觉算法工程师; 语音算法工程师; 质量工程师; 通信工程师; 音视频工程师; 风控算法工程师,27,37,10,AI安全工程师; 数据工程师; Android开发工程师; 大模型测试工程师; 测试开发工程师; Java开发工程师; C++开发工程师; 数据分析师; 全栈开发工程师; 多模态算法工程师,2024-12: AI Agent算法工程师; AIGC算法工程师; AI产品经理; NLP算法工程师; 信息安全工程师; 图形图像工程师; 大模型算法工程师; 安全工程师; 广告算法工程师; 控制算法工程师; 推荐算法工程师; 搜索算法工程师; 数据挖掘算法工程师; 机器学习算法工程师; 电源工程师; 算法工程师; 算法研究员; 网络安全工程师; 自动驾驶算法工程师; 芯片测试工程师; 解决方案工程师; 计算机视觉算法工程师; 语音算法工程师; 质量工程师; 通信工程师; 音视频工程师; 风控算法工程师 -> 2025-01: AI安全工程师; 数据工程师 -> 2025-02: Android开发工程师; 大模型测试工程师; 测试开发工程师 -> 2025-04: Java开发工程师 -> 2025-05: C++开发工程师; 数据分析师 -> 2025-11: 全栈开发工程师 -> 2026-05: 多模态算法工程师,32,2024-12,3983,2024-12: AI Agent算法工程师; AIGC算法工程师; AI产品经理; AI安全工程师; Android开发工程师; NLP算法工程师; 信息安全工程师; 图形图像工程师; 大模型测试工程师; 大模型算法工程师; 安全工程师; 广告算法工程师; 控制算法工程师; 推荐算法工程师; 搜索算法工程师; 数据工程师; 数据挖掘算法工程师; 机器学习算法工程师; 测试开发工程师; 电源工程师; 算法工程师; 算法研究员; 网络安全工程师; 自动驾驶算法工程师; 芯片测试工程师; 解决方案工程师; 计算机视觉算法工程师; 语音算法工程师; 质量工程师; 通信工程师; 音视频工程师; 风控算法工程师 -> 2025-03: Java开发工程师 -> 2025-04: C++开发工程师; 全栈开发工程师 -> 2025-05: 数据分析师 -> 2025-06: 多模态算法工程师 -> 2026-04: 大模型应用工程师,2026-08-08T05:14:20+00:00
深度学习框架,AI,traditional,2,2024-12,AI Infra工程师; 后端开发工程师; 图形图像工程师; 推荐算法工程师; 算法研究员; 计算机视觉算法工程师; 音视频工程师,7,1,low,观测起点已覆盖多个岗位，只能说明观测期内的覆盖和扩散，不能推断真实起源岗位,2026-07,6,15,8,AI Agent算法工程师; 大模型算法工程师; 软件架构师; 数据挖掘算法工程师; 广告算法工程师; 算法工程师; 搜索算法工程师; AI Agent应用工程师,AI Infra工程师; 后端开发工程师; 图形图像工程师; 推荐算法工程师; 算法研究员; 计算机视觉算法工程师; 音视频工程师; AI Agent算法工程师; 大模型算法工程师; 软件架构师; 数据挖掘算法工程师; 广告算法工程师; 算法工程师; 搜索算法工程师; AI Agent应用工程师,2024-12,推荐算法工程师; 算法研究员; 音视频工程师,3,6,3,图形图像工程师; 软件架构师; 搜索算法工程师,2024-12: 推荐算法工程师; 算法研究员; 音视频工程师 -> 2025-01: 图形图像工程师; 软件架构师 -> 2026-07: 搜索算法工程师,7,2025-01,98,2024-12: AI Infra工程师; 后端开发工程师; 图形图像工程师; 推荐算法工程师; 算法研究员; 计算机视觉算法工程师; 音视频工程师 -> 2025-01: AI Agent算法工程师; 大模型算法工程师; 软件架构师 -> 2025-05: 数据挖掘算法工程师 -> 2025-07: 广告算法工程师 -> 2025-09: 算法工程师 -> 2026-01: 搜索算法工程师 -> 2026-07: AI Agent应用工程师,2026-08-08T05:14:20+00:00
混沌工程,软件工程,traditional,2,2024-12,DevOps工程师,1,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2025-05,1,1,0,,DevOps工程师,2024-12,DevOps工程师,1,1,0,,2024-12: DevOps工程师,1,2025-05,18,2024-12: DevOps工程师,2026-08-08T05:14:20+00:00
游戏与图形开发,游戏与图形,traditional,2,2024-12,C++开发工程师; 图形图像工程师; 嵌入式软件工程师; 数据工程师; 数据挖掘算法工程师; 算法研究员; 通信工程师,7,1,low,观测起点已覆盖多个岗位，只能说明观测期内的覆盖和扩散，不能推断真实起源岗位,2026-07,5,9,2,客户端开发工程师; 软件开发工程师,C++开发工程师; 图形图像工程师; 嵌入式软件工程师; 数据工程师; 数据挖掘算法工程师; 算法研究员; 通信工程师; 客户端开发工程师; 软件开发工程师,2024-12,图形图像工程师; 嵌入式软件工程师; 通信工程师,3,8,5,数据工程师; C++开发工程师; 数据挖掘算法工程师; 算法研究员; 客户端开发工程师,2024-12: 图形图像工程师; 嵌入式软件工程师; 通信工程师 -> 2025-01: 数据工程师 -> 2025-02: C++开发工程师; 数据挖掘算法工程师 -> 2025-03: 算法研究员 -> 2025-08: 客户端开发工程师,7,2024-12,384,2024-12: C++开发工程师; 图形图像工程师; 嵌入式软件工程师; 数据工程师; 数据挖掘算法工程师; 算法研究员; 通信工程师 -> 2025-07: 客户端开发工程师 -> 2026-05: 软件开发工程师,2026-08-08T05:14:20+00:00
版图设计,硬件与芯片,traditional,2,2024-12,图形图像工程师,1,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,1,1,0,,图形图像工程师,2024-12,图形图像工程师,1,1,0,,2024-12: 图形图像工程师,1,2026-07,74,2024-12: 图形图像工程师,2026-08-08T05:14:20+00:00
物联网,工业与物联网,new,2,2025-01,嵌入式软件工程师; 数据库工程师,2,0,high,技能在观测期内首次出现，后续扩散路径可用于分析样本内技能迁移,2026-07,3,3,1,硬件工程师,嵌入式软件工程师; 数据库工程师; 硬件工程师,2025-03,嵌入式软件工程师,1,3,2,数据库工程师; 硬件工程师,2025-03: 嵌入式软件工程师 -> 2025-07: 数据库工程师 -> 2026-02: 硬件工程师,3,2026-07,53,2025-01: 嵌入式软件工程师; 数据库工程师 -> 2025-05: 硬件工程师,2026-08-08T05:14:20+00:00
特征工程,数据工程,traditional,2,2024-12,AI产品经理; 信息安全工程师; 数据分析师,3,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-05,2,9,6,推荐算法工程师; 数据开发工程师; 数据挖掘算法工程师; 后端开发工程师; 机器学习算法工程师; 风控算法工程师,AI产品经理; 信息安全工程师; 数据分析师; 推荐算法工程师; 数据开发工程师; 数据挖掘算法工程师; 后端开发工程师; 机器学习算法工程师; 风控算法工程师,2024-12,AI产品经理; 信息安全工程师,2,5,3,数据分析师; 推荐算法工程师; 数据开发工程师,2024-12: AI产品经理; 信息安全工程师 -> 2025-01: 数据分析师 -> 2025-02: 推荐算法工程师; 数据开发工程师,4,2025-02,75,2024-12: AI产品经理; 信息安全工程师; 数据分析师 -> 2025-01: 推荐算法工程师 -> 2025-02: 数据开发工程师; 数据挖掘算法工程师 -> 2025-06: 后端开发工程师 -> 2026-03: 机器学习算法工程师 -> 2026-05: 风控算法工程师,2026-08-08T05:14:20+00:00
知识图谱,知识图谱,new,2,2024-12,NLP算法工程师; 大模型应用工程师; 搜索算法工程师,3,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,6,9,6,AI Agent算法工程师; AI Agent应用工程师; 后端开发工程师; 数据开发工程师; 解决方案工程师; AI产品经理,NLP算法工程师; 大模型应用工程师; 搜索算法工程师; AI Agent算法工程师; AI Agent应用工程师; 后端开发工程师; 数据开发工程师; 解决方案工程师; AI产品经理,2024-12,NLP算法工程师; 搜索算法工程师,2,9,7,AI Agent算法工程师; 大模型应用工程师; AI Agent应用工程师; 后端开发工程师; 数据开发工程师; 解决方案工程师; AI产品经理,2024-12: NLP算法工程师; 搜索算法工程师 -> 2025-01: AI Agent算法工程师; 大模型应用工程师 -> 2025-04: AI Agent应用工程师 -> 2025-06: 后端开发工程师; 数据开发工程师; 解决方案工程师 -> 2026-04: AI产品经理,7,2025-12,711,2024-12: NLP算法工程师; 大模型应用工程师; 搜索算法工程师 -> 2025-01: AI Agent算法工程师 -> 2025-02: AI Agent应用工程师 -> 2025-05: 后端开发工程师 -> 2025-06: 数据开发工程师; 解决方案工程师 -> 2025-12: AI产品经理,2026-08-08T05:14:20+00:00
研发效能,软件工程,traditional,2,2024-12,AIGC算法工程师; DevOps工程师; 质量工程师,3,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-04,1,7,4,AI安全工程师; 软件架构师; 客户端开发工程师; 测试开发工程师,AIGC算法工程师; DevOps工程师; 质量工程师; AI安全工程师; 软件架构师; 客户端开发工程师; 测试开发工程师,2024-12,DevOps工程师; 质量工程师,2,4,2,软件架构师; 客户端开发工程师,2024-12: DevOps工程师; 质量工程师 -> 2025-01: 软件架构师 -> 2025-08: 客户端开发工程师,4,2025-01,78,2024-12: AIGC算法工程师; DevOps工程师; 质量工程师 -> 2025-01: AI安全工程师; 软件架构师 -> 2025-07: 客户端开发工程师 -> 2025-11: 测试开发工程师,2026-08-08T05:14:20+00:00
硬件开发,硬件与芯片,traditional,2,2024-12,AI应用工程师; C++开发工程师; Python开发工程师; 嵌入式软件工程师; 数据分析师; 测试工程师; 热设计工程师; 电源工程师; 硬件工程师; 系统软件工程师; 结构工程师; 芯片设计工程师; 芯片验证工程师; 质量工程师; 音视频工程师; 驱动开发工程师,16,1,low,观测起点已覆盖多个岗位，只能说明观测期内的覆盖和扩散，不能推断真实起源岗位,2026-07,14,23,7,AI Infra工程师; 大模型测试工程师; 服务器工程师; 安全工程师; 软件开发工程师; 风控算法工程师; 语音算法工程师,AI应用工程师; C++开发工程师; Python开发工程师; 嵌入式软件工程师; 数据分析师; 测试工程师; 热设计工程师; 电源工程师; 硬件工程师; 系统软件工程师; 结构工程师; 芯片设计工程师; 芯片验证工程师; 质量工程师; 音视频工程师; 驱动开发工程师; AI Infra工程师; 大模型测试工程师; 服务器工程师; 安全工程师; 软件开发工程师; 风控算法工程师; 语音算法工程师,2024-12,C++开发工程师; 测试工程师; 热设计工程师; 电源工程师; 硬件工程师; 系统软件工程师; 结构工程师; 芯片设计工程师; 芯片验证工程师; 质量工程师; 音视频工程师,11,21,10,驱动开发工程师; Python开发工程师; 安全工程师; 数据分析师; 嵌入式软件工程师; 大模型测试工程师; 风控算法工程师; AI Infra工程师; 服务器工程师; 语音算法工程师,2024-12: C++开发工程师; 测试工程师; 热设计工程师; 电源工程师; 硬件工程师; 系统软件工程师; 结构工程师; 芯片设计工程师; 芯片验证工程师; 质量工程师; 音视频工程师 -> 2025-01: 驱动开发工程师 -> 2025-02: Python开发工程师; 安全工程师; 数据分析师 -> 2025-03: 嵌入式软件工程师 -> 2025-05: 大模型测试工程师; 风控算法工程师 -> 2025-06: AI Infra工程师; 服务器工程师 -> 2026-01: 语音算法工程师,18,2025-06,2362,2024-12: AI应用工程师; C++开发工程师; Python开发工程师; 嵌入式软件工程师; 数据分析师; 测试工程师; 热设计工程师; 电源工程师; 硬件工程师; 系统软件工程师; 结构工程师; 芯片设计工程师; 芯片验证工程师; 质量工程师; 音视频工程师; 驱动开发工程师 -> 2025-01: AI Infra工程师; 大模型测试工程师; 服务器工程师 -> 2025-02: 安全工程师 -> 2025-03: 软件开发工程师; 风控算法工程师 -> 2025-06: 语音算法工程师,2026-08-08T05:14:20+00:00
科学计算,科学计算与仿真,traditional,2,2024-12,算法研究员; 驱动开发工程师,2,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,2,3,1,算法工程师,算法研究员; 驱动开发工程师; 算法工程师,2024-12,算法研究员,1,2,1,驱动开发工程师,2024-12: 算法研究员 -> 2025-01: 驱动开发工程师,3,2025-07,69,2024-12: 算法研究员; 驱动开发工程师 -> 2025-07: 算法工程师,2026-08-08T05:14:20+00:00
算法工程,算法与数学,traditional,2,2024-12,AI Agent算法工程师; AI产品经理; NLP算法工程师; 信息安全工程师; 多模态算法工程师; 嵌入式软件工程师; 数据分析师; 数据挖掘算法工程师; 热设计工程师; 算法工程师; 算法研究员; 芯片设计工程师; 计算机视觉算法工程师; 音视频工程师; 风控算法工程师,15,1,low,观测起点已覆盖多个岗位，只能说明观测期内的覆盖和扩散，不能推断真实起源岗位,2026-07,9,22,7,AIGC算法工程师; 通信工程师; 推荐算法工程师; 数据开发工程师; 广告算法工程师; 机器学习算法工程师; 大模型算法工程师,AI Agent算法工程师; AI产品经理; NLP算法工程师; 信息安全工程师; 多模态算法工程师; 嵌入式软件工程师; 数据分析师; 数据挖掘算法工程师; 热设计工程师; 算法工程师; 算法研究员; 芯片设计工程师; 计算机视觉算法工程师; 音视频工程师; 风控算法工程师; AIGC算法工程师; 通信工程师; 推荐算法工程师; 数据开发工程师; 广告算法工程师; 机器学习算法工程师; 大模型算法工程师,2024-12,AI Agent算法工程师; AI产品经理; 信息安全工程师; 嵌入式软件工程师; 数据分析师; 数据挖掘算法工程师; 热设计工程师; 算法工程师; 算法研究员; 计算机视觉算法工程师; 风控算法工程师,11,21,10,多模态算法工程师; 音视频工程师; 数据开发工程师; 芯片设计工程师; 通信工程师; 广告算法工程师; NLP算法工程师; 推荐算法工程师; 机器学习算法工程师; AIGC算法工程师,2024-12: AI Agent算法工程师; AI产品经理; 信息安全工程师; 嵌入式软件工程师; 数据分析师; 数据挖掘算法工程师; 热设计工程师; 算法工程师; 算法研究员; 计算机视觉算法工程师; 风控算法工程师 -> 2025-01: 多模态算法工程师; 音视频工程师 -> 2025-02: 数据开发工程师; 芯片设计工程师 -> 2025-03: 通信工程师 -> 2025-05: 广告算法工程师 -> 2025-07: NLP算法工程师; 推荐算法工程师 -> 2025-09: 机器学习算法工程师 -> 2025-12: AIGC算法工程师,15,2025-01,1643,2024-12: AI Agent算法工程师; AI产品经理; NLP算法工程师; 信息安全工程师; 多模态算法工程师; 嵌入式软件工程师; 数据分析师; 数据挖掘算法工程师; 热设计工程师; 算法工程师; 算法研究员; 芯片设计工程师; 计算机视觉算法工程师; 音视频工程师; 风控算法工程师 -> 2025-01: AIGC算法工程师; 通信工程师 -> 2025-02: 推荐算法工程师; 数据开发工程师 -> 2025-03: 广告算法工程师 -> 2025-07: 机器学习算法工程师 -> 2026-06: 大模型算法工程师,2026-08-08T05:14:20+00:00
系统开发,系统与运维,traditional,2,2024-12,AI产品经理; C++开发工程师; Python开发工程师; 大模型测试工程师; 嵌入式软件工程师; 数据库工程师; 服务器工程师; 测试工程师; 测试开发工程师; 芯片验证工程师; 解决方案工程师; 计算机视觉算法工程师; 质量工程师; 驱动开发工程师,14,1,low,观测起点已覆盖多个岗位，只能说明观测期内的覆盖和扩散，不能推断真实起源岗位,2026-07,10,24,10,AI安全工程师; Android开发工程师; Java开发工程师; iOS开发工程师; 数据分析师; 机器学习算法工程师; 硬件工程师; 技术支持工程师; 软件开发工程师; AIGC算法工程师,AI产品经理; C++开发工程师; Python开发工程师; 大模型测试工程师; 嵌入式软件工程师; 数据库工程师; 服务器工程师; 测试工程师; 测试开发工程师; 芯片验证工程师; 解决方案工程师; 计算机视觉算法工程师; 质量工程师; 驱动开发工程师; AI安全工程师; Android开发工程师; Java开发工程师; iOS开发工程师; 数据分析师; 机器学习算法工程师; 硬件工程师; 技术支持工程师; 软件开发工程师; AIGC算法工程师,2024-12,AI产品经理; 嵌入式软件工程师; 服务器工程师; 测试工程师; 测试开发工程师; 芯片验证工程师; 解决方案工程师; 质量工程师; 驱动开发工程师,9,19,10,Python开发工程师; 数据分析师; C++开发工程师; iOS开发工程师; 技术支持工程师; 大模型测试工程师; 数据库工程师; Android开发工程师; 硬件工程师; Java开发工程师,2024-12: AI产品经理; 嵌入式软件工程师; 服务器工程师; 测试工程师; 测试开发工程师; 芯片验证工程师; 解决方案工程师; 质量工程师; 驱动开发工程师 -> 2025-01: Python开发工程师; 数据分析师 -> 2025-02: C++开发工程师; iOS开发工程师; 技术支持工程师 -> 2025-03: 大模型测试工程师; 数据库工程师 -> 2025-04: Android开发工程师 -> 2025-07: 硬件工程师 -> 2025-12: Java开发工程师,16,2025-01,1353,2024-12: AI产品经理; C++开发工程师; Python开发工程师; 大模型测试工程师; 嵌入式软件工程师; 数据库工程师; 服务器工程师; 测试工程师; 测试开发工程师; 芯片验证工程师; 解决方案工程师; 计算机视觉算法工程师; 质量工程师; 驱动开发工程师 -> 2025-01: AI安全工程师; Android开发工程师; Java开发工程师; iOS开发工程师; 数据分析师; 机器学习算法工程师; 硬件工程师 -> 2025-02: 技术支持工程师 -> 2025-12: 软件开发工程师 -> 2026-05: AIGC算法工程师,2026-08-08T05:14:20+00:00
编程语言,编程语言,traditional,2,2024-12,AI Agent算法工程师; Java开发工程师; 客户端开发工程师; 数据分析师; 服务器工程师; 机器人软件工程师; 测试工程师; 测试开发工程师; 硬件工程师; 自动驾驶算法工程师; 芯片验证工程师; 质量工程师,12,1,low,观测起点已覆盖多个岗位，只能说明观测期内的覆盖和扩散，不能推断真实起源岗位,2026-07,12,20,8,AI Agent应用工程师; AI Infra工程师; AIGC算法工程师; iOS开发工程师; Android开发工程师; AI安全工程师; 软件开发工程师; 机器学习算法工程师,AI Agent算法工程师; Java开发工程师; 客户端开发工程师; 数据分析师; 服务器工程师; 机器人软件工程师; 测试工程师; 测试开发工程师; 硬件工程师; 自动驾驶算法工程师; 芯片验证工程师; 质量工程师; AI Agent应用工程师; AI Infra工程师; AIGC算法工程师; iOS开发工程师; Android开发工程师; AI安全工程师; 软件开发工程师; 机器学习算法工程师,2024-12,AI Agent算法工程师; Java开发工程师; 客户端开发工程师; 数据分析师; 机器人软件工程师; 测试开发工程师; 硬件工程师; 质量工程师,8,16,8,测试工程师; 自动驾驶算法工程师; iOS开发工程师; 服务器工程师; 芯片验证工程师; AI Agent应用工程师; Android开发工程师; 机器学习算法工程师,2024-12: AI Agent算法工程师; Java开发工程师; 客户端开发工程师; 数据分析师; 机器人软件工程师; 测试开发工程师; 硬件工程师; 质量工程师 -> 2025-01: 测试工程师; 自动驾驶算法工程师 -> 2025-02: iOS开发工程师; 服务器工程师; 芯片验证工程师 -> 2025-03: AI Agent应用工程师; Android开发工程师 -> 2026-07: 机器学习算法工程师,12,2026-07,1141,2024-12: AI Agent算法工程师; Java开发工程师; 客户端开发工程师; 数据分析师; 服务器工程师; 机器人软件工程师; 测试工程师; 测试开发工程师; 硬件工程师; 自动驾驶算法工程师; 芯片验证工程师; 质量工程师 -> 2025-01: AI Agent应用工程师; AI Infra工程师 -> 2025-02: AIGC算法工程师; iOS开发工程师 -> 2025-03: Android开发工程师 -> 2025-08: AI安全工程师 -> 2025-09: 软件开发工程师 -> 2026-01: 机器学习算法工程师,2026-08-08T05:14:20+00:00
编解码技术,音视频技术,traditional,2,2025-01,音视频工程师,1,0,medium,传统技能在观测期内首次出现，可分析样本内扩散，但不代表行业真实首次出现,2026-07,1,1,0,,音视频工程师,2025-02,音视频工程师,1,1,0,,2025-02: 音视频工程师,1,2026-07,29,2025-01: 音视频工程师,2026-08-08T05:14:20+00:00
网络协议,系统与运维,traditional,2,2024-12,Python开发工程师; 服务器工程师; 网络工程师; 软件架构师; 驱动开发工程师,5,1,low,观测起点已覆盖多个岗位，只能说明观测期内的覆盖和扩散，不能推断真实起源岗位,2026-07,3,6,1,前端开发工程师,Python开发工程师; 服务器工程师; 网络工程师; 软件架构师; 驱动开发工程师; 前端开发工程师,2024-12,Python开发工程师; 服务器工程师,2,5,3,软件架构师; 驱动开发工程师; 网络工程师,2024-12: Python开发工程师; 服务器工程师 -> 2025-01: 软件架构师; 驱动开发工程师 -> 2025-02: 网络工程师,5,2025-01,121,2024-12: Python开发工程师; 服务器工程师; 网络工程师; 软件架构师; 驱动开发工程师 -> 2025-01: 前端开发工程师,2026-08-08T05:14:20+00:00
