skill,kg_display_skill,skill_type,confirmation_min_job_mentions,first_seen_month,first_seen_standard_jobs,first_seen_job_count,is_left_censored,migration_confidence,migration_interpretation,latest_seen_month,latest_covered_job_count,cumulative_covered_job_count,spread_job_count,spread_standard_jobs,all_standard_jobs,confirmed_first_seen_month,confirmed_first_seen_standard_jobs,confirmed_first_seen_job_count,confirmed_cumulative_covered_job_count,confirmed_spread_job_count,confirmed_spread_standard_jobs,confirmed_migration_path,peak_monthly_covered_job_count,peak_monthly_covered_job_month,total_skill_mentions,migration_path,updated_at
Spring,软件开发,traditional,2,2024-12,Java开发工程师; 解决方案工程师,2,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,1,2,0,,Java开发工程师; 解决方案工程师,2024-12,解决方案工程师,1,2,1,Java开发工程师,2024-12: 解决方案工程师 -> 2025-01: Java开发工程师,2,2025-03,28,2024-12: Java开发工程师; 解决方案工程师,2026-08-08T05:27:55+00:00
Spring Boot,软件开发,traditional,2,2024-12,Java开发工程师,1,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,1,2,1,解决方案工程师,Java开发工程师; 解决方案工程师,2025-01,Java开发工程师,1,1,0,,2025-01: Java开发工程师,2,2025-04,21,2024-12: Java开发工程师 -> 2025-04: 解决方案工程师,2026-08-08T05:27:55+00:00
Swift,编程语言,traditional,2,2024-12,Android开发工程师; iOS开发工程师; 安全工程师; 客户端开发工程师,4,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,2,5,1,测试开发工程师,Android开发工程师; iOS开发工程师; 安全工程师; 客户端开发工程师; 测试开发工程师,2024-12,iOS开发工程师; 安全工程师; 客户端开发工程师,3,4,1,Android开发工程师,2024-12: iOS开发工程师; 安全工程师; 客户端开发工程师 -> 2025-02: Android开发工程师,4,2024-12,75,2024-12: Android开发工程师; iOS开发工程师; 安全工程师; 客户端开发工程师 -> 2025-03: 测试开发工程师,2026-08-08T05:27:55+00:00
TCP/IP,系统与运维,traditional,2,2024-12,嵌入式软件工程师; 运维工程师; 驱动开发工程师,3,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,3,8,5,技术支持工程师; 网络工程师; DevOps工程师; iOS开发工程师; 网络安全工程师,嵌入式软件工程师; 运维工程师; 驱动开发工程师; 技术支持工程师; 网络工程师; DevOps工程师; iOS开发工程师; 网络安全工程师,2024-12,嵌入式软件工程师,1,5,4,网络工程师; 运维工程师; DevOps工程师; 驱动开发工程师,2024-12: 嵌入式软件工程师 -> 2025-01: 网络工程师; 运维工程师 -> 2025-02: DevOps工程师 -> 2025-10: 驱动开发工程师,4,2026-05,66,2024-12: 嵌入式软件工程师; 运维工程师; 驱动开发工程师 -> 2025-01: 技术支持工程师; 网络工程师 -> 2025-02: DevOps工程师 -> 2025-11: iOS开发工程师 -> 2026-07: 网络安全工程师,2026-08-08T05:27:55+00:00
TTS,大模型,new,2,2024-12,语音算法工程师,1,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,1,5,4,音视频工程师; 芯片设计工程师; 技术支持工程师; 算法工程师,语音算法工程师; 音视频工程师; 芯片设计工程师; 技术支持工程师; 算法工程师,2024-12,语音算法工程师,1,3,2,音视频工程师; 技术支持工程师,2024-12: 语音算法工程师 -> 2025-01: 音视频工程师 -> 2025-11: 技术支持工程师,2,2026-01,31,2024-12: 语音算法工程师 -> 2025-01: 音视频工程师 -> 2025-09: 芯片设计工程师 -> 2025-10: 技术支持工程师 -> 2026-01: 算法工程师,2026-08-08T05:27:55+00:00
TensorFlow,AI,traditional,2,2024-12,AI Agent算法工程师; AI Infra工程师; AIGC算法工程师; 大模型算法工程师; 广告算法工程师; 推荐算法工程师; 搜索算法工程师; 数据挖掘算法工程师; 机器学习算法工程师; 算法工程师; 算法研究员; 芯片设计工程师; 计算机视觉算法工程师; 语音算法工程师; 通信工程师; 风控算法工程师,16,1,low,观测起点已覆盖多个岗位，只能说明观测期内的覆盖和扩散，不能推断真实起源岗位,2026-07,13,22,6,AI应用工程师; 音视频工程师; 数据分析师; 质量工程师; 自动驾驶算法工程师; 数据工程师,AI Agent算法工程师; AI Infra工程师; AIGC算法工程师; 大模型算法工程师; 广告算法工程师; 推荐算法工程师; 搜索算法工程师; 数据挖掘算法工程师; 机器学习算法工程师; 算法工程师; 算法研究员; 芯片设计工程师; 计算机视觉算法工程师; 语音算法工程师; 通信工程师; 风控算法工程师; AI应用工程师; 音视频工程师; 数据分析师; 质量工程师; 自动驾驶算法工程师; 数据工程师,2024-12,AI Infra工程师; 通信工程师,2,20,18,AI Agent算法工程师; AIGC算法工程师; 大模型算法工程师; 广告算法工程师; 推荐算法工程师; 搜索算法工程师; 机器学习算法工程师; 算法工程师; 算法研究员; 芯片设计工程师; 计算机视觉算法工程师; 语音算法工程师; 风控算法工程师; AI应用工程师; 数据挖掘算法工程师; 数据分析师; 音视频工程师; 自动驾驶算法工程师,2024-12: AI Infra工程师; 通信工程师 -> 2025-01: AI Agent算法工程师; AIGC算法工程师; 大模型算法工程师; 广告算法工程师; 推荐算法工程师; 搜索算法工程师; 机器学习算法工程师; 算法工程师; 算法研究员; 芯片设计工程师; 计算机视觉算法工程师; 语音算法工程师; 风控算法工程师 -> 2025-02: AI应用工程师; 数据挖掘算法工程师 -> 2025-11: 数据分析师 -> 2026-01: 音视频工程师 -> 2026-07: 自动驾驶算法工程师,17,2025-01,370,2024-12: AI Agent算法工程师; AI Infra工程师; AIGC算法工程师; 大模型算法工程师; 广告算法工程师; 推荐算法工程师; 搜索算法工程师; 数据挖掘算法工程师; 机器学习算法工程师; 算法工程师; 算法研究员; 芯片设计工程师; 计算机视觉算法工程师; 语音算法工程师; 通信工程师; 风控算法工程师 -> 2025-01: AI应用工程师; 音视频工程师 -> 2025-02: 数据分析师; 质量工程师 -> 2025-04: 自动驾驶算法工程师 -> 2025-09: 数据工程师,2026-08-08T05:27:55+00:00
TensorRT,大模型,new,2,2024-12,AI Infra工程师; 系统软件工程师,2,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,3,6,4,芯片设计工程师; 后端开发工程师; DevOps工程师; 解决方案工程师,AI Infra工程师; 系统软件工程师; 芯片设计工程师; 后端开发工程师; DevOps工程师; 解决方案工程师,2024-12,AI Infra工程师; 系统软件工程师,2,4,2,芯片设计工程师; DevOps工程师,2024-12: AI Infra工程师; 系统软件工程师 -> 2025-02: 芯片设计工程师 -> 2025-10: DevOps工程师,4,2026-06,89,2024-12: AI Infra工程师; 系统软件工程师 -> 2025-01: 芯片设计工程师 -> 2025-07: 后端开发工程师 -> 2025-09: DevOps工程师 -> 2026-02: 解决方案工程师,2026-08-08T05:27:55+00:00
TensorRT-LLM,大模型,new,2,2025-10,通信工程师,1,0,high,技能在观测期内首次出现，但目前尚未扩散到其他标准岗位,2026-06,1,1,0,,通信工程师,2026-06,通信工程师,1,1,0,,2026-06: 通信工程师,1,2026-06,2,2025-10: 通信工程师,2026-08-08T05:27:55+00:00
Tool Use,大模型,new,2,2025-02,AI Agent应用工程师; AI Agent算法工程师,2,0,high,技能在观测期内首次出现，后续扩散路径可用于分析样本内技能迁移,2026-07,1,8,6,大模型应用工程师; 软件架构师; 后端开发工程师; 测试开发工程师; 解决方案工程师; AI产品经理,AI Agent应用工程师; AI Agent算法工程师; 大模型应用工程师; 软件架构师; 后端开发工程师; 测试开发工程师; 解决方案工程师; AI产品经理,2025-03,软件架构师,1,1,0,,2025-03: 软件架构师,3,2025-10,25,2025-02: AI Agent应用工程师; AI Agent算法工程师 -> 2025-03: 大模型应用工程师; 软件架构师 -> 2025-10: 后端开发工程师; 测试开发工程师 -> 2026-01: 解决方案工程师 -> 2026-03: AI产品经理,2026-08-08T05:27:55+00:00
Transformer,大模型,new,2,2024-12,控制算法工程师; 算法工程师,2,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,4,9,7,数据分析师; 硬件工程师; 数据开发工程师; 芯片设计工程师; 音视频工程师; 自动驾驶算法工程师; 推荐算法工程师,控制算法工程师; 算法工程师; 数据分析师; 硬件工程师; 数据开发工程师; 芯片设计工程师; 音视频工程师; 自动驾驶算法工程师; 推荐算法工程师,2025-01,算法工程师,1,5,4,硬件工程师; 数据分析师; 控制算法工程师; 推荐算法工程师,2025-01: 算法工程师 -> 2025-03: 硬件工程师 -> 2025-11: 数据分析师 -> 2026-02: 控制算法工程师 -> 2026-07: 推荐算法工程师,4,2026-07,50,2024-12: 控制算法工程师; 算法工程师 -> 2025-02: 数据分析师; 硬件工程师 -> 2025-07: 数据开发工程师 -> 2025-08: 芯片设计工程师 -> 2025-12: 音视频工程师 -> 2026-06: 自动驾驶算法工程师 -> 2026-07: 推荐算法工程师,2026-08-08T05:27:55+00:00
Triton,大模型,new,2,2024-12,AI Infra工程师; 大模型算法工程师; 系统软件工程师,3,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,3,7,4,芯片设计工程师; 云计算工程师; DevOps工程师; 解决方案工程师,AI Infra工程师; 大模型算法工程师; 系统软件工程师; 芯片设计工程师; 云计算工程师; DevOps工程师; 解决方案工程师,2024-12,AI Infra工程师; 系统软件工程师,2,4,2,芯片设计工程师; DevOps工程师,2024-12: AI Infra工程师; 系统软件工程师 -> 2025-03: 芯片设计工程师 -> 2025-09: DevOps工程师,4,2026-06,88,2024-12: AI Infra工程师; 大模型算法工程师; 系统软件工程师 -> 2025-02: 芯片设计工程师 -> 2025-05: 云计算工程师 -> 2025-07: DevOps工程师 -> 2026-01: 解决方案工程师,2026-08-08T05:27:55+00:00
TypeScript,编程语言,traditional,2,2024-12,AI Agent应用工程师; 全栈开发工程师; 前端开发工程师,3,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,3,6,3,AI应用工程师; iOS开发工程师; 技术支持工程师,AI Agent应用工程师; 全栈开发工程师; 前端开发工程师; AI应用工程师; iOS开发工程师; 技术支持工程师,2025-01,AI Agent应用工程师; 全栈开发工程师; 前端开发工程师,3,5,2,AI应用工程师; iOS开发工程师,2025-01: AI Agent应用工程师; 全栈开发工程师; 前端开发工程师 -> 2025-02: AI应用工程师 -> 2026-05: iOS开发工程师,5,2025-05,66,2024-12: AI Agent应用工程师; 全栈开发工程师; 前端开发工程师 -> 2025-01: AI应用工程师 -> 2025-05: iOS开发工程师; 技术支持工程师,2026-08-08T05:27:55+00:00
Unix,系统与运维,traditional,2,2025-03,Python开发工程师,1,0,medium,传统技能在观测期内首次出现，可分析样本内扩散，但不代表行业真实首次出现,2025-11,1,2,1,C++开发工程师,Python开发工程师; C++开发工程师,2025-04,Python开发工程师,1,2,1,C++开发工程师,2025-04: Python开发工程师 -> 2025-11: C++开发工程师,1,2025-11,4,2025-03: Python开发工程师 -> 2025-10: C++开发工程师,2026-08-08T05:27:55+00:00
Unreal Engine,软件开发,traditional,2,2024-12,图形图像工程师; 客户端开发工程师,2,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,2,4,2,DevOps工程师; 技术支持工程师,图形图像工程师; 客户端开发工程师; DevOps工程师; 技术支持工程师,2025-01,图形图像工程师; 客户端开发工程师,2,2,0,,2025-01: 图形图像工程师; 客户端开发工程师,3,2025-05,48,2024-12: 图形图像工程师; 客户端开发工程师 -> 2025-01: DevOps工程师 -> 2025-05: 技术支持工程师,2026-08-08T05:27:55+00:00
VLA模型,大模型,new,2,2024-12,自动驾驶算法工程师,1,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-06,2,2,1,机器人算法工程师,自动驾驶算法工程师; 机器人算法工程师,2025-03,机器人算法工程师,1,2,1,自动驾驶算法工程师,2025-03: 机器人算法工程师 -> 2026-06: 自动驾驶算法工程师,2,2026-06,17,2024-12: 自动驾驶算法工程师 -> 2025-02: 机器人算法工程师,2026-08-08T05:27:55+00:00
VLM,大模型,new,2,2025-01,多模态算法工程师; 计算机视觉算法工程师,2,0,high,技能在观测期内首次出现，后续扩散路径可用于分析样本内技能迁移,2026-07,3,7,5,大模型应用工程师; AIGC算法工程师; AI Agent应用工程师; AI Agent算法工程师; 前端开发工程师,多模态算法工程师; 计算机视觉算法工程师; 大模型应用工程师; AIGC算法工程师; AI Agent应用工程师; AI Agent算法工程师; 前端开发工程师,2025-02,多模态算法工程师; 计算机视觉算法工程师,2,4,2,AIGC算法工程师; AI Agent算法工程师,2025-02: 多模态算法工程师; 计算机视觉算法工程师 -> 2025-04: AIGC算法工程师 -> 2026-05: AI Agent算法工程师,4,2026-05,71,2025-01: 多模态算法工程师; 计算机视觉算法工程师 -> 2025-02: 大模型应用工程师 -> 2025-03: AIGC算法工程师 -> 2025-08: AI Agent应用工程师 -> 2025-09: AI Agent算法工程师 -> 2026-01: 前端开发工程师,2026-08-08T05:27:55+00:00
Vue.js,编程语言,traditional,2,2024-12,全栈开发工程师; 前端开发工程师,2,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,2,5,3,网络工程师; 质量工程师; iOS开发工程师,全栈开发工程师; 前端开发工程师; 网络工程师; 质量工程师; iOS开发工程师,2025-01,全栈开发工程师; 前端开发工程师,2,4,2,iOS开发工程师; 质量工程师,2025-01: 全栈开发工程师; 前端开发工程师 -> 2025-03: iOS开发工程师 -> 2025-06: 质量工程师,4,2025-01,54,2024-12: 全栈开发工程师; 前端开发工程师 -> 2025-01: 网络工程师; 质量工程师 -> 2025-02: iOS开发工程师,2026-08-08T05:27:55+00:00
Webpack,软件开发,traditional,2,2024-12,前端开发工程师; 嵌入式软件工程师,2,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,1,2,0,,前端开发工程师; 嵌入式软件工程师,2025-01,前端开发工程师,1,2,1,嵌入式软件工程师,2025-01: 前端开发工程师 -> 2025-03: 嵌入式软件工程师,2,2026-05,33,2024-12: 前端开发工程师; 嵌入式软件工程师,2026-08-08T05:27:55+00:00
Web爬虫,数据工程,traditional,2,2025-01,网络安全工程师,1,0,medium,传统技能在观测期内首次出现，可分析样本内扩散，但不代表行业真实首次出现,2026-06,1,2,1,AI安全工程师,网络安全工程师; AI安全工程师,2025-11,网络安全工程师,1,1,0,,2025-11: 网络安全工程师,1,2026-06,5,2025-01: 网络安全工程师 -> 2025-05: AI安全工程师,2026-08-08T05:27:55+00:00
harness工程,软件工程,traditional,2,2025-01,AI Agent算法工程师,1,0,medium,传统技能在观测期内首次出现，可分析样本内扩散，但不代表行业真实首次出现,2025-01,1,1,0,,AI Agent算法工程师,,,0,0,0,,,1,2025-01,1,2025-01: AI Agent算法工程师,2026-08-08T05:27:55+00:00
iOS,软件开发,traditional,2,2024-12,Android开发工程师; iOS开发工程师; 客户端开发工程师,3,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,2,6,3,C++开发工程师; 音视频工程师; 语音算法工程师,Android开发工程师; iOS开发工程师; 客户端开发工程师; C++开发工程师; 音视频工程师; 语音算法工程师,2024-12,iOS开发工程师,1,4,3,客户端开发工程师; Android开发工程师; C++开发工程师,2024-12: iOS开发工程师 -> 2025-01: 客户端开发工程师 -> 2025-02: Android开发工程师 -> 2025-08: C++开发工程师,4,2026-04,76,2024-12: Android开发工程师; iOS开发工程师; 客户端开发工程师 -> 2025-05: C++开发工程师 -> 2026-04: 音视频工程师 -> 2026-05: 语音算法工程师,2026-08-08T05:27:55+00:00
prompt工程,大模型,new,2,2024-12,AI Agent应用工程师; AI产品经理; 大模型应用工程师,3,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,6,9,6,NLP算法工程师; 解决方案工程师; 软件架构师; 后端开发工程师; 测试开发工程师; 前端开发工程师,AI Agent应用工程师; AI产品经理; 大模型应用工程师; NLP算法工程师; 解决方案工程师; 软件架构师; 后端开发工程师; 测试开发工程师; 前端开发工程师,2024-12,AI Agent应用工程师; AI产品经理; 大模型应用工程师,3,6,3,解决方案工程师; NLP算法工程师; 测试开发工程师,2024-12: AI Agent应用工程师; AI产品经理; 大模型应用工程师 -> 2025-01: 解决方案工程师 -> 2025-02: NLP算法工程师 -> 2025-07: 测试开发工程师,7,2026-02,154,2024-12: AI Agent应用工程师; AI产品经理; 大模型应用工程师 -> 2025-01: NLP算法工程师; 解决方案工程师 -> 2025-05: 软件架构师 -> 2025-06: 后端开发工程师; 测试开发工程师 -> 2026-02: 前端开发工程师,2026-08-08T05:27:55+00:00
上下文工程,大模型,new,2,2025-03,AI Agent应用工程师; 大模型应用工程师,2,0,high,技能在观测期内首次出现，后续扩散路径可用于分析样本内技能迁移,2026-07,3,8,6,AI Agent算法工程师; 软件架构师; AI产品经理; 测试开发工程师; 后端开发工程师; 解决方案工程师,AI Agent应用工程师; 大模型应用工程师; AI Agent算法工程师; 软件架构师; AI产品经理; 测试开发工程师; 后端开发工程师; 解决方案工程师,2025-04,大模型应用工程师,1,2,1,软件架构师,2025-04: 大模型应用工程师 -> 2025-05: 软件架构师,3,2026-07,41,2025-03: AI Agent应用工程师; 大模型应用工程师 -> 2025-04: AI Agent算法工程师 -> 2025-05: 软件架构师 -> 2025-09: AI产品经理 -> 2025-10: 测试开发工程师 -> 2025-11: 后端开发工程师 -> 2026-07: 解决方案工程师,2026-08-08T05:27:55+00:00
世界模型,大模型,new,2,2025-05,算法研究员,1,0,high,技能在观测期内首次出现，后续扩散路径可用于分析样本内技能迁移,2026-04,1,2,1,通信工程师,算法研究员; 通信工程师,2025-08,算法研究员,1,2,1,通信工程师,2025-08: 算法研究员 -> 2026-04: 通信工程师,1,2026-04,6,2025-05: 算法研究员 -> 2025-12: 通信工程师,2026-08-08T05:27:55+00:00
云计算,云计算,traditional,2,2024-12,Go开发工程师; 云计算工程师; 技术支持工程师; 服务器工程师; 机器人软件工程师; 解决方案工程师; 软件架构师; 运维工程师,8,1,low,观测起点已覆盖多个岗位，只能说明观测期内的覆盖和扩散，不能推断真实起源岗位,2026-07,8,10,2,C++开发工程师; 通信工程师,Go开发工程师; 云计算工程师; 技术支持工程师; 服务器工程师; 机器人软件工程师; 解决方案工程师; 软件架构师; 运维工程师; C++开发工程师; 通信工程师,2024-12,技术支持工程师; 解决方案工程师,2,8,6,Go开发工程师; 服务器工程师; 机器人软件工程师; 软件架构师; 运维工程师; 云计算工程师,2024-12: 技术支持工程师; 解决方案工程师 -> 2025-01: Go开发工程师; 服务器工程师; 机器人软件工程师; 软件架构师; 运维工程师 -> 2025-02: 云计算工程师,8,2026-07,174,2024-12: Go开发工程师; 云计算工程师; 技术支持工程师; 服务器工程师; 机器人软件工程师; 解决方案工程师; 软件架构师; 运维工程师 -> 2025-10: C++开发工程师 -> 2026-06: 通信工程师,2026-08-08T05:27:55+00:00
交互技术,交互体验,traditional,2,2025-01,AI Agent算法工程师; 算法研究员; 自动驾驶算法工程师,3,0,medium,传统技能在观测期内首次出现，可分析样本内扩散，但不代表行业真实首次出现,2025-12,1,3,0,,AI Agent算法工程师; 算法研究员; 自动驾驶算法工程师,2025-01,自动驾驶算法工程师,1,1,0,,2025-01: 自动驾驶算法工程师,3,2025-01,5,2025-01: AI Agent算法工程师; 算法研究员; 自动驾驶算法工程师,2026-08-08T05:27:55+00:00
人因工程,交互体验,traditional,2,2024-12,数据分析师,1,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-05,1,1,0,,数据分析师,2026-05,数据分析师,1,1,0,,2026-05: 数据分析师,1,2026-05,2,2024-12: 数据分析师,2026-08-08T05:27:55+00:00
代价模型,算法与数学,traditional,2,2025-06,数据库工程师,1,0,medium,传统技能在观测期内首次出现，可分析样本内扩散，但不代表行业真实首次出现,2025-06,1,1,0,,数据库工程师,,,0,0,0,,,1,2025-06,1,2025-06: 数据库工程师,2026-08-08T05:27:55+00:00
仿真技术,科学计算与仿真,traditional,2,2024-12,Python开发工程师; 控制算法工程师; 机器人软件工程师; 热设计工程师; 电源工程师; 结构工程师,6,1,low,观测起点已覆盖多个岗位，只能说明观测期内的覆盖和扩散，不能推断真实起源岗位,2026-07,6,11,5,网络安全工程师; 机器人算法工程师; 硬件工程师; 服务器工程师; 芯片验证工程师,Python开发工程师; 控制算法工程师; 机器人软件工程师; 热设计工程师; 电源工程师; 结构工程师; 网络安全工程师; 机器人算法工程师; 硬件工程师; 服务器工程师; 芯片验证工程师,2024-12,电源工程师,1,9,8,Python开发工程师; 控制算法工程师; 机器人软件工程师; 热设计工程师; 结构工程师; 机器人算法工程师; 服务器工程师; 硬件工程师,2024-12: 电源工程师 -> 2025-01: Python开发工程师; 控制算法工程师; 机器人软件工程师; 热设计工程师; 结构工程师 -> 2025-03: 机器人算法工程师 -> 2026-02: 服务器工程师; 硬件工程师,7,2026-04,136,2024-12: Python开发工程师; 控制算法工程师; 机器人软件工程师; 热设计工程师; 电源工程师; 结构工程师 -> 2025-01: 网络安全工程师 -> 2025-02: 机器人算法工程师 -> 2025-03: 硬件工程师 -> 2025-12: 服务器工程师 -> 2026-02: 芯片验证工程师,2026-08-08T05:27:55+00:00
信号处理,硬件与芯片,traditional,2,2024-12,解决方案工程师; 语音算法工程师; 通信工程师; 音视频工程师; 驱动开发工程师,5,1,low,观测起点已覆盖多个岗位，只能说明观测期内的覆盖和扩散，不能推断真实起源岗位,2026-07,2,6,1,质量工程师,解决方案工程师; 语音算法工程师; 通信工程师; 音视频工程师; 驱动开发工程师; 质量工程师,2024-12,通信工程师,1,6,5,解决方案工程师; 语音算法工程师; 音视频工程师; 驱动开发工程师; 质量工程师,2024-12: 通信工程师 -> 2025-01: 解决方案工程师; 语音算法工程师; 音视频工程师 -> 2025-10: 驱动开发工程师 -> 2026-06: 质量工程师,5,2024-12,50,2024-12: 解决方案工程师; 语音算法工程师; 通信工程师; 音视频工程师; 驱动开发工程师 -> 2026-03: 质量工程师,2026-08-08T05:27:55+00:00
信号完整性,硬件与芯片,traditional,2,2024-12,硬件工程师; 解决方案工程师; 质量工程师,3,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,1,4,1,电源工程师,硬件工程师; 解决方案工程师; 质量工程师; 电源工程师,2024-12,解决方案工程师,1,3,2,硬件工程师; 电源工程师,2024-12: 解决方案工程师 -> 2025-02: 硬件工程师 -> 2026-07: 电源工程师,3,2024-12,27,2024-12: 硬件工程师; 解决方案工程师; 质量工程师 -> 2026-01: 电源工程师,2026-08-08T05:27:55+00:00
信息安全,安全,traditional,2,2024-12,AI产品经理; Python开发工程师; 信息安全工程师; 安全工程师; 硬件工程师; 网络安全工程师,6,1,low,观测起点已覆盖多个岗位，只能说明观测期内的覆盖和扩散，不能推断真实起源岗位,2026-07,3,9,3,客户端开发工程师; 数据分析师; 数据平台工程师,AI产品经理; Python开发工程师; 信息安全工程师; 安全工程师; 硬件工程师; 网络安全工程师; 客户端开发工程师; 数据分析师; 数据平台工程师,2024-12,AI产品经理; 信息安全工程师; 安全工程师,3,7,4,网络安全工程师; Python开发工程师; 数据分析师; 硬件工程师,2024-12: AI产品经理; 信息安全工程师; 安全工程师 -> 2025-01: 网络安全工程师 -> 2025-12: Python开发工程师 -> 2026-01: 数据分析师 -> 2026-04: 硬件工程师,6,2024-12,88,2024-12: AI产品经理; Python开发工程师; 信息安全工程师; 安全工程师; 硬件工程师; 网络安全工程师 -> 2025-03: 客户端开发工程师 -> 2025-12: 数据分析师 -> 2026-04: 数据平台工程师,2026-08-08T05:27:55+00:00
信息检索,AI,traditional,2,2024-12,推荐算法工程师,1,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,1,1,0,,推荐算法工程师,2025-01,推荐算法工程师,1,1,0,,2025-01: 推荐算法工程师,1,2026-07,20,2024-12: 推荐算法工程师,2026-08-08T05:27:55+00:00
信息论,算法与数学,traditional,2,2026-04,音视频工程师,1,0,medium,传统技能在观测期内首次出现，可分析样本内扩散，但不代表行业真实首次出现,2026-04,1,1,0,,音视频工程师,,,0,0,0,,,1,2026-04,1,2026-04: 音视频工程师,2026-08-08T05:27:55+00:00
健康算法,行业应用,traditional,2,2026-04,驱动开发工程师,1,0,medium,传统技能在观测期内首次出现，可分析样本内扩散，但不代表行业真实首次出现,2026-06,1,1,0,,驱动开发工程师,2026-06,驱动开发工程师,1,1,0,,2026-06: 驱动开发工程师,1,2026-06,2,2026-04: 驱动开发工程师,2026-08-08T05:27:55+00:00
充电系统,硬件与芯片,traditional,2,2025-01,电源工程师,1,0,medium,传统技能在观测期内首次出现，可分析样本内扩散，但不代表行业真实首次出现,2026-07,1,1,0,,电源工程师,2026-05,电源工程师,1,1,0,,2026-05: 电源工程师,1,2026-07,4,2025-01: 电源工程师,2026-08-08T05:27:55+00:00
光学技术,硬件与芯片,traditional,2,2024-12,嵌入式软件工程师; 技术支持工程师; 硬件工程师; 结构工程师,4,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,2,5,1,图形图像工程师,嵌入式软件工程师; 技术支持工程师; 硬件工程师; 结构工程师; 图形图像工程师,2024-12,嵌入式软件工程师; 硬件工程师,2,4,2,结构工程师; 技术支持工程师,2024-12: 嵌入式软件工程师; 硬件工程师 -> 2025-01: 结构工程师 -> 2025-07: 技术支持工程师,4,2026-02,69,2024-12: 嵌入式软件工程师; 技术支持工程师; 硬件工程师; 结构工程师 -> 2026-02: 图形图像工程师,2026-08-08T05:27:55+00:00
内存管理,软件工程,traditional,2,2024-12,iOS开发工程师; 嵌入式软件工程师,2,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,3,10,8,软件架构师; 硬件工程师; 解决方案工程师; Android开发工程师; C++开发工程师; 芯片设计工程师; 驱动开发工程师; 算法研究员,iOS开发工程师; 嵌入式软件工程师; 软件架构师; 硬件工程师; 解决方案工程师; Android开发工程师; C++开发工程师; 芯片设计工程师; 驱动开发工程师; 算法研究员,2024-12,iOS开发工程师; 嵌入式软件工程师,2,6,4,软件架构师; 解决方案工程师; C++开发工程师; 驱动开发工程师,2024-12: iOS开发工程师; 嵌入式软件工程师 -> 2025-02: 软件架构师 -> 2025-05: 解决方案工程师 -> 2025-07: C++开发工程师 -> 2026-05: 驱动开发工程师,5,2025-02,70,2024-12: iOS开发工程师; 嵌入式软件工程师 -> 2025-01: 软件架构师 -> 2025-02: 硬件工程师; 解决方案工程师 -> 2025-04: Android开发工程师 -> 2025-06: C++开发工程师 -> 2025-07: 芯片设计工程师 -> 2026-01: 驱动开发工程师 -> 2026-03: 算法研究员,2026-08-08T05:27:55+00:00
分布式存储,数据工程,traditional,2,2025-02,DevOps工程师; 数据分析师,2,0,medium,传统技能在观测期内首次出现，可分析样本内扩散，但不代表行业真实首次出现,2026-01,1,5,3,Python开发工程师; 通信工程师; 技术支持工程师,DevOps工程师; 数据分析师; Python开发工程师; 通信工程师; 技术支持工程师,2025-06,Python开发工程师,1,2,1,数据分析师,2025-06: Python开发工程师 -> 2025-12: 数据分析师,2,2025-02,8,2025-02: DevOps工程师; 数据分析师 -> 2025-03: Python开发工程师 -> 2025-07: 通信工程师 -> 2025-10: 技术支持工程师,2026-08-08T05:27:55+00:00
