source_job_title,jd_text,gold_standard_job,gold_skills
推荐算法工程师-抖音,"岗位职责：
团队介绍：抖音推荐团队，负责抖音的推荐算法，直接为抖音的核心用户体验负责，涉及内容消费，社交，直播，推送，同城，电商各个场景。我们的工作内容包括大规模推荐算法的优化、复杂约束的优化问题的解决、CV/NLP等多个学术领域的算法改进以及对多种场景的推荐架构的设计和对产品数据的复杂深入的分析。在这里，你可以深入钻研机器学习算法的改进和优化，探索前沿的技术；可以通过对产品的深度理解和思考，将算法应用到业务中去；也可以通过对产品和内容生态的深度分析，影响产品未来的发展方向。

1、负责抖音核心的业务推荐算法工作，与来自国内外顶级名校、有丰富业界经验的同学合作，共同搭建行业顶尖的推荐系统，为用户提供一流的产品体验；
2、将前沿的机器学习技术应用到抖音的核心场景业务，优化用户体验促进业务发展；
3、研究方向包含且不局限于：深度学习、图神经网络、多任务学习、learning to rank、模型压缩和加速、多模态技术等，结合业务的实际问题来做好技术的探索和研究；
4、和产品、运营团队紧密合作，通过对产品和用户的深入理解和分析，制定算法策略促进抖音生态的长期繁荣发展。

任职要求：
1、具备优秀的编码能力，扎实的数据结构和算法功底；
2、对机器学习有热情、乐于学习、思考和创新，有自然语言处理、数据挖掘、计算机视觉相关的工作经验；
3、熟悉常见算法，如LR，GBDT，DNN等，具备推导，实现，应用能力；
4、熟悉C++和Python语言，熟悉Linux开发环境；
5、优秀的分析问题和解决问题的能力，有良好的沟通表达能力和团队精神。",推荐算法工程师,机器学习; NLP; 计算机视觉; LR; DNN; C++; Python; Linux; 多模态; 模型压缩; 模型加速; 图神经网络
高级前端开发工程师（大模型方向）-Data AML,"岗位职责：
1、参与大模型、机器学习等核心AI平台及应用的前端开发工作；
2、承担核心功能的设计和代码编写，并完成通用能力和组件的沉淀；
3、参与大前端BFF、WebIDE、2D/3D可视化、高性能表格、AI&前端等技术方向的探索；
4、高水平机器学习团队，业务发展迅猛、成长空间大。

任职要求：
1、本科及以上学历，3年及以上前端开发工作经验，扎实的操作系统和数据结构基础；
2、熟悉HTML、CSS、JavaScript和主流语言标准；
3、熟悉主流前端框架和工具、有React和Webpack经验者优先；
4、对用户体验有深刻的理解，热衷于从用户视角改善平台体验；
5、具备良好的服务意识、责任心、较强的学习能力和优秀的团队沟通与协作能力；
6、热爱前端技术，始终保持较强的学习能力和主动性，有饱满的工作热情，勇于挑战、乐于分享。",前端开发工程师,操作系统; HTML; CSS; JavaScript; React; Webpack; 前端框架
前端开发工程师（机器审核）-国际化内容安全平台,"岗位职责：
团队介绍：国际化内容安全平台团队致力于为字节跳动国际化产品的用户维护安全可信赖环境，通过开发、迭代机器学习模型和信息系统以更早、更快发掘风险、监控风险、响应紧急事件，以人工智能技术支持业务发展，力求更高效、更敏捷、更全能地维护站内生态安全。

1、建设全球化产品的内容审核管理域能力，负责国际化业务的机器审核管理域全栈服务的设计、研发和上线运维，服务国际化产品的多地域审核需要；
2、持续完善模型消费，策略管理发布，审核运营等机器审核管理能力，与业务、产品、运行域共同决策产品及技术架构，保障管理过程高效、安全、易用；
3、建设稳定、高性能、易扩展的审核管理平台架构，持续优化前端Framework可扩展性，完善工程一致性，提升平台体验、性能和稳定性；
4、持续提升管理域服务的可用性、稳定性和鲁棒性，持续优化服务架构分层和调用链，保障数据一致性，提升可观测性、完善容灾降级等兜底方案；
5、保障产品研发顺畅合作，优化合作流程，提升研发效率和质量，为管理域需求交付结果和过程负责。

任职要求：
1、计算机、通信和电子信息科学等相关专业优先；
2、有服务端开发经验、英语听说读写流利；有业务安全平台、通用技术平台设计建设经验；有个人技术产品、开源作品或活跃的开源社区贡献者优先；
3、深入了解一门技术语言，如JavaScript/Go/Java等语言，使用过React或Vue.js等主流开发框架；
4、积极乐观，责任心强，工作认真细致，具备良好的服务意识，具有良好的跨团队沟通与协作能力。",前端开发工程师,JavaScript; Go; Java; React; Vue.js
本地生活搜索算法专家-【搜索】,"岗位职责：
1、参与亿级用户规模的本地生活搜索优化，负责迭代到店业务搜索算法，包括到餐、到综、酒旅等，提升点击率、转化率等核心指标，提升用户在快手的本地生活搜索购物体验，促进生态良性发展；
2、参与机器学习与深度学习算法的核心研发工作，对本地生活搜索全链路进行建模优化，包括但不限于召回、相关性、粗排、精排、机制等方面，深度进行序列建模、迁移学习、强化学习、对比学习、多模态大模型等的算法和系统研发； 
3、针对海量用户行为数据，提供基于分布式计算的算法解决方案，大幅提升算法计算规模和性能； 
4、深入思考产品业务价值，参与制定及落实团队在技术、业务等多维度发展方向。

任职要求：
1、硕士及以上学历，计算机、数学或统计学相关专业，出色的分析问题、解决问题的能力，有强烈的技术热情，有皮实乐观、不畏挫折的心态； 
2、熟悉Linux环境、C++和Python语言，良好的逻辑思维能力，优秀的编码能力，扎实的数据结构和算法功底； 
3、具有机器学习、数据挖掘、搜索系统、推荐系统或者自然语言理解等相关领域知识，具有工业界相关方向的实践经验者，或在ACM或数据挖掘/机器学习类竞赛中取得优异名次者优先； 
4、具备良好的文献阅读能力和快速学习能力，优秀的分析和解决问题的能力，良好的沟通协作能力； 
5、在SIGIR、SIGKDD、ICML、NIPS、WWW、AAAI KM、ACL、RECSYS、CVPR、ICCV、ECCV、ICLR等顶级计算机学术会议或期刊上发表过论文者优先。",搜索算法工程师,Linux; C++; Python; 机器学习
大数据测试开发工程师-Data,"岗位职责：
1、负责数据平台新建机房部署的质量保障工作，制定交付质量标准，联动各产品服务的研发、测试人员，为产品交付质量负责；
2、负责数据平台机房搬迁的质量和稳定性保障工作，制定并落地稳定性保障标准，确保业务搬迁切流过程顺畅；
3、协助平台服务和业务线解决部署搬迁过程中的问题，提炼识别关键风险，联动各方系统性解决；
4、搬迁部署架构优化、效率提升等相关工作。

任职要求：
1、本科及以上学历，至少5年以上测试开发/软件开发工作经验；
2、能够独立完成质保任务，有大数据相关测试开发经验优先；
3、熟练掌握Java/Python/Go至少一种，熟悉MySQL等主流数据库；
4、积极主动，具备较好的跨多团队沟通协作能力、具备较强的责任感和自我驱动力；
5、能主动通过技术手段提升产品质量、稳定性和效率。",测试开发工程师,Java; Python; Go; MySQL
电商搜索算法工程师,"岗位职责：
1、参与亿级用户规模的电商搜索优化，提升电商搜索场景的GMV、购买用户数、点击率、转化率等核心指标，提升用户电商搜索购物体验，促进生态良性发展；
2、参与机器学习与深度学习算法的核心研发工作，对搜索全链路进行建模优化，包括但不限于召回、相关性、粗排、精排、机制等，深度进行序列建模、迁移学习、强化学习、对比学习、多模态大模型等的算法和系统研发；
3、针对海量用户行为数据，提供基于分布式计算的算法解决方案，大幅提升算法计算规模和性能；
4、参与搜索推荐机制的顶层设计，结合业务战略，优化电商流量结构和GMV结构，促进电商生态的健康发展。

任职要求：
1、硕士及以上学历，计算机、数学或统计学相关专业，出色的分析问题、解决问题的能力，有强烈的技术热情，有皮实乐观、不畏挫折的心态；
2、熟悉Linux环境、C++和Python语言，良好的逻辑思维能力，优秀的编码能力，扎实的数据结构和算法功底；
3、具有机器学习、数据挖掘、搜索系统、推荐系统或者自然语言理解等相关领域知识；有工业界相关业务与技术方向的实践经验者，或在ACM或数据挖掘/机器学习类竞赛中取得优异名次者优先；
4、具备良好的文献阅读能力和快速学习能力，优秀的分析和解决问题的能力，良好的沟通协作能力；
5、在SIGIR、SIGKDD、ICML、NIPS、WWW、AAAI KM、ACL、RECSYS、CVPR、ICCV、ECCV、ICLR等顶级计算机学术会议或期刊上发表过论文者优先。",搜索算法工程师,Linux; C++; Python; 机器学习
测试开发工程师（J84347）,"岗位职责：
-负责萝卜快跑运营业务相关服务测试工作，如模块功能、系统稳定性、性能分析等
-参与百度相关业务需求、系统设计和程序代码的评审工作并提出改进意见
-根据产品和项目特点，提出合理的自动化解决方案，并负责产品线特色化的测试框架和测试工具，运用技术手段提升代码交付的质量和效率
-开发测试工具和自动测试框架、自动测试脚本，进行自动化测试 ；对项目开发流程和工具进行优化，提高RD和整个项目的交付效率 
-评估项目质量风险并制定项目测试方案，设计并执行测试用例，跟踪定位产品软件中的缺陷或问题，保证项目质量和进度
-参与百度相关业务模块生产、发布过程中的技术创新，包括研发敏捷研发工具、线上监控系统、性能测试、监控工具、混沌测试等精确评估线上系统表现，以创新的工作模式提升产品的用户价值
-岗位丰富，C端、服务端、B端平台等相关工作均有需求，也非常欢迎全栈类人才的加入

任职要求：
-计算机、通讯相关专业，两年以上相关自动化测试工具开发、丰富压测经验者优先
-能熟练地应用以下一门或几门技术进行相关开发：Linux/Unix Shell、Go/Python及相关数据库技术等 
-具备快速的产品及业务学习能力，敏捷全面的逻辑思维能力 
-有责任心、敢于担当，工作积极主动，具备良好的团队合作精神，能融入多功能团队并与其他部门同事进行良好的沟通及合作
-热爱互联网，对互联网相关业务或技术充满好奇及热情；在软件测试领域，对发现、分析及解决问题的工作有浓厚兴趣",测试开发工程师,Linux; Unix; Shell; Go; Python; 软件测试
AI应用开发工程师-账会清算,"岗位职责：
1、负责支付系统AI应用体系的建设，推动AI技术在账务记账、会计核算、资金清算、财务报表等场景中的深度应用，打造智能化、自动化的支付能力；
2、参与AI-Native研发模式的探索与实践，挖掘AI在方案设计、研发、联调、测试、发布等全流程的提效空间，构建以AI为核心驱动力的研发协作流程，提升业务交付效率；
3、参与AI智能运维与诊断工具的研发，实现资金链路异常、财务数据差异、渠道稳定性的自动识别、预警与定位，为支付系统的稳定运行提供智能保障；
4、参与支付资金系统的高可用、高并发、可扩展架构的设计与演进，保障用户与商家的资金准确性，并支持公司级别的618、双十一、春节等活动，直面高并发挑战；
5、探索AI领域的技术，将创新技术应用于会计核算、财务数据报送、渠道自动化运维等实际业务场景，驱动业务创新与体验优化，助力产品迭代升级。

任职要求：
1、本科及以上学历，计算机、软件工程等相关专业；
2、熟练掌握Go/Python/Java等至少一种后端开发语言，具备良好的工程能力和编码习惯；
3、深入理解计算机原理，具备良好的数据结构和算法基础，具备扎实的系统设计能力，有高并发、高可用系统设计的实践经验；
4、具备强烈的创新意识和主观能动性，紧跟AI领域的最新发展动态，对探索新的AI技术和应用场景有浓厚兴趣；
5、具备优秀的问题分析能力、学习能力和团队协作能力；具备产品意识，能深入复杂业务场景，独立驱动方案落地与持续优化。",AI应用工程师,Go; Python; Java; 后端开发; AI应用开发
资深测试开发工程师-CRM与交易平台,"岗位职责：
1、负责支撑字节跳动核心交易及财务系统的质量保障相关工作，负责保障千亿商业收入的计算准确性；
2、负责敏捷小组的项目测试工作，保障项目高质量交付；负责测试环境的治理，保障测试环境稳定，测试数据构造的开发；
3、负责CICD研发流水线的搭建与维护；负责自动化测试（前端/服务端/Diff）的落地与框架开发；
4、负责制定服务的SLA标准并建立完善的线上监控体系，有效提升监控告警的准确率和召回率；
5、负责线上服务的质量，稳定性，性能，容灾能力，安全性相关的质量运营工作；负责效率质量提升工具的开发与落地。

任职要求：
1、本科及以上学历，计算机、通信等相关专业；
2、熟悉Linux操作系统，熟悉Python/Java等至少一种编程语言，有Shell等脚本语言使用经验者优先；
3、熟悉技术框架原理，有能力保障服务端测试环境稳定；
4、有较强的问题定位和推动能力，协调各个角色进行问题解决；
5、精通测试流程和测试用例设计方法，充满好奇心，能主动进行技术钻研；
6、有质量体系建设经验、质量专项推动成功经验、线上质量保障经验 。",测试开发工程师,Linux; Python; Java; Shell
AI产品经理,"岗位职责：
1.负责数字人直播产品的需求分析、规划与设计，推动数字人相关模型的持续优化与迭代；
2.深度研究数字人直播的场地布置、主播表现（动作/声音）、脚本策划及互动玩法等模块，探索高效组合策略；
3.深入理解客户在数字人直播中的使用场景与需求，主导B端数字人直播平台相关功能建设，提升客户使用效率；
4.持续优化产品用户体验，提升用户满意度与产品黏性；
5.跟踪分析市场竞争与行业趋势，灵活调整产品策略，保持产品领先优势；
6.协调内外部团队资源，推动产品顺利上线与运营，及时响应并解决过程中出现的问题；
7.建立用户反馈闭环机制，驱动产品持续改进与创新。

任职要求：
1.本科及以上学历，具备AI产品或B端产品经验，有电商行业背景者优先；
2.在数字人、语音交互、智能对话、智能交互等相关领域有实际项目经验者优先；
3.了解AIGC、NLP、大模型等至少一个技术领域，能够与技术团队高效协作；
4.具备出色的沟通协调与项目推动能力，能有效整合资源、推进项目落地；
5.具备较强的数据分析和问题解决能力，能基于数据驱动产品决策；
6.拥有创新思维与快速学习能力，对直播行业与技术发展保持热情与敏感度；
7.具备良好的团队协作精神，能够与多元背景团队成员共同达成目标；
8.有直播行业或新技术应用相关经验者优先考虑。
符合京东价值观：客户为先、创新、拼搏、担当、感恩、诚信。",AI产品经理,语音交互; AIGC; NLP; 大模型
前端开发实习生-安全与风控,"岗位职责：
日常实习：面向全体在校生，为符合岗位要求的同学提供为期3个月及以上的项目实践机会。
团队介绍：字节跳动安全与风控部门，负责公司信息安全的建设、规划和管理工作。致力于为亿万用户的数据安全保驾护航，为字节跳动的每一位用户打造健康自由交流的防护盾。作为企业信息安全的新生力量，以技术为基石，全面提升前瞻性研究和自动化能力。团队积极布局安全人才培养与招募，在北京、上海、深圳、杭州、南京、硅谷、伦敦、新加坡均设有安全研发中心，逐步和信息安全领域的知名高校、研究机构建立深度合作，与安全人才、高校、行业共同努力，建设并反哺互联网安全生态。

1、参与火山引擎云安全方向产品开发工作；
2、工作范围涉及公有云、运营管理后台，为企业用户及客户提供优质的产品服务和极致体验；
3、同产品经理、设计师、后端工程师及其他相关方配合，参与需求讨论、功能设计、需求开发、跟进测试等项目全周期；
4、关注前端前沿技术发展，能够将新知识传递给团队，并且转化到潜在项目中。

任职要求：
1、本科及以上学历在读，计算机、软件工程专业优先；
2、熟悉HTML，CSS，JavaScript和HTTP协议基本知识，有React+TypeScript项目经验；
3、有前端开发实习经验、开源作品者优先；
4、有良好的产品意识，积极乐观，认真负责，乐于协作；
5、每周可实习4天及以上，可实习3个月以上。",前端开发工程师,HTML; CSS; JavaScript; HTTP; React; TypeScript
LongCat - 通用 agent 算法研究员,"岗位职责：
1. 通过 Large Scale RL Scaling 等手段，训练模型能够在多样化、有噪声的真实、全模态环境下，支持多样化的 Tools、Skills、Subagents 的稳定、正确、综合、可插拔式灵活使用，并能在一定限度内进行环境的修复与可靠改造；

2. 探索在易于模型理解使用的前提下，训练模型以更高信息密度的形态构建、维护和利用 memory，使模型能主动在重复性任务或封闭任务域中总结、提炼认知与经验，并进行有效复用，达到不断自进化的效果；

3. 训练模型的系统性长程任务高效处理能力，可以自主进行合理的任务拆解、分工；探索通过 agent swarm 或其他先进的 multi-agent system 进行系统性长程任务的并行执行和提效；

4. 探索多模态推理和多模态环境交互的范式，并基于此进行增强模型在复杂全模态环境下的任务完成能力。

任职要求：
1. 本科及以上学历，计算机、人工智能、自动化、数学、物理等相关专业； 

2. 在强化学习、大模型训练、Agent 等一个或多个领域有较深入的研究和实践经验者； 

3. 好奇心驱动，具有出色的分析、解决问题的能力，有自主探索解决方案的能力者； 

4. 具有良好的沟通协作能力，对追求纯粹的技术有强烈热情，工作积极主动，能够与团队融洽合作，一起探索新技术并快速试验想法，推进技术进步。",算法研究员,强化学习; 大模型训练; Agent
Keeta技术-机器学习算法工程师/专家,"岗位职责：
1. 负责 Keeta 实时调度系统中 ETA 预估、路径规划、供需预测等核心模型的建模与优化，综合运用机器学习、深度学习、强化学习、因果推断等技术，持续提升人单匹配决策质量；2. 针对即时配送多目标、不确定性、动态性等特点，建立多场景联合优化框架，覆盖转化预估、订单难度刻画、定价、骑手活动优化等方向；3. 探索即时配送履约新模式，颠覆传统供应链物流技术体系，研究降本增效的新算法路径，推动业务天花板持续突破；4. 积极探索大模型技术在调度/履约场景的应用（如 LLM 辅助实验分析、大模型增强需求预测），借助 AI 工具提升算法研发效率，推动团队拥抱 AI 协作工作方式。

任职要求：
1. 计算机、工业工程、自动化、应用数学等相关专业；
2. 较好的编程能力，熟悉 Java/Python 等任一语言，熟悉常用数据结构和算法，熟练使用 Hive、Spark 等工具；
3. 在机器学习或数据挖掘或运筹优化方向有深入理解与落地经验，在广告推荐、需求预估、强化学习等方面有实践经验；
4. 优秀的分析及解决问题的能力，在复杂业务场景策略优化方面具备 2-3 年经验；
5. 能够深入思考、勇于创新，具有优秀的业务理解、目标制定能力，以及较强的跨团队沟通和协调能力；
6. 具备创业精神和创业心态，不自设边界，能够快速学习，广泛支撑业务。",机器学习算法工程师,Java; Python; Hive; Spark; 机器学习; 强化学习; 策略优化
软件开发岗,"岗位职责：
1. 设计客服AI智能辅助整体架构，明确问题识别到工具调用的端到端流程；
2. 搭建自动化运营数据评估体系，通过跟踪与归因分析支撑方案自学习与效果评测；
3. 制定跨团队协作的产品落地机制，推动AI能力在客服流程中规模化应用；
4. 总结AI客服工程化落地经验，形成可复用的实施框架指导团队实践。

任职要求：
1. 具备智能客服系统整体架构设计经验，熟悉从问题识别到工具调用的端到端智能辅助流程；
2. 拥有基于大模型的自动化运营系统建设经验，能够通过跟踪分析与归因评估支撑方案自学习与效果验证；
3. 具备跨团队协作推动AI能力规模化应用的经验，能总结可复用的实施方法指导团队实践；
4. 能够在复杂协作中保持开放心态，尊重不同视角，敢于决策并推动智能化方案落地；
5. 致力于将AI深度嵌入客服生产流程，以提升托管解决率和用户体验为长期目标；
6. 符合京东价值观：客户为先、创新、拼搏、担当、感恩、诚信。",软件开发工程师,AI; 系统架构设计
前端开发实习生-字节云,"岗位职责：
ByteIntern：面向2027届毕业生（2026年9月-2027年8月期间毕业），为符合岗位要求的同学提供转正机会。
团队介绍：我们是字节跳动基础设施-字节云团队，主要为今日头条、抖音、国际化短视频、豆包、番茄小说、飞书、电商等内部业务提供云基础服务，覆盖服务研发的全生命周期，包括微服务框架、服务发布、服务治理、多云管理以及经营分析平台等方向。团队拥有超大规模的微服务数量、全球化的部署体系、复杂的多云场景。极致的服务性能、简单易用的研发体验、一致的多云管理以及精确的经营分析是团队持续追求的目标。

1、参与字节私有云服务生态前端研发工作，包括但不限于上云平台、切流平台、运营平台、监控平台和运维平台等；
2、参与字节私有云服务生态基座以及相关技术基础设施产品的开发；
3、积极参与云平台业务讨论，协同各业务线产品接入。

任职要求：
1、2027届本科及以上学历在读，计算机相关专业；
2、具备前端开发经验，熟悉HTML、CSS、JavaScript、Node.js等前端技术者优先；
3、对用户体验、交互设计及用户需求分析有一定了解，有产品或界面设计经验者优先；
4、有云平台相关经验（如CI/CD、DevOps、监控知识）者优先；
5、有技术产品、开源作品或活跃的开源社区贡献者优先。",前端开发工程师,HTML; CSS; JavaScript; Node.js
Android客户端开发实习生,"岗位职责：
1、与团队成员一起参与快手国际化业务Android客户端的相关工作，包括但不限于稳定性、架构、性能、动态化等方向；
2、针对实际问题和业务场景，进行技术调研、方案设计与可行性分析，在合理的技术选型后推动最优方案落地；
3、结合AB实验、用户反馈及监控数据，持续优化用户体验、发现并解决线上问题。

任职要求：
1、本科及以上学历，​​计算机、软件工程等相关专业优先​​；每周可实习 5天，能持续实习 3 个月及以上；面向2026届的毕业生；
2、熟练掌握 ​​Java/Kotlin​​，有Android入门开发经验；
3、扎实的​​数据结构与算法​​基础；
4、具备良好的代码规范意识，熟悉 ​​Git​​ 等协作工具；
5、​​强烈的技术好奇心与自驱力，善于学习和应用新技术；
6、优秀的逻辑理解、沟通能力和团队协作意识，能高效推进跨团队项目。

​​加分项​​：
1、有Android客户端相关实际项目经验或互联网公司实习经验者优先；
2、开源社区活跃贡献者优先。

​​我们提供​​：
​​1、技术成长空间​​：深入参与前沿项目，获得资深导师一对一指导；不预设任何方向，根据个人特质选择合适的工作方向；
2、​​团队氛围​​：开放平等的技术交流环境，丰富的内部技术分享。",Android开发工程师,Java; Kotlin; Android
AI软件解决方案专家(FDE)（深圳/北京/上海）,"岗位职责：
1.为腾讯各类软件产品，包括 codebuddy/workbuddy 等设计并提供演示方案，帮助售前在打标中获得产品技术优势；
2.有较强的挑战精神，在AI、大模型、出海等领域有强烈的学习意愿，并在部分领域有一定的方案和经验积累。能在新领域通过方案/演示/交流与客户建立良好的技术信任，为项目中标提供专业的技术支持；
3.有较好的客户服务意识，可针对具体客情、业务需求与竞争态势制定对应的解决方案，基于腾讯云及相关生态产品能力，输出满足客户需求的解决方案；
4.熟悉AI产品/AI技术领域，能结合腾讯的ai产品制定各类符合客户使用场景的POC方案。

任职要求：
1.本科及以上学历，5年以上云计算架构经验，精通公有云IaaS/PaaS核心产品体系，具备大型云平台架构设计及落地经验；
2.具备深厚的云原生技术能力，熟悉微服务、容器化、DevOps等云架构方法论，能够设计高并发、高可用的系统架构；
3.具备AI和大模型领域知识，熟悉AI Coding、AI Ops、Data agent等较新的AI领域知识，有大客户AI项目POC和落地项目经验优先；
4.具备优秀的方案编写与沟通能力，能独立与客户技术团队完成交流并获取客户认可，适应一定的出差节奏；
5.英语可作为工作语言。",解决方案工程师,云计算; IaaS; PaaS; DevOps; AI Coding; AI Ops; Data Agent
AIGC算法实习生-Commercial AI,"岗位职责：
日常实习：面向全体在校生，为符合岗位要求的同学提供为期3个月及以上的项目实践机会。
团队介绍：Commercial AI 负责中国交易与广告的to B应用统一模型建设，包含基础模型能力、AI Infra、统一商业数据、评测等方向。

1、负责商业化广告业务的文案、图片、视频等创意自动化生成相关研发工作，探索并应用GPT、Diffusion等模型生成高质量商业化内容，赋能商业化场景创意制作及优化；
2、参与GPT&Diffusion等生成式模型相关算法研发与优化，跟进计算机视觉和自然语言处理领域的前沿技术研究；
3、追踪业界语言模型、视觉生成、多模态及Generative AI方向最新技术，针对业务场景及问题设计创意算法解决方案，并落地相关自动化创作及优化能力。

任职要求：
1、本科及以上学历在读，计算机等相关专业优先；
2、熟练掌握C++/Python，精通数据结构与算法，并有并发编程基础；
3、熟练使用PyTorch/TensorFlow/PaddlePaddle或其他深度学习框架；
4、具有AIGC模型训练/推理优化经验，熟悉TensorRT-LLM、vLLM等LLM推理效率优化工具；
5、积极主动有热情，能与团队融洽合作相处，具备较强的沟通能力。",AIGC算法工程师,C++; Python; PyTorch; TensorFlow; PaddlePaddle; AIGC模型训练; 推理优化; TensorRT-LLM; vLLM
AI应用开发实习生-Cross Platform,"岗位职责：
ByteIntern：面向2027届毕业生（2026年9月-2027年8月期间毕业），为符合岗位要求的同学提供转正机会。
团队介绍：字节跳动Cross Platform致力于开发Lynx等业界前沿的应用框架，构建LLM驱动的前沿系统和基础设施，提升开发者和用户体验。

1、参与AI应用框架和底层能力建设，支撑豆包等字节跳动AI产品的需求；
2、参与大模型应用开发全流程工作，包括但不限于多模态大模型接入、AI Agent开发、RAG优化、流程编排、MCP及工具开发、AI可观测性和调优等；
3、持续跟踪AI领域技术演进，探索并推动相关能力在业务落地。

任职要求：
1、2027届本科及以上学历在读，计算机、软件工程等相关专业优先；
2、拥有扎实的计算机基础知识，优秀的编码与代码控制能力；
3、良好的学习能力、自驱力、问题分析与解决能力、英文阅读能力、与团队合作精神；
4、至少熟练掌握Android/iOS/Web一种技术栈，熟悉跨端开发或者小程序框架者优先；
5、熟悉Agent，MCP、RAG，模型SFT，Context Engineering等相关技术，有相关实践经验者优先；
6、每周保证至少4天的实习时间，可实习4个月以上。",AI应用工程师,Android; iOS; 跨端开发; AI Agent; MCP; RAG; SFT; Context Engineering
AI大模型应用专家,"岗位职责：
1.AI大模型应用探索： 负责推动大规模预训练AI模型在商品运营领域的应用，探索在定品、选品、同品识别等商品相关业务中的创新应用场景；
2.定品与选品优化： 基于大模型技术，分析商品历史数据、用户需求与市场趋势，推动定品和选品的智能化决策，提升商品推荐与选品效率；
3.同品识别与归类： 利用大模型技术进行商品同品识别、归类与比对，提升商品库的精准度和一致性，优化商品信息的展示与管理；
4.数据挖掘与特征工程： 深度挖掘商品数据，提取关键特征，通过大模型进行数据处理、分析与建模，发现商品运营中的潜在问题和机会；

任职要求：
任职资格:
1. 计算机科学、人工智能、数据科学、数学等相关专业硕士及以上学历。3年以上AI大模型应用经验，具有交易领域的相关工作经验；
2.熟悉Python、Java语言，具备较强的编程能力和算法基础；对大模型（如GPT、LLaMA 的主流模型）、向量数据库、提示工程、Agent架构熟悉，并有丰富的开发经验；
3.具备较强的跨部门沟通能力，能够与商品、数据、技术团队协作，推动大模型应用落地；
4.创新能力与问题解决能力： 有强烈的创新精神，能够在商品运营领域结合AI大模型技术解决实际问题。",大模型应用工程师,Python; Java; GPT; LLaMA; 向量数据库; 提示工程; Agent架构; 大模型应用
AI应用开发实习生-财经业务,"岗位职责：
日常实习：面向全体在校生，为符合岗位要求的同学提供为期3个月及以上的项目实践机会。
团队介绍：财经业务依托抖音集团的流量优势和领先的基础技术能力，通过“抖音支付”“抖音月付”“放心借”以及退货运费险等产品，为广大个人用户、企业和机构提供支付、消费金融和保险经纪等金融科技服务。

1、参与设计、开发和演进基于AI的金融业务架构方案；
2、参与财经金融业务相关Agent应用设计和实现，确保运行稳定性与高效性；
3、根据应用场景的需求，优化并提升Agent效果，包括Prompt、RAG等优化工作；
4、持续追踪AI Agent领域的最新技术趋势和研究成果，将前沿技术整合进我们的产品中。

任职要求：
1、本科及以上学历在读，计算机、人工智能、自动化、数学相关专业优先；
2、精通Go、Python、C++等一种或多种编程语言，具备扎实的编程技能和算法设计能力；
3、有AI应用相关开发经验，了解LLM架构，熟悉PE工程、AI Agent、LangChain、RAG、Memory等优先；
4、创新意识强，乐于探索新的AI技术与应用场景，主动关注AI领域最新动态，具备较强的学习能力、主观能动性及跨团队协作意识。",AI应用工程师,Go; Python; C++; 算法设计; LLM; AI Agent; LangChain; RAG
游戏资深客户端开发工程师（科幻射击项目）-江南工作室,"岗位职责：
1、负责客户端角色、武器、怪物等3C相关功能开发和优化，确保游戏战斗体验流畅、自然，包括但不限于角色动作表现、战斗技能释放、镜头运动逻辑等方面；
2、优化动画系统的性能，确保在多种平台（PC、移动设备）上都能高效运行；
3、开发动画相关的工具和插件，提升动画师的工作效率，简化动画制作流程；
4、与美术、设计、策划等团队紧密合作，理解需求并提供技术解决方案，确保动画效果符合项目整体风格和需求；
5、跟踪行业最新技术动态，研究并引入先进的动画技术，提升项目动画表现力；
6、编写技术文档，记录动画系统的设计、实现和优化过程，便于团队其他成员理解和维护。

任职要求：
1、有扎实的C#语言基础，熟悉语言特性；
2、具备良好的编程素质，对代码质量有自己的要求；
3、熟悉Unity动画系统，角色控制器，输入系统，网络同步，移动组件；
4、了解动画性能优化，保证动画系统在移动平台的高效运行；
5、具备良好的沟通能力和团队合作精神，能够与不同部门紧密协作；
6、具备较强的学习能力，能够快速掌握新技术并应用到项目中。

加分项：
1、熟悉虚幻引擎的动画系统，了解Motion Matching等高级动画技术。",客户端开发工程师,C#; Unity动画系统; 动画性能优化; 虚幻引擎; Motion Matching
