normalized_skill,kg_display_skill,skill_type,standard_categories,standard_jobs,first_seen_month,last_seen_month,first_seen_job_id,last_seen_job_id,mention_count,source_job_ids,source_count,sources,updated_at
TensorRT-LLM,大模型,new,AI基础设施; 软件研发; AI算法; 安全; 产品; 数据,AI Infra工程师; 后端开发工程师; 大模型算法工程师; 安全工程师; 软件开发工程师; AI产品经理; 大数据开发工程师; 数据开发工程师; 数据工程师,2024-12,2026-06,GEN000182,GEN000807,19,GEN000182; GEN000742; GEN000194; GEN001324; GEN000759; GEN001327; GEN001328; GEN002313; GEN001329; GEN001330; GEN002317; GEN001337; GEN002320; GEN001339; GEN000792; GEN001346; GEN000796; GEN001360; GEN000807,19,base_event_stream,2026-07-24T06:07:21+00:00
Tool Use,大模型,new,软件研发; AI应用; 数据; 产品; AI安全; AI算法; AI基础设施,全栈开发工程师; AI应用工程师; 数据仓库工程师; AI产品经理; AI Agent应用工程师; AI安全工程师; 大模型算法工程师; AI Agent算法工程师; AI Infra工程师; 多模态算法工程师,2024-12,2026-07,GEN000873,GEN000051,41,GEN000873; GEN000118; GEN000876; GEN001393; GEN002305; GEN002306; GEN000879; GEN000123; GEN000881; GEN000882; GEN000885; GEN000888; GEN000129; GEN000130; GEN000132; GEN000897; GEN000898; GEN000133; GEN000134; GEN000025; GEN002323; GEN000908; GEN000032; GEN000140; GEN000141; GEN000909; GEN000910; GEN000912; GEN000913; GEN002330; GEN000037; GEN000146; GEN000914; GEN001405; GEN002331; GEN000042; GEN000045; GEN000918; GEN000919; GEN002333; GEN000051,41,base_event_stream,2026-07-24T06:07:21+00:00
Transformer,大模型,new,技术支持; 算法; AI应用; AI算法; 芯片; 数据; 自动驾驶; 软件研发; 测试质量; 硬件; AI安全,技术支持工程师; 控制算法工程师; AI Agent应用工程师; NLP算法工程师; 芯片验证工程师; 数据分析师; 自动驾驶算法工程师; 推荐算法工程师; 前端开发工程师; 数据工程师; 质量工程师; 结构工程师; 大模型应用工程师; 大数据开发工程师; 算法工程师; AI安全工程师,2024-12,2026-07,GEN001867,GEN001989,55,GEN001867; GEN001991; GEN000060; GEN000061; GEN001599; GEN000068; GEN001448; GEN001873; GEN001993; GEN001994; GEN001878; GEN001879; GEN001983; GEN001995; GEN000446; GEN001452; GEN001453; GEN000085; GEN000449; GEN001999; GEN001456; GEN000455; GEN000456; GEN001458; GEN000462; GEN001461; GEN001610; GEN002002; GEN000464; GEN000465; GEN000466; GEN001463; GEN001883; GEN002003; GEN000095; GEN000469; GEN001464; GEN001614; GEN002005; GEN000472; GEN001985; GEN002006; GEN002007; GEN000109; GEN001473; GEN001474; GEN001885; GEN001476; GEN001619; GEN001986; GEN001987; GEN002010; GEN001477; GEN001620; GEN001989,55,base_event_stream,2026-07-24T06:07:21+00:00
Triton,大模型,new,芯片; AI算法,芯片设计工程师; 机器学习算法工程师; 语音算法工程师; 算法工程师,2025-01,2026-07,GEN002099,GEN000637,24,GEN002099; GEN000596; GEN000388; GEN000391; GEN000602; GEN000605; GEN002115; GEN000610; GEN000613; GEN000614; GEN000615; GEN002124; GEN000616; GEN000618; GEN000619; GEN002127; GEN000620; GEN000622; GEN000418; GEN000422; GEN000628; GEN000633; GEN000427; GEN000637,24,base_event_stream,2026-07-24T06:07:21+00:00
TypeScript,编程语言,traditional,基础设施; AI应用; AI算法; 软件研发; 测试质量; AI安全; 技术支持; 芯片; 硬件,网络工程师; AI应用工程师; 大模型应用工程师; AI Agent算法工程师; iOS开发工程师; 系统软件工程师; 大模型测试工程师; 后端开发工程师; NLP算法工程师; 算法研究员; 全栈开发工程师; AI安全工程师; 前端开发工程师; 客户端开发工程师; 技术支持工程师; 芯片设计工程师; AI Agent应用工程师; Android开发工程师; 大模型算法工程师; 结构工程师,2024-12,2026-07,GEN000054,GEN001076,100,GEN000054; GEN000116; GEN000654; GEN000655; GEN001133; GEN001173; GEN001502; GEN000055; GEN000056; GEN000057; GEN000117; GEN000301; GEN000302; GEN000657; GEN000874; GEN001134; GEN001868; GEN000119; GEN000659; GEN000875; GEN000876; GEN001180; GEN000166; GEN000167; GEN000819; GEN001183; GEN001507; GEN000308; GEN000821; GEN001044; GEN001805; GEN000664; GEN000881; GEN001872; GEN000073; GEN000074; GEN000075; GEN000124; GEN000884; GEN001190; GEN000077; GEN000126; GEN000173; GEN001878; GEN000832; GEN000834; GEN000893; GEN001148; GEN001810; GEN000131; GEN000320; GEN000837; GEN001055; GEN001056; GEN000133; GEN000842; GEN000901; GEN001199; GEN000846; GEN000903; GEN001200; GEN001816; GEN000847; GEN000848; GEN001882; GEN000140; GEN000141; GEN000142; GEN000851; GEN000854; GEN000909; GEN001202; GEN000143; GEN000144; GEN000145; GEN000855; GEN000857; GEN000913; GEN000148; GEN000177; GEN000335; GEN000336; GEN000914; GEN001071; GEN001535; GEN000149; GEN000151; GEN000337; GEN000862; GEN000864; GEN001884; GEN000156; GEN000865; GEN000866; GEN001542; GEN001543; GEN000157; GEN000159; GEN000179; GEN001076,100,base_event_stream,2026-07-24T06:07:21+00:00
Unix,系统与运维,traditional,算法; AI应用; 软件研发; AI算法; AI基础设施; 技术支持; 测试质量,广告算法工程师; 大模型应用工程师; Go开发工程师; 大模型算法工程师; AI Infra工程师; 解决方案工程师; 后端开发工程师; 客户端开发工程师; 系统软件工程师; 大模型测试工程师; 风控算法工程师; 搜索算法工程师,2025-01,2026-07,GEN000519,GEN001942,46,GEN000519; GEN001177; GEN000521; GEN001015; GEN000008; GEN001016; GEN000528; GEN001018; GEN000199; GEN001900; GEN000017; GEN000533; GEN000768; GEN001904; GEN001907; GEN000775; GEN000777; GEN001198; GEN001520; GEN001521; GEN001910; GEN000778; GEN000029; GEN001027; GEN001920; GEN000031; GEN000789; GEN000791; GEN001029; GEN001921; GEN001922; GEN000034; GEN000793; GEN001925; GEN001928; GEN000040; GEN000509; GEN000804; GEN001931; GEN001934; GEN000512; GEN000806; GEN000049; GEN001038; GEN001039; GEN001942,46,base_event_stream,2026-07-24T06:07:21+00:00
Unreal Engine,软件开发,traditional,AI算法; 多媒体; AI应用; 软件研发; 测试质量; 基础设施,计算机视觉算法工程师; 图形图像工程师; AI应用工程师; 前端开发工程师; 客户端开发工程师; 大模型算法工程师; AIGC算法工程师; 质量工程师; DevOps工程师; 算法工程师,2024-12,2026-07,GEN000342,GEN002039,50,GEN000342; GEN002013; GEN001633; GEN000347; GEN000348; GEN000817; GEN000350; GEN001043; GEN000352; GEN001044; GEN002023; GEN000011; GEN000355; GEN000825; GEN000357; GEN000360; GEN001047; GEN000233; GEN000362; GEN001050; GEN001052; GEN002028; GEN000236; GEN002029; GEN000237; GEN001058; GEN001645; GEN000368; GEN001061; GEN002031; GEN002032; GEN000030; GEN001065; GEN001066; GEN000242; GEN000853; GEN001067; GEN001069; GEN001648; GEN002033; GEN000245; GEN000374; GEN001070; GEN001071; GEN001650; GEN000378; GEN000048; GEN000380; GEN002038; GEN002039,50,base_event_stream,2026-07-24T06:07:21+00:00
VLA模型,大模型,new,机器人; AI算法; AI应用; 通信; 产品; 测试质量; 数据,机器人算法工程师; NLP算法工程师; AI应用工程师; 大模型算法工程师; 通信工程师; AI Agent应用工程师; AI产品经理; 大模型测试工程师; 数据工程师; 语音算法工程师,2025-01,2026-07,GEN001943,GEN001954,28,GEN001943; GEN000304; GEN001506; GEN001507; GEN000309; GEN000310; GEN002064; GEN002070; GEN001517; GEN001948; GEN002317; GEN000320; GEN001521; GEN002077; GEN000326; GEN001951; GEN000327; GEN001952; GEN002081; GEN002083; GEN002329; GEN000336; GEN002088; GEN001540; GEN000340; GEN000341; GEN001545; GEN001954,28,base_event_stream,2026-07-24T06:07:21+00:00
VLM,大模型,new,AI应用; 产品; 机器人; AI算法; 软件研发; 技术支持; 算法; 数据; 测试质量; 芯片; AI安全; 自动驾驶,大模型应用工程师; AI产品经理; 机器人算法工程师; 机器学习算法工程师; C++开发工程师; 软件开发工程师; 技术支持工程师; 算法工程师; 广告算法工程师; 语音算法工程师; 风控算法工程师; 数据开发工程师; 大模型算法工程师; 质量工程师; 大数据开发工程师; AIGC算法工程师; 解决方案工程师; 芯片验证工程师; 多模态算法工程师; AI安全工程师; 自动驾驶算法工程师,2024-12,2026-07,GEN001886,GEN002334,73,GEN001886; GEN002302; GEN001943; GEN000597; GEN000979; GEN001314; GEN001889; GEN000564; GEN001944; GEN002307; GEN000600; GEN000601; GEN001945; GEN001895; GEN001946; GEN000392; GEN000569; GEN000604; GEN002311; GEN000013; GEN000606; GEN001602; GEN001947; GEN002313; GEN000396; GEN000573; GEN001329; GEN001330; GEN000575; GEN000018; GEN000577; GEN000614; GEN000021; GEN000022; GEN000023; GEN000617; GEN001341; GEN001950; GEN000410; GEN000618; GEN001951; GEN000027; GEN000028; GEN000621; GEN001952; GEN000031; GEN000622; GEN001347; GEN001922; GEN001953; GEN001351; GEN000420; GEN000421; GEN000629; GEN001355; GEN001927; GEN002331; GEN000040; GEN000423; GEN000425; GEN001357; GEN001618; GEN001931; GEN001934; GEN000427; GEN001935; GEN001987; GEN000050; GEN001364; GEN001620; GEN001954; GEN001989; GEN002334,73,base_event_stream,2026-07-24T06:07:21+00:00
Vue.js,编程语言,traditional,软件研发; AI应用; 测试质量; AI安全; 基础设施; AI算法; 算法; 数据,全栈开发工程师; AI应用工程师; 质量工程师; 前端开发工程师; Go开发工程师; iOS开发工程师; AI安全工程师; 云计算工程师; 计算机视觉算法工程师; 推荐算法工程师; 软件架构师; AI Agent应用工程师; AIGC算法工程师; Android开发工程师; 运维工程师; AI Agent算法工程师; 数据平台工程师,2024-12,2026-07,GEN000873,GEN001731,67,GEN000873; GEN001305; GEN001592; GEN000815; GEN001010; GEN001134; GEN001595; GEN000875; GEN001696; GEN000223; GEN000436; GEN000877; GEN000878; GEN000821; GEN000880; GEN000441; GEN000125; GEN000444; GEN000127; GEN000829; GEN000888; GEN000831; GEN000890; GEN001146; GEN000130; GEN000448; GEN000449; GEN000834; GEN001147; GEN001333; GEN001607; GEN000132; GEN000235; GEN000236; GEN000453; GEN000838; GEN000839; GEN000134; GEN000459; GEN000842; GEN001609; GEN000136; GEN000461; GEN001025; GEN000138; GEN000847; GEN000849; GEN001675; GEN001676; GEN000141; GEN000242; GEN000468; GEN000853; GEN000909; GEN000145; GEN000855; GEN000857; GEN001164; GEN001358; GEN001684; GEN000156; GEN000252; GEN001361; GEN001619; GEN001729; GEN001039; GEN001731,67,base_event_stream,2026-07-24T06:07:21+00:00
Web,软件开发,traditional,软件研发,前端开发工程师,2025-04,2026-07,GEN000821,GEN000870,4,GEN000821; GEN000836; GEN000837; GEN000870,4,base_event_stream,2026-07-24T06:07:21+00:00
Webpack,软件开发,traditional,软件研发; 算法; AI应用,嵌入式软件工程师; 前端开发工程师; 广告算法工程师; AI应用工程师,2025-01,2026-07,GEN001215,GEN000871,26,GEN001215; GEN000816; GEN000522; GEN000526; GEN000527; GEN000828; GEN000830; GEN000832; GEN000833; GEN000836; GEN000842; GEN000843; GEN000846; GEN000849; GEN000851; GEN000854; GEN000856; GEN000857; GEN000858; GEN000859; GEN000860; GEN000862; GEN000863; GEN000867; GEN000868; GEN000871,26,base_event_stream,2026-07-24T06:07:21+00:00
Web爬虫,数据工程,traditional,算法; AI算法; 安全; 数据,风控算法工程师; NLP算法工程师; 网络安全工程师; 数据工程师; 大模型算法工程师,2025-01,2026-04,GEN001735,GEN000335,12,GEN001735; GEN000308; GEN001739; GEN000314; GEN000317; GEN000318; GEN001746; GEN000327; GEN001754; GEN000332; GEN000333; GEN000335,12,base_event_stream,2026-07-24T06:07:21+00:00
iOS,软件开发,traditional,软件研发; 基础设施; 数据; 安全; 测试质量; 多媒体; AI算法; AI应用,Android开发工程师; 服务器工程师; iOS开发工程师; 数据开发工程师; 前端开发工程师; 安全工程师; 全栈开发工程师; 测试开发工程师; 音视频工程师; 多模态算法工程师; AI应用工程师; 软件开发工程师; 算法工程师; 客户端开发工程师; 图形图像工程师,2024-12,2026-07,GEN001078,GEN001172,72,GEN001078; GEN001132; GEN001133; GEN001307; GEN000815; GEN001082; GEN001775; GEN000875; GEN001088; GEN001551; GEN002045; GEN000820; GEN001089; GEN001090; GEN001138; GEN000882; GEN001091; GEN001140; GEN002046; GEN000268; GEN000892; GEN001100; GEN001146; GEN001564; GEN001780; GEN000893; GEN000895; GEN001333; GEN001334; GEN001335; GEN000896; GEN000897; GEN001106; GEN001149; GEN001151; GEN001568; GEN001569; GEN000704; GEN000840; GEN000841; GEN001110; GEN001153; GEN001339; GEN001570; GEN000707; GEN001572; GEN001789; GEN000710; GEN000848; GEN000907; GEN001114; GEN001575; GEN001348; GEN001792; GEN000913; GEN001160; GEN001350; GEN000914; GEN001123; GEN001582; GEN000726; GEN001166; GEN001585; GEN000865; GEN001168; GEN001363; GEN001797; GEN001798; GEN000870; GEN000920; GEN001170; GEN001172,72,base_event_stream,2026-07-24T06:07:21+00:00
prompt工程,大模型,new,测试质量; AI算法; 产品; 基础设施; 安全; 技术支持; AI应用; 软件研发; 数据,测试开发工程师; 计算机视觉算法工程师; AI产品经理; 云计算工程师; 信息安全工程师; 技术支持工程师; AI应用工程师; DevOps工程师; 网络安全工程师; Android开发工程师; 前端开发工程师; 数据仓库工程师; 安全工程师; 客户端开发工程师; 数据工程师; 质量工程师; 数据治理工程师,2024-12,2026-07,GEN001548,GEN001591,87,GEN001548; GEN001866; GEN002303; GEN001694; GEN001766; GEN001767; GEN001869; GEN001870; GEN001634; GEN001737; GEN001087; GEN001550; GEN001552; GEN001089; GEN001553; GEN001554; GEN002309; GEN000824; GEN000826; GEN001742; GEN001876; GEN001096; GEN001097; GEN001397; GEN001559; GEN001639; GEN002314; GEN001098; GEN001562; GEN001640; GEN001641; GEN001744; GEN002316; GEN001050; GEN001052; GEN001104; GEN001565; GEN001643; GEN000838; GEN001106; GEN001107; GEN001399; GEN001400; GEN001644; GEN002319; GEN000842; GEN001571; GEN001645; GEN001750; GEN002321; GEN002322; GEN001062; GEN001063; GEN001771; GEN001772; GEN001881; GEN002323; GEN001064; GEN001113; GEN002325; GEN000853; GEN001402; GEN001577; GEN001756; GEN001119; GEN001580; GEN001649; GEN001725; GEN001757; GEN002329; GEN001070; GEN001120; GEN001121; GEN001122; GEN001584; GEN001650; GEN002331; GEN002332; GEN000867; GEN001075; GEN001127; GEN001407; GEN001588; GEN001763; GEN002333; GEN000869; GEN001591,87,base_event_stream,2026-07-24T06:07:21+00:00
上下文工程,大模型,new,硬件; AI算法; 软件研发; 数据; 产品; 技术支持; 算法; 机器人; 自动驾驶; AI应用,结构工程师; 计算机视觉算法工程师; AI Agent算法工程师; 软件架构师; 大数据开发工程师; AI产品经理; 算法工程师; 解决方案工程师; Java开发工程师; 广告算法工程师; 多模态算法工程师; 机器人算法工程师; 数据开发工程师; 技术支持工程师; 自动驾驶算法工程师; 搜索算法工程师; 全栈开发工程师; AI应用工程师,2024-12,2026-07,GEN000922,GEN002335,47,GEN000922; GEN001866; GEN000685; GEN001273; GEN001367; GEN002306; GEN001275; GEN000688; GEN001278; GEN000934; GEN001370; GEN000935; GEN000937; GEN000939; GEN001372; GEN002314; GEN000941; GEN001373; GEN000699; GEN001375; GEN002318; GEN001376; GEN000706; GEN002321; GEN000709; GEN000956; GEN001380; GEN001883; GEN000715; GEN000716; GEN000958; GEN000960; GEN001381; GEN000719; GEN000961; GEN000968; GEN001299; GEN001300; GEN001885; GEN000736; GEN000919; GEN001387; GEN000737; GEN000741; GEN000973; GEN001304; GEN002335,47,base_event_stream,2026-07-24T06:07:21+00:00
世界模型,大模型,new,AI算法; 算法; 数据; AI安全; AI应用; 多媒体,大模型算法工程师; 搜索算法工程师; 数据开发工程师; 语音算法工程师; AIGC算法工程师; AI安全工程师; 多模态算法工程师; 风控算法工程师; AI应用工程师; AI Agent算法工程师; 图形图像工程师,2025-02,2026-07,GEN000004,GEN000515,31,GEN000004; GEN000483; GEN000007; GEN000488; GEN000010; GEN001371; GEN000019; GEN000021; GEN000022; GEN000023; GEN000025; GEN001378; GEN000028; GEN000500; GEN001380; GEN000032; GEN000033; GEN000501; GEN000034; GEN000035; GEN001382; GEN001383; GEN000506; GEN000510; GEN000048; GEN000511; GEN000512; GEN000050; GEN000052; GEN000513; GEN000515,31,base_event_stream,2026-07-24T06:07:21+00:00
云计算,云计算,traditional,算法; 硬件; 软件研发; 基础设施; 安全; AI应用; AI算法; 测试质量; 通信; 芯片; 机器人; 数据; AI安全,搜索算法工程师; 结构工程师; Java开发工程师; C++开发工程师; DevOps工程师; 安全工程师; 云计算工程师; 电源工程师; AI应用工程师; 机器学习算法工程师; Android开发工程师; 客户端开发工程师; 测试开发工程师; 网络工程师; 通信工程师; 语音算法工程师; 广告算法工程师; 网络安全工程师; 硬件工程师; 测试工程师; 芯片测试工程师; 服务器工程师; 机器人软件工程师; 多模态算法工程师; 风控算法工程师; 全栈开发工程师; 算法工程师; 信息安全工程师; 嵌入式软件工程师; 数据开发工程师; 运维工程师; AI安全工程师; AI Agent算法工程师; 软件架构师,2024-12,2026-07,GEN000480,GEN002096,115,GEN000480; GEN000922; GEN000923; GEN000974; GEN001632; GEN001733; GEN001693; GEN001734; GEN001848; GEN002058; GEN000164; GEN000595; GEN000596; GEN001085; GEN001697; GEN000599; GEN001043; GEN001087; GEN001551; GEN001804; GEN002062; GEN000388; GEN000600; GEN000601; GEN000932; GEN001739; GEN002271; GEN002272; GEN000602; GEN000933; GEN001624; GEN001636; GEN001704; GEN001852; GEN000936; GEN001742; GEN001854; GEN001960; GEN002066; GEN000268; GEN000571; GEN000889; GEN001559; GEN000941; GEN001099; GEN001712; GEN000272; GEN000273; GEN000612; GEN001714; GEN001747; GEN001809; GEN000275; GEN000577; GEN000615; GEN000948; GEN000949; GEN001107; GEN001715; GEN001748; GEN001812; GEN000616; GEN000951; GEN001109; GEN001570; GEN001751; GEN001813; GEN000619; GEN001112; GEN001572; GEN001674; GEN001718; GEN002080; GEN001676; GEN001720; GEN001721; GEN001754; GEN001819; GEN001967; GEN002288; GEN000287; GEN001115; GEN001577; GEN001629; GEN001678; GEN002290; GEN000176; GEN000584; GEN001649; GEN001724; GEN001725; GEN001969; GEN000177; GEN000421; GEN000586; GEN000628; GEN000508; GEN001124; GEN001125; GEN001761; GEN001821; GEN001970; GEN000426; GEN000635; GEN000986; GEN001074; GEN001631; GEN001685; GEN001687; GEN001729; GEN001730; GEN001822; GEN000431; GEN001131; GEN002096,115,base_event_stream,2026-07-24T06:07:21+00:00
交互技术,交互体验,traditional,AI算法; 数据; 自动驾驶; AI应用; 软件研发,算法工程师; 数据分析师; 自动驾驶算法工程师; AI应用工程师; 前端开发工程师; 客户端开发工程师; 数据工程师; 计算机视觉算法工程师,2024-12,2026-06,GEN000683,GEN001987,26,GEN000683; GEN000684; GEN001444; GEN001448; GEN001979; GEN001451; GEN000830; GEN001984; GEN000834; GEN000837; GEN000842; GEN001059; GEN001458; GEN000707; GEN000708; GEN000710; GEN001467; GEN000858; GEN000860; GEN001470; GEN001471; GEN001072; GEN000734; GEN000735; GEN001075; GEN001987,26,base_event_stream,2026-07-24T06:07:21+00:00
交通算法,行业应用,traditional,数据; 软件研发; 测试质量; AI算法; 基础设施,数据开发工程师; 后端开发工程师; 软件开发工程师; 测试开发工程师; 语音算法工程师; 客户端开发工程师; 运维工程师,2025-01,2026-05,GEN001310,GEN001359,9,GEN001310; GEN000744; GEN000748; GEN001320; GEN001554; GEN001563; GEN000776; GEN000781; GEN001359,9,base_event_stream,2026-07-24T06:07:21+00:00
人因工程,交互体验,traditional,数据,数据分析师,2024-12,2026-04,GEN001442,GEN001470,4,GEN001442; GEN001444; GEN001450; GEN001470,4,base_event_stream,2026-07-24T06:07:21+00:00
人机交互,交互体验,traditional,AI算法; AI应用; 算法,算法工程师; 大模型应用工程师; 算法研究员; AI Agent应用工程师; 控制算法工程师,2025-03,2026-06,GEN000687,GEN000681,11,GEN000687; GEN000691; GEN000078; GEN000667; GEN000084; GEN000705; GEN000707; GEN000713; GEN000720; GEN000727; GEN000681,11,base_event_stream,2026-07-24T06:07:21+00:00
代价模型,算法与数学,traditional,基础设施; 测试质量; 数据,数据库工程师; 测试工程师; 数据平台工程师,2025-06,2026-05,GEN001833,GEN001844,5,GEN001833; GEN001837; GEN001838; GEN001841; GEN001844,5,base_event_stream,2026-07-24T06:07:21+00:00
仿真技术,科学计算与仿真,traditional,测试质量; AI安全; 软件研发; 安全; 硬件; AI算法; 基础设施; 算法; AI应用; 技术支持; 芯片; 机器人; 产品; 数据,大模型测试工程师; AI安全工程师; 客户端开发工程师; 安全工程师; 电源工程师; 结构工程师; 热设计工程师; AI Agent算法工程师; 服务器工程师; 控制算法工程师; AI应用工程师; 计算机视觉算法工程师; 技术支持工程师; 芯片验证工程师; 硬件工程师; 前端开发工程师; 机器人算法工程师; 机器人软件工程师; 大模型应用工程师; 网络安全工程师; 大模型算法工程师; 测试工程师; Android开发工程师; 解决方案工程师; AI产品经理; 数据平台工程师; 算法工程师,2024-12,2026-07,GEN000161,GEN002239,153,GEN000161; GEN000162; GEN001040; GEN001733; GEN002189; GEN002207; GEN002208; GEN002240; GEN000058; GEN001736; GEN001849; GEN001991; GEN002058; GEN002209; GEN002210; GEN002241; GEN002242; GEN000163; GEN000347; GEN001889; GEN002153; GEN002211; GEN002212; GEN002213; GEN002243; GEN002244; GEN002266; GEN000166; GEN000167; GEN000223; GEN001043; GEN001890; GEN001944; GEN001957; GEN002214; GEN002215; GEN002245; GEN002246; GEN001851; GEN001945; GEN001958; GEN001992; GEN002216; GEN002217; GEN002271; GEN001946; GEN001959; GEN002191; GEN002218; GEN002219; GEN002247; GEN002273; GEN002274; GEN000075; GEN001742; GEN001993; GEN001994; GEN002220; GEN002221; GEN002248; GEN002249; GEN000013; GEN001947; GEN001996; GEN002159; GEN002222; GEN001963; GEN002069; GEN002194; GEN002223; GEN000175; GEN000233; GEN001948; GEN001964; GEN002161; GEN002224; GEN002225; GEN002250; GEN002251; GEN000089; GEN001054; GEN001055; GEN001748; GEN001909; GEN001949; GEN002000; GEN002001; GEN002195; GEN002226; GEN002227; GEN002252; GEN002253; GEN000023; GEN001911; GEN001950; GEN001965; GEN002076; GEN002254; GEN002286; GEN000025; GEN001062; GEN001951; GEN001966; GEN002002; GEN002079; GEN000027; GEN001952; GEN002163; GEN002255; GEN002256; GEN000031; GEN000371; GEN001068; GEN001069; GEN001859; GEN002004; GEN002083; GEN002200; GEN002228; GEN002229; GEN001758; GEN002005; GEN002230; GEN002231; GEN000376; GEN001861; GEN002007; GEN002202; GEN002232; GEN002233; GEN002257; GEN002258; GEN000040; GEN000378; GEN001863; GEN002234; GEN002235; GEN002259; GEN002260; GEN000380; GEN001074; GEN001937; GEN001938; GEN002010; GEN002206; GEN002236; GEN002237; GEN000179; GEN001939; GEN001954; GEN002011; GEN002012; GEN002239,153,base_event_stream,2026-07-24T06:07:21+00:00
位姿图优化,机器人与自动驾驶,new,AI算法; 机器人; 自动驾驶; 算法,算法工程师; 机器人算法工程师; 自动驾驶算法工程师; 搜索算法工程师,2025-08,2026-07,GEN000696,GEN000737,12,GEN000696; GEN000699; GEN000711; GEN000714; GEN000715; GEN000716; GEN000718; GEN000722; GEN000723; GEN000726; GEN000732; GEN000737,12,base_event_stream,2026-07-24T06:07:21+00:00
信号处理,硬件与芯片,traditional,AI应用; 算法; AI算法; 软件研发; 测试质量; 技术支持; 硬件; 芯片; 数据; 机器人; 多媒体,AI应用工程师; 广告算法工程师; 算法工程师; 驱动开发工程师; 质量工程师; 解决方案工程师; 硬件工程师; 多模态算法工程师; 热设计工程师; 语音算法工程师; 芯片验证工程师; Python开发工程师; C++开发工程师; 技术支持工程师; 数据平台工程师; 计算机视觉算法工程师; 客户端开发工程师; 大模型算法工程师; 机器人算法工程师; 音视频工程师; 机器学习算法工程师; 数据工程师; 大模型测试工程师; 风控算法工程师; 机器人软件工程师,2024-12,2026-07,GEN000116,GEN001008,86,GEN000116; GEN000343; GEN000683; GEN001231; GEN001593; GEN001887; GEN002262; GEN000257; GEN002263; GEN002264; GEN000258; GEN001597; GEN002268; GEN000387; GEN001237; GEN001599; GEN000688; GEN000992; GEN001238; GEN000689; GEN000980; GEN001241; GEN001894; GEN000982; GEN000995; GEN001243; GEN001896; GEN001898; GEN000358; GEN000395; GEN000996; GEN002277; GEN000397; GEN000695; GEN001047; GEN001604; GEN001899; GEN001901; GEN001902; GEN002278; GEN000016; GEN000399; GEN000699; GEN000999; GEN001905; GEN000276; GEN000277; GEN000363; GEN000614; GEN000700; GEN001001; GEN000406; GEN001910; GEN001911; GEN001912; GEN000410; GEN000618; GEN001914; GEN000412; GEN000620; GEN000712; GEN000285; GEN000414; GEN000416; GEN000624; GEN000714; GEN001258; GEN001612; GEN000034; GEN000288; GEN000627; GEN001613; GEN001003; GEN001928; GEN002294; GEN000423; GEN002297; GEN002298; GEN000634; GEN000736; GEN001006; GEN001267; GEN000298; GEN000429; GEN000430; GEN001008,86,base_event_stream,2026-07-24T06:07:21+00:00
信号完整性,硬件与芯片,traditional,测试质量; 硬件; 技术支持,质量工程师; 电源工程师; 硬件工程师; 热设计工程师; 解决方案工程师; 技术支持工程师,2024-12,2026-06,GEN001593,GEN002300,29,GEN001593; GEN002190; GEN002263; GEN002265; GEN001596; GEN001597; GEN002268; GEN002272; GEN002192; GEN002273; GEN002275; GEN001602; GEN001604; GEN002278; GEN002281; GEN002283; GEN001911; GEN002286; GEN002200; GEN001614; GEN001925; GEN002201; GEN001927; GEN002295; GEN002203; GEN002297; GEN002298; GEN002205; GEN002300,29,base_event_stream,2026-07-24T06:07:21+00:00
信息安全,安全,traditional,AI算法; 软件研发; 安全; AI应用; 算法; 数据; 技术支持; 测试质量; 基础设施,AI Agent算法工程师; Java开发工程师; 软件开发工程师; 网络安全工程师; 信息安全工程师; 大模型应用工程师; 风控算法工程师; Python开发工程师; AI应用工程师; 大数据开发工程师; 技术支持工程师; 质量工程师; 解决方案工程师; iOS开发工程师; 运维工程师; 数据工程师; 测试开发工程师; 数据开发工程师; 数据平台工程师; 前端开发工程师; 安全工程师; 服务器工程师,2024-12,2026-07,GEN000655,GEN001941,64,GEN000655; GEN000923; GEN001306; GEN001732; GEN001765; GEN001886; GEN000656; GEN000559; GEN000988; GEN001311; GEN001312; GEN001313; GEN001738; GEN001889; GEN000928; GEN001890; GEN001891; GEN000566; GEN000992; GEN000993; GEN001138; GEN001318; GEN001319; GEN001739; GEN000933; GEN001139; GEN001449; GEN001556; GEN001371; GEN001414; GEN002311; GEN000996; GEN000128; GEN000574; GEN001902; GEN000575; GEN000948; GEN001338; GEN001748; GEN002319; GEN001152; GEN001377; GEN000137; GEN000957; GEN001157; GEN001158; GEN001753; GEN001754; GEN001756; GEN001382; GEN001423; GEN001757; GEN000148; GEN000966; GEN001471; GEN001760; GEN000151; GEN001358; GEN001762; GEN001167; GEN001936; GEN001171; GEN001172; GEN001941,64,base_event_stream,2026-07-24T06:07:21+00:00
