normalized_keyword,category,keyword_type,doc_count,mention_count,source_type_counts,example_job_ids,example_job_titles,example_evidence
PUBG Mobile-全球不分明细,岗位标签,title_or_tag,1,1,enterprise:1,job_f515ca6c0c0dea5c6d25,PUBG Mobile-3D角色模型（AI方向）,PUBG Mobile-全球不分明细
QClaw-AI增长运营,岗位标签,title_or_tag,1,1,enterprise:1,job_3d35aa746bb0ef5f37b6,QClaw-AI增长运营,QClaw-AI增长运营
S3,岗位标签,title_or_tag,1,1,enterprise:1,job_59e8f1db21448650f5b0,CSIG HRBP-AI产研方向,S3
S3公共,岗位标签,title_or_tag,1,1,enterprise:1,job_59e8f1db21448650f5b0,CSIG HRBP-AI产研方向,S3公共
System Prompt,AI与大模型,technology,1,1,enterprise:1,job_6394c9a8372e3e23f95f,AI产品经理-AI生成游戏,与AI工程师协作，设计LLM的系统提示词（System Prompt），定义AI的理解能力边界和输出规范
TypeScript,编程语言,technology,1,1,enterprise:1,job_4f3074a0e2cd6b11c343,AI宠物-客户端工程师,主导ClawPet桌面客户端核心模块的研发工作，构建高可用、高性能的Electron/Vue/TypeScript技术栈应用架构
Unreal Engine,游戏开发,technology,1,1,enterprise:1,job_db9d345c441d8e6344d8,Project W-AI引擎工程师,AI 原生玩法开发：使用 UE5/Godot 等引擎，结合生成式 AI 技术，负责 AI 原生玩法系统与相关组件的功能开发，支撑游戏设计的快速迭代与落地
Virtualization,AI基础设施,technology,1,1,enterprise:1,job_6a37ba5df765ce9e31da,AI Infra研发工程师,虚拟化平台异构计算方向功能、性能优化
Vue,前端技术,technology,1,1,enterprise:1,job_4f3074a0e2cd6b11c343,AI宠物-客户端工程师,主导ClawPet桌面客户端核心模块的研发工作，构建高可用、高性能的Electron/Vue/TypeScript技术栈应用架构
WeGame平台公共,岗位标签,title_or_tag,1,1,enterprise:1,job_efa27b8fcd7bfb62bec3,WeGame游戏平台-AI算法研究,WeGame平台公共
WeGame游戏平台-AI算法研究,岗位标签,title_or_tag,1,1,enterprise:1,job_efa27b8fcd7bfb62bec3,WeGame游戏平台-AI算法研究,WeGame游戏平台-AI算法研究
专家游戏策划-AI 方向,岗位角色,title_or_tag,1,1,enterprise:1,job_896656348a682d126326,专家游戏策划-AI 方向,专家游戏策划-AI 方向
云及AI 技术公关经理,岗位角色,title_or_tag,1,1,enterprise:1,job_1e7b19ea8790b10e1946,云及AI 技术公关经理,云及AI 技术公关经理
人力资源,岗位标签,title_or_tag,1,1,enterprise:1,job_59e8f1db21448650f5b0,CSIG HRBP-AI产研方向,人力资源
企业微信-AI应用后台开发工程师-AI大模型应用（成都/北京,岗位角色,title_or_tag,1,1,enterprise:1,job_297b7043a1e9d39ca960,企业微信-AI应用后台开发工程师-AI大模型应用（成都/北京）,企业微信-AI应用后台开发工程师-AI大模型应用（成都/北京
企业微信SaaS,岗位标签,title_or_tag,1,1,enterprise:1,job_297b7043a1e9d39ca960,企业微信-AI应用后台开发工程师-AI大模型应用（成都/北京）,企业微信SaaS
先锋云算力基础服务,岗位标签,title_or_tag,1,1,enterprise:1,job_a1b9f0d64a7479d97c49,AI渲染研究员,先锋云算力基础服务
商业分析师-AI方向,岗位标签,title_or_tag,1,1,enterprise:1,job_90ba6d668e01454ec364,商业分析师-AI方向,商业分析师-AI方向
安全管家,岗位标签,title_or_tag,1,1,enterprise:1,job_3d35aa746bb0ef5f37b6,QClaw-AI增长运营,安全管家
微信-产品经理-AI方向,岗位角色,title_or_tag,1,1,enterprise:1,job_aeeab7e041d6255c1e18,微信-产品经理-AI方向,微信-产品经理-AI方向
微信AI助手,岗位标签,title_or_tag,1,1,enterprise:1,job_aeeab7e041d6255c1e18,微信-产品经理-AI方向,微信AI助手
战略与投资,岗位标签,title_or_tag,1,1,enterprise:1,job_90ba6d668e01454ec364,商业分析师-AI方向,战略与投资
本科,学历要求,constraint,1,1,enterprise:1,job_1f9a714ff03a61a3598c,AI创意设计师,专业背景： 本科及以上学历，设计、美术或计算机相关专业优先
模型训练,AI基础设施,technology,1,1,enterprise:1,job_d1ad7c335b233d0cc89a,AI infra规划架构师,通过AI基础设施和软硬件协同优化来提升公司大模型训练和推理的效率
海外AI交付项目经理,岗位角色,title_or_tag,1,1,enterprise:1,job_d8bbdddf985677f71d5b,海外AI交付项目经理,海外AI交付项目经理
深度学习,数据与算法,technology,1,1,enterprise:1,job_efa27b8fcd7bfb62bec3,WeGame游戏平台-AI算法研究,结合游戏平台业务垂直场景，负责深度学习和大语言模型的训练精调、调优及部署，及智能体Agent开发
游戏,岗位标签,title_or_tag,1,1,enterprise:1,job_546d6ff9d78ac05ae1bd,游戏AI-后台开发工程师,游戏
游戏AI-后台开发工程师,岗位角色,title_or_tag,1,1,enterprise:1,job_546d6ff9d78ac05ae1bd,游戏AI-后台开发工程师,游戏AI-后台开发工程师
游戏AI-高级产品经理,岗位角色,title_or_tag,1,1,enterprise:1,job_e2560233ca886d4acef5,游戏AI-高级产品经理,游戏AI-高级产品经理
游戏AI产品策划,岗位标签,title_or_tag,1,1,enterprise:1,job_f857a0433693daf3affa,游戏AI产品策划,游戏AI产品策划
特征工程,数据与算法,technology,1,1,enterprise:1,job_efa27b8fcd7bfb62bec3,WeGame游戏平台-AI算法研究,负责大规模平台用户行为数据集的ETL及特征工程，构建高效数据流水线，落地到用户画像体系并服务到线上AI应用
王者荣耀,岗位标签,title_or_tag,1,1,enterprise:1,job_b6014ac1427b27704250,《王者荣耀》-AI玩法策划,王者荣耀
王者荣耀》-AI玩法策划,岗位标签,title_or_tag,1,1,enterprise:1,job_b6014ac1427b27704250,《王者荣耀》-AI玩法策划,王者荣耀》-AI玩法策划
用户增长,产品运营,business,1,1,enterprise:1,job_3d35aa746bb0ef5f37b6,QClaw-AI增长运营,负责QClaw产品用户增长及运营工作
系统设计,软件工程,technology,1,1,enterprise:1,job_4f3074a0e2cd6b11c343,AI宠物-客户端工程师,深度参与端侧Agent运行时系统设计，实现上下文记忆、工具链调用、多轮对话管理和异常恢复等关键机制
腾讯云-AI Agent测试工程师,岗位角色,title_or_tag,1,1,enterprise:1,job_603ec82f007cac5bab91,腾讯云-AI Agent测试工程师,腾讯云-AI Agent测试工程师
腾讯云-腾讯云AI解决方案架构师-AI,岗位角色,title_or_tag,1,1,enterprise:1,job_541a628d868ec5738147,腾讯云-腾讯云AI解决方案架构师-AI,腾讯云-腾讯云AI解决方案架构师-AI
腾讯视频-AI 产品经理,岗位角色,title_or_tag,1,1,enterprise:1,job_367a9087facd6bfbc408,腾讯视频-AI 产品经理,腾讯视频-AI 产品经理
腾讯视频-AI动漫制片人,岗位标签,title_or_tag,1,1,enterprise:1,job_2d6edf8ba09774a376af,腾讯视频-AI动漫制片人,腾讯视频-AI动漫制片人
腾讯视频-AI视效导演,岗位标签,title_or_tag,1,1,enterprise:1,job_312693bbb93418da3e9a,腾讯视频-AI视效导演,腾讯视频-AI视效导演
自动化测试,测试质量,technology,1,1,enterprise:1,job_4f3074a0e2cd6b11c343,AI宠物-客户端工程师,建立客户端质量保障体系，设计自动化测试方案并制定工程规范，确保产品迭代稳定性
自选股,岗位标签,title_or_tag,1,1,enterprise:1,job_6e5097a612430522b56d,证券-AI产品经理-金融AI应用体验方向,自选股
证券-AI产品经理-金融AI应用体验方向,岗位角色,title_or_tag,1,1,enterprise:1,job_6e5097a612430522b56d,证券-AI产品经理-金融AI应用体验方向,证券-AI产品经理-金融AI应用体验方向
质量管理（公共,岗位标签,title_or_tag,1,1,enterprise:1,job_24f974ab0119fe19fdc7,AI研效高级工程师,质量管理（公共
运营管理（运营管理部,岗位标签,title_or_tag,1,1,enterprise:1,job_d1ad7c335b233d0cc89a,AI infra规划架构师,运营管理（运营管理部
金融AI产品经理,岗位角色,title_or_tag,1,1,enterprise:1,job_336d355d3b087c88caa6,金融AI产品经理,金融AI产品经理
音频策划（AI创作方向,岗位标签,title_or_tag,1,1,enterprise:1,job_fb64a5945f428641fe50,音频策划（AI创作方向）,音频策划（AI创作方向
预算专用-Project W,岗位标签,title_or_tag,1,1,enterprise:1,job_db9d345c441d8e6344d8,Project W-AI引擎工程师,预算专用-Project W
预算专用-光子技术发展部公共产品,岗位标签,title_or_tag,1,1,enterprise:1,job_896656348a682d126326,专家游戏策划-AI 方向,预算专用-光子技术发展部公共产品
高级-新媒体策划-AI方向,岗位标签,title_or_tag,1,1,enterprise:1,job_6fe133a2d9ea1119b7a1,高级-新媒体策划-AI方向,高级-新媒体策划-AI方向
