annotation_id,sentence_id,job_id,job_title,source_type,source_name,evidence_field,text,span_text,span_start,span_end,label,normalized_skill,category,skill_type,decision
job_7be4e603b5e1ffcb7648::job_description::1264::ai_semantic_pass2::01,job_7be4e603b5e1ffcb7648::job_description::1264,job_7be4e603b5e1ffcb7648,腾讯游戏-资深机器学习工程师/专家-大规模模型训练与推理优化,enterprise,腾讯招聘,job_description,1.负责3D/动画等美术资产生成大模型分布式训练和推理系统的性能优化,训练,22,24,knowledge,模型训练,数据与算法,required,ADD
job_7be4e603b5e1ffcb7648::job_description::1264::ai_semantic_pass2::02,job_7be4e603b5e1ffcb7648::job_description::1264,job_7be4e603b5e1ffcb7648,腾讯游戏-资深机器学习工程师/专家-大规模模型训练与推理优化,enterprise,腾讯招聘,job_description,1.负责3D/动画等美术资产生成大模型分布式训练和推理系统的性能优化,推理,25,27,knowledge,模型推理,数据与算法,required,ADD
job_7be4e603b5e1ffcb7648::job_description::1266::ai_semantic_pass2::01,job_7be4e603b5e1ffcb7648::job_description::1266,job_7be4e603b5e1ffcb7648,腾讯游戏-资深机器学习工程师/专家-大规模模型训练与推理优化,enterprise,腾讯招聘,job_description,4.负责多模态RLHF训练与推理平台的实现,训练,11,13,knowledge,模型训练,数据与算法,required,ADD
job_7be4e603b5e1ffcb7648::job_description::1266::ai_semantic_pass2::02,job_7be4e603b5e1ffcb7648::job_description::1266,job_7be4e603b5e1ffcb7648,腾讯游戏-资深机器学习工程师/专家-大规模模型训练与推理优化,enterprise,腾讯招聘,job_description,4.负责多模态RLHF训练与推理平台的实现,推理,14,16,knowledge,模型推理,数据与算法,required,ADD
job_8e5e50c6f391c65f7f1c::job_description::1276::ai_semantic_pass2::01,job_8e5e50c6f391c65f7f1c::job_description::1276,job_8e5e50c6f391c65f7f1c,腾讯游戏-高级研究员,enterprise,腾讯招聘,job_description,训练和微调大模型，提升生成内容的逻辑性、趣味性和可玩性，减少人工后期调整需求,训练,0,2,knowledge,模型训练,数据与算法,required,ADD
job_bd9874cb1bb63d7c3630::job_description::1279::ai_semantic_pass2::01,job_bd9874cb1bb63d7c3630::job_description::1279,job_bd9874cb1bb63d7c3630,策略算法工程师-(深圳)or,enterprise,腾讯招聘,job_description,3.负责智能体模型的策略/模型实验的执行和分析，协助算法构建训练数据，推进模型迭代,训练,30,32,knowledge,模型训练,数据与算法,required,ADD
job_01c9f0045b698a9cc0b1::job_description::1311::ai_semantic_pass2::01,job_01c9f0045b698a9cc0b1::job_description::1311,job_01c9f0045b698a9cc0b1,金融科技-大语言模型专家工程师,enterprise,腾讯招聘,job_description,3.负责上下文压缩与高效推理技术的研究，重点推进Embedding压缩、长上下文优化、多模态信息提取等方向的算法突破与技术落地,推理,12,14,knowledge,模型推理,数据与算法,required,ADD
job_dca4c8e0ba2d09a12e56::job_description::1336::ai_semantic_pass2::01,job_dca4c8e0ba2d09a12e56::job_description::1336,job_dca4c8e0ba2d09a12e56,腾讯游戏-多模态世界模型数据工程师,enterprise,腾讯招聘,job_description,4.与算法研究团队深度协作，理解世界模型在视频预测、场景建模与交互推理等任务中的训练需求，制定针对性的多模态数据策略，持续挖掘高价值数据资源，推动以数据为核心驱动的模型能力演进与迭代,训练,40,42,knowledge,模型训练,数据与算法,required,ADD
job_1806d1862d1f2ac957b0::job_description::1342::ai_semantic_pass2::01,job_1806d1862d1f2ac957b0::job_description::1342,job_1806d1862d1f2ac957b0,微信秒剪-多模态强化学习训练框架开发工程师,enterprise,腾讯招聘,job_description,4.主导解决大规模分布式训练中的系统瓶颈，优化训练过程中多机多卡数据通信开销,训练,12,14,knowledge,模型训练,数据与算法,required,ADD
job_40c66cbe92745aaaf193::job_description::1344::ai_semantic_pass2::01,job_40c66cbe92745aaaf193::job_description::1344,job_40c66cbe92745aaaf193,高级GPU推理加速工程师,enterprise,腾讯招聘,job_description,1.负责营销业务中稀疏+稠密大模型的异构推理架构升级与性能优化，支持Dense Scaling 持续提升,推理,20,22,knowledge,模型推理,数据与算法,required,ADD
job_cfa20f56e2bdd087aad7::job_title::1349::ai_semantic_pass2::01,job_cfa20f56e2bdd087aad7::job_title::1349,job_cfa20f56e2bdd087aad7,高级GPU训练工程师,enterprise,腾讯招聘,job_title,高级GPU训练工程师,训练,5,7,knowledge,模型训练,数据与算法,required,ADD
job_cfa20f56e2bdd087aad7::job_description::1351::ai_semantic_pass2::01,job_cfa20f56e2bdd087aad7::job_description::1351,job_cfa20f56e2bdd087aad7,高级GPU训练工程师,enterprise,腾讯招聘,job_description,2.优化GPU训练平台的训练性能，打造高吞吐高性能的训练系统,训练,7,9,knowledge,模型训练,数据与算法,required,ADD
job_f46ba717bbe6b9a25832::job_title::1353::ai_semantic_pass2::01,job_f46ba717bbe6b9a25832::job_title::1353,job_f46ba717bbe6b9a25832,高级GPU推理工程师,enterprise,腾讯招聘,job_title,高级GPU推理工程师,推理,5,7,knowledge,模型推理,数据与算法,required,ADD
job_b6e64bb0ce3d7ec9bc58::job_description::1361::ai_semantic_pass2::01,job_b6e64bb0ce3d7ec9bc58::job_description::1361,job_b6e64bb0ce3d7ec9bc58,智能体- LLMOps 平台技术负责人-CodeBuddy/WorkBuddy,enterprise,腾讯招聘,job_description,1.负责以数据为中心的 LLMOps 平台整体架构设计与建设，覆盖大语言模型 Post-train（SFT、RLHF、DPO 等）全阶段的数据管线与训练工程体系,数据管线,69,73,knowledge,数据工程,数据与算法,required,ADD
job_b6e64bb0ce3d7ec9bc58::job_description::1361::ai_semantic_pass2::02,job_b6e64bb0ce3d7ec9bc58::job_description::1361,job_b6e64bb0ce3d7ec9bc58,智能体- LLMOps 平台技术负责人-CodeBuddy/WorkBuddy,enterprise,腾讯招聘,job_description,1.负责以数据为中心的 LLMOps 平台整体架构设计与建设，覆盖大语言模型 Post-train（SFT、RLHF、DPO 等）全阶段的数据管线与训练工程体系,训练,74,76,knowledge,模型训练,数据与算法,required,ADD
job_b6e64bb0ce3d7ec9bc58::job_description::1364::ai_semantic_pass2::01,job_b6e64bb0ce3d7ec9bc58::job_description::1364,job_b6e64bb0ce3d7ec9bc58,智能体- LLMOps 平台技术负责人-CodeBuddy/WorkBuddy,enterprise,腾讯招聘,job_description,7.优化大规模 GPU/异构计算集群的资源调度策略，提升多任务并行训练效率与集群利用率，降低基础设施成本,训练,33,35,knowledge,模型训练,数据与算法,required,ADD
job_b6e64bb0ce3d7ec9bc58::job_description::1365::ai_semantic_pass2::01,job_b6e64bb0ce3d7ec9bc58::job_description::1365,job_b6e64bb0ce3d7ec9bc58,智能体- LLMOps 平台技术负责人-CodeBuddy/WorkBuddy,enterprise,腾讯招聘,job_description,8.紧跟 LLM 领域前沿动态（如 Data-Centric AI、Scaling Laws、MoE、长上下文训练、多模态等方向），推动技术架构持续演进与平台能力升级,训练,55,57,knowledge,模型训练,数据与算法,required,ADD
job_9b34b5cde75cd2dc0154::job_description::1367::ai_semantic_pass2::01,job_9b34b5cde75cd2dc0154::job_description::1367,job_9b34b5cde75cd2dc0154,微信-多模态生成算法研究员（北京）,enterprise,腾讯招聘,job_description,参与微信自研多模态生成基座的全链路研发，包括但不限于图片生成和编辑、视频生成、理解生成统一模型、可控生成、模型压缩等方向，参与构建高效的多模态数据引擎、探索下一代生成模型架构、设计全流程训练策略、构建高质量的评测体系等，打造符合微信业务生态的多模态生成AI系统,训练,93,95,knowledge,模型训练,数据与算法,required,ADD
job_244070af71fbf0fb8a06::job_description::1373::ai_semantic_pass2::01,job_244070af71fbf0fb8a06::job_description::1373,job_244070af71fbf0fb8a06,混元AIGC算法研究员（多模态生成基模方向）（深圳/北京/上海）,enterprise,腾讯招聘,job_description,1.从事多模态生成大模型基础模型算法训练和优化，包括图像生成、视频生成、多模态迭代生成、多模态编辑等,训练,18,20,knowledge,模型训练,数据与算法,required,ADD
job_f219e932f52420936a08::job_description::1377::ai_semantic_pass2::01,job_f219e932f52420936a08::job_description::1377,job_f219e932f52420936a08,腾讯云 -AgentRuntime研发负责人(深圳/北京),enterprise,腾讯招聘,job_description,2.主导打造业界领先的Agent Infra平台，覆盖大模型强化学习训练、Agentic Agent构建、Agent提效三大核心场景，深入理解大模型厂商、Agent服务商与千行百业企业客户的核心诉求，将其转化为平台差异化能力,训练,34,36,knowledge,模型训练,数据与算法,required,ADD
job_274387581b25a7967613::job_description::1387::ai_semantic_pass2::01,job_274387581b25a7967613::job_description::1387,job_274387581b25a7967613,高性能网络通信库研发工程师,enterprise,腾讯招聘,job_description,1.通信算子开发：设计和实现大模型训练/推理场景下的高效集合通信算子（AllReduce、AllGather、ReduceScatter、AllToAll等）,推理,20,22,knowledge,模型推理,数据与算法,required,ADD
job_274387581b25a7967613::job_description::1388::ai_semantic_pass2::01,job_274387581b25a7967613::job_description::1388,job_274387581b25a7967613,高性能网络通信库研发工程师,enterprise,腾讯招聘,job_description,2.通信计算融合：设计通信与计算的overlap策略，实现计算通信并行，提升大模型整体训练/推理性能,训练,43,45,knowledge,模型训练,数据与算法,required,ADD
job_274387581b25a7967613::job_description::1388::ai_semantic_pass2::02,job_274387581b25a7967613::job_description::1388,job_274387581b25a7967613,高性能网络通信库研发工程师,enterprise,腾讯招聘,job_description,2.通信计算融合：设计通信与计算的overlap策略，实现计算通信并行，提升大模型整体训练/推理性能,推理,46,48,knowledge,模型推理,数据与算法,required,ADD
job_8521a27ba8e35d31af49::job_description::1390::ai_semantic_pass2::01,job_8521a27ba8e35d31af49::job_description::1390,job_8521a27ba8e35d31af49,高性能网络通信库研发工程师,enterprise,腾讯招聘,job_description,1.通信算子开发：设计和实现大模型训练/推理场景下的高效集合通信算子（AllReduce、AllGather、ReduceScatter、AllToAll等）,推理,20,22,knowledge,模型推理,数据与算法,required,ADD
job_8521a27ba8e35d31af49::job_description::1391::ai_semantic_pass2::01,job_8521a27ba8e35d31af49::job_description::1391,job_8521a27ba8e35d31af49,高性能网络通信库研发工程师,enterprise,腾讯招聘,job_description,2.通信计算融合：设计通信与计算的overlap策略，实现计算通信并行，提升大模型整体训练/推理性能,训练,43,45,knowledge,模型训练,数据与算法,required,ADD
job_8521a27ba8e35d31af49::job_description::1391::ai_semantic_pass2::02,job_8521a27ba8e35d31af49::job_description::1391,job_8521a27ba8e35d31af49,高性能网络通信库研发工程师,enterprise,腾讯招聘,job_description,2.通信计算融合：设计通信与计算的overlap策略，实现计算通信并行，提升大模型整体训练/推理性能,推理,46,48,knowledge,模型推理,数据与算法,required,ADD
job_6bec576606c614dd1184::job_description::1426::ai_semantic_pass2::01,job_6bec576606c614dd1184::job_description::1426,job_6bec576606c614dd1184,广告推荐模型Infra算法专家,enterprise,腾讯招聘,job_description,为了承接这一极具挑战的算法演进，我们正在打造新一代广告核心 Infra，全面拥抱原生 PyTorch 生态、全 GPU 训推链路以及基于 UV（User View）的高效样本训练模式等,训练,87,89,knowledge,模型训练,数据与算法,required,ADD
job_6bec576606c614dd1184::job_description::1428::ai_semantic_pass2::01,job_6bec576606c614dd1184::job_description::1428,job_6bec576606c614dd1184,广告推荐模型Infra算法专家,enterprise,腾讯招聘,job_description,2. 新一代架构演进：深度参与广告推荐系统核心 AI 基础设施（AI Infra）的设计与研发，推动从传统架构向基于原生 PyTorch 的新一代推荐训练/推理框架平滑升级,训练,75,77,knowledge,模型训练,数据与算法,required,ADD
job_6bec576606c614dd1184::job_description::1428::ai_semantic_pass2::02,job_6bec576606c614dd1184::job_description::1428,job_6bec576606c614dd1184,广告推荐模型Infra算法专家,enterprise,腾讯招聘,job_description,2. 新一代架构演进：深度参与广告推荐系统核心 AI 基础设施（AI Infra）的设计与研发，推动从传统架构向基于原生 PyTorch 的新一代推荐训练/推理框架平滑升级,推理,78,80,knowledge,模型推理,数据与算法,required,ADD
job_6bec576606c614dd1184::job_description::1429::ai_semantic_pass2::01,job_6bec576606c614dd1184::job_description::1429,job_6bec576606c614dd1184,广告推荐模型Infra算法专家,enterprise,腾讯招聘,job_description,3. 算法与工程 Co-Design：与底层 AI Infra 团队深度协同，深刻理解底层全 GPU 分布式训练（数据并行/模型并行/流水线并行）的特性，通过“算法适配算力”与“算力支撑算法”的双向优化，最大化模型迭代效率,训练,54,56,knowledge,模型训练,数据与算法,required,ADD
job_bf15662565713214ed7c::job_description::1430::ai_semantic_pass2::01,job_bf15662565713214ed7c::job_description::1430,job_bf15662565713214ed7c,广告推荐模型算法工程师,enterprise,腾讯招聘,job_description,为了承接这一极具挑战的算法演进，我们正在打造新一代广告核心 Infra，全面拥抱原生 PyTorch 生态、全 GPU 训推链路以及基于 UV（User View）的高效样本训练模式等,训练,87,89,knowledge,模型训练,数据与算法,required,ADD
job_bf15662565713214ed7c::job_description::1432::ai_semantic_pass2::01,job_bf15662565713214ed7c::job_description::1432,job_bf15662565713214ed7c,广告推荐模型算法工程师,enterprise,腾讯招聘,job_description,2. 新一代架构演进：深度参与广告推荐系统核心 AI 基础设施（AI Infra）的设计与研发，推动从传统架构向基于原生 PyTorch 的新一代推荐训练/推理框架平滑升级,训练,75,77,knowledge,模型训练,数据与算法,required,ADD
job_bf15662565713214ed7c::job_description::1432::ai_semantic_pass2::02,job_bf15662565713214ed7c::job_description::1432,job_bf15662565713214ed7c,广告推荐模型算法工程师,enterprise,腾讯招聘,job_description,2. 新一代架构演进：深度参与广告推荐系统核心 AI 基础设施（AI Infra）的设计与研发，推动从传统架构向基于原生 PyTorch 的新一代推荐训练/推理框架平滑升级,推理,78,80,knowledge,模型推理,数据与算法,required,ADD
job_bf15662565713214ed7c::job_description::1433::ai_semantic_pass2::01,job_bf15662565713214ed7c::job_description::1433,job_bf15662565713214ed7c,广告推荐模型算法工程师,enterprise,腾讯招聘,job_description,3. 算法与工程 Co-Design：与底层 AI Infra 团队深度协同，深刻理解底层全 GPU 分布式训练（数据并行/模型并行/流水线并行）的特性，通过“算法适配算力”与“算力支撑算法”的双向优化，最大化模型迭代效率,训练,54,56,knowledge,模型训练,数据与算法,required,ADD
job_09acf33c0e6e7a2f6d4f::job_description::1450::ai_semantic_pass2::01,job_09acf33c0e6e7a2f6d4f::job_description::1450,job_09acf33c0e6e7a2f6d4f,高级广告推荐模型算法工程师,enterprise,腾讯招聘,job_description,为了承接这一极具挑战的算法演进，我们正在打造新一代广告核心 Infra，全面拥抱原生 PyTorch 生态、全 GPU 训推链路以及基于 UV（User View）的高效样本训练模式等,训练,87,89,knowledge,模型训练,数据与算法,required,ADD
job_09acf33c0e6e7a2f6d4f::job_description::1452::ai_semantic_pass2::01,job_09acf33c0e6e7a2f6d4f::job_description::1452,job_09acf33c0e6e7a2f6d4f,高级广告推荐模型算法工程师,enterprise,腾讯招聘,job_description,2. 新一代架构演进：深度参与广告推荐系统核心 AI 基础设施（AI Infra）的设计与研发，推动从传统架构向基于原生 PyTorch 的新一代推荐训练/推理框架平滑升级,训练,75,77,knowledge,模型训练,数据与算法,required,ADD
job_09acf33c0e6e7a2f6d4f::job_description::1452::ai_semantic_pass2::02,job_09acf33c0e6e7a2f6d4f::job_description::1452,job_09acf33c0e6e7a2f6d4f,高级广告推荐模型算法工程师,enterprise,腾讯招聘,job_description,2. 新一代架构演进：深度参与广告推荐系统核心 AI 基础设施（AI Infra）的设计与研发，推动从传统架构向基于原生 PyTorch 的新一代推荐训练/推理框架平滑升级,推理,78,80,knowledge,模型推理,数据与算法,required,ADD
job_09acf33c0e6e7a2f6d4f::job_description::1453::ai_semantic_pass2::01,job_09acf33c0e6e7a2f6d4f::job_description::1453,job_09acf33c0e6e7a2f6d4f,高级广告推荐模型算法工程师,enterprise,腾讯招聘,job_description,3. 算法与工程 Co-Design：与底层 AI Infra 团队深度协同，深刻理解底层全 GPU 分布式训练（数据并行/模型并行/流水线并行）的特性，通过“算法适配算力”与“算力支撑算法”的双向优化，最大化模型迭代效率,训练,54,56,knowledge,模型训练,数据与算法,required,ADD
job_c45fbb208810adf1a5ef::job_description::1457::ai_semantic_pass2::01,job_c45fbb208810adf1a5ef::job_description::1457,job_c45fbb208810adf1a5ef,智能体-强化学习算法研究员-CodeBuddy/WorkBuddy,enterprise,腾讯招聘,job_description,4.作为工程师，考虑到 LLM inference 对推理算力的高消耗，设计出合理的前后端交互，前端架构，后端架构，在有限的推理算力下，做出完整的 Agentic Workflow 解决方案,推理,27,29,knowledge,模型推理,数据与算法,required,ADD
job_cb887f456daca59a9601::job_description::1460::ai_semantic_pass2::01,job_cb887f456daca59a9601::job_description::1460,job_cb887f456daca59a9601,腾讯云乐享-强化学习算法研究员,enterprise,腾讯招聘,job_description,4.作为工程师，考虑到 LLM inference 对推理算力的高消耗，设计出合理的前后端交互，前端架构，后端架构，在有限的推理算力下，做出完整的 Agentic Workflow 解决方案,推理,27,29,knowledge,模型推理,数据与算法,required,ADD
job_836f3763729ceebfc61e::job_description::1463::ai_semantic_pass2::01,job_836f3763729ceebfc61e::job_description::1463,job_836f3763729ceebfc61e,腾讯视频-AIGC算法研究员-(深圳)(杭州),enterprise,腾讯招聘,job_description,2.从事图像/音视频/多模态/3D视觉领域算法模型的训练和研发，应用于腾讯视频相关的内容创作和用户体验提升,训练,26,28,knowledge,模型训练,数据与算法,required,ADD
job_78690f1034abb0982c5c::job_description::1466::ai_semantic_pass2::01,job_78690f1034abb0982c5c::job_description::1466,job_78690f1034abb0982c5c,混元AIGC算法研究员（文生图）（深圳/北京/上海））,enterprise,腾讯招聘,job_description,2.从事图像生成、多模态大模型、小样本学习领域算法训练和优化,训练,25,27,knowledge,模型训练,数据与算法,required,ADD
job_0061e61181c8c17d2528::job_description::1478::ai_semantic_pass2::01,job_0061e61181c8c17d2528::job_description::1478,job_0061e61181c8c17d2528,微信安全-内容理解算法工程师-电商入驻审核,enterprise,腾讯招聘,job_description,1.基于审核数据，将审核知识注入基础大模型，训练具备识别垂类违规的业务大模型，不断提升机审决策率与准确率,训练,22,24,knowledge,模型训练,数据与算法,required,ADD
job_7f50b6698f12bea3f4fc::job_description::1483::ai_semantic_pass2::01,job_7f50b6698f12bea3f4fc::job_description::1483,job_7f50b6698f12bea3f4fc,微信安全-内容理解算法高级工程师-电商入驻审核,enterprise,腾讯招聘,job_description,1.基于审核数据，将审核知识注入基础大模型，训练具备识别垂类违规的业务大模型，不断提升机审决策率与准确率,训练,22,24,knowledge,模型训练,数据与算法,required,ADD
job_f8eff3ac971f8759e194::job_description::1489::ai_semantic_pass2::01,job_f8eff3ac971f8759e194::job_description::1489,job_f8eff3ac971f8759e194,魔方技术中心-强化学习开发工程师,enterprise,腾讯招聘,job_description,3.支持机器学习AI离线训练平台和在线服务的框架设计和搭建,训练,12,14,knowledge,模型训练,数据与算法,required,ADD
job_37a635485f3fcef4d2ab::job_title::1501::ai_semantic_pass2::01,job_37a635485f3fcef4d2ab::job_title::1501,job_37a635485f3fcef4d2ab,GPU训练工程师,enterprise,腾讯招聘,job_title,GPU训练工程师,训练,3,5,knowledge,模型训练,数据与算法,required,ADD
job_37a635485f3fcef4d2ab::job_description::1503::ai_semantic_pass2::01,job_37a635485f3fcef4d2ab::job_description::1503,job_37a635485f3fcef4d2ab,GPU训练工程师,enterprise,腾讯招聘,job_description,2.优化GPU训练平台的训练性能，打造高吞吐高性能的训练系统,训练,7,9,knowledge,模型训练,数据与算法,required,ADD
job_7ee8bd973d2fdc3a6f58::job_description::1516::ai_semantic_pass2::01,job_7ee8bd973d2fdc3a6f58::job_description::1516,job_7ee8bd973d2fdc3a6f58,机器学习平台研发工程师（深圳/北京）,enterprise,腾讯招聘,job_description,1.负责机器学习平台核心模块的研发，包括特征平台、训练平台、模型评测、任务编排等系统的设计与实现,训练,25,27,knowledge,模型训练,数据与算法,required,ADD
job_9095bed87d4b7188657a::job_description::1583::ai_semantic_pass2::01,job_9095bed87d4b7188657a::job_description::1583,job_9095bed87d4b7188657a,混元多模态数据工程师（北京）,enterprise,腾讯招聘,job_description,1.多模态数据管线建设：设计并实现面向大模型训练与推理的多模态数据处理与构建管线，覆盖图像、视频、音频、文本、3D 及多模态理解等数据类型，支撑预训练、后训练（SFT / RLHF / Preference）及评测数据构建,推理,25,27,knowledge,模型推理,数据与算法,required,ADD
job_b4cd9f754a88aee6e2bf::job_description::1642::ai_semantic_pass2::01,job_b4cd9f754a88aee6e2bf::job_description::1642,job_b4cd9f754a88aee6e2bf,机器学习平台专家/架构师（深圳/北京）,enterprise,腾讯招聘,job_description,1.负责腾讯混元机器学习平台的设计与开发，包括：性能优化，持续提升训练性能，包括多机多卡大规模训练优化，数据交换优化等,训练,33,35,knowledge,模型训练,数据与算法,required,ADD
job_778bc9cc17a65573f1b5::job_description::1754::ai_semantic_pass2::01,job_778bc9cc17a65573f1b5::job_description::1754,job_778bc9cc17a65573f1b5,AIGC视频内容专家（编导方向）（北京）,enterprise,腾讯招聘,job_description,1.训练数据分析与规划：​ 参与制定多模态视频模型的数据策略，从叙事结构、镜头语言等专业角度评估和指导训练数据的质量与方向,训练,2,4,knowledge,模型训练,数据与算法,required,ADD
job_0eff8408d4ec29bc7fd3::job_description::1961::ai_semantic_pass2::01,job_0eff8408d4ec29bc7fd3::job_description::1961,job_0eff8408d4ec29bc7fd3,AI算子性能优化专家,enterprise,华为招聘,job_description,3. 大模型工程化能力： 熟练掌握 Prompt Engineering、RAG 架构设计，Agent工程化、SKILL测评与优化、质量工程方法、有使用特定领域数据训练/微调代码大模型的实际项目经验,训练,82,84,knowledge,模型训练,数据与算法,required,ADD
job_5ff9f1daee28666cfec2::job_description::1963::ai_semantic_pass2::01,job_5ff9f1daee28666cfec2::job_description::1963,job_5ff9f1daee28666cfec2,AI OS和运行时软件专家,enterprise,华为招聘,job_description,洞察LLM/VLM\VLA等主流AI模型发展趋势和产业发展规律，提出网络边缘智能的技术愿景和路线，定义面向具身智能、XR和自动驾驶等高实时性场景的推理SLA指标体系,推理,73,75,knowledge,模型推理,数据与算法,required,ADD
job_80936adf9772d7cb5147::job_description::1978::ai_semantic_pass2::01,job_80936adf9772d7cb5147::job_description::1978,job_80936adf9772d7cb5147,AI OS和运行时软件专家,enterprise,华为招聘,job_description,洞察LLM/VLM\VLA等主流AI模型发展趋势和产业发展规律，提出网络边缘智能的技术愿景和路线，定义面向具身智能、XR和自动驾驶等高实时性场景的推理SLA指标体系,推理,73,75,knowledge,模型推理,数据与算法,required,ADD
job_a8c30e96e210c6de1c1f::job_description::1983::ai_semantic_pass2::01,job_a8c30e96e210c6de1c1f::job_description::1983,job_a8c30e96e210c6de1c1f,AI OS和运行时软件专家,enterprise,华为招聘,job_description,洞察LLM/VLM\VLA等主流AI模型发展趋势和产业发展规律，提出网络边缘智能的技术愿景和路线，定义面向具身智能、XR和自动驾驶等高实时性场景的推理SLA指标体系,推理,73,75,knowledge,模型推理,数据与算法,required,ADD
job_fe96f660d0720e9e0df4::job_description::1988::ai_semantic_pass2::01,job_fe96f660d0720e9e0df4::job_description::1988,job_fe96f660d0720e9e0df4,AI OS和运行时软件专家,enterprise,华为招聘,job_description,洞察LLM/VLM\VLA等主流AI模型发展趋势和产业发展规律，提出网络边缘智能的技术愿景和路线，定义面向具身智能、XR和自动驾驶等高实时性场景的推理SLA指标体系,推理,73,75,knowledge,模型推理,数据与算法,required,ADD
job_05a5a377596d3eb61107::job_description::1993::ai_semantic_pass2::01,job_05a5a377596d3eb61107::job_description::1993,job_05a5a377596d3eb61107,AI OS和运行时软件专家,enterprise,华为招聘,job_description,洞察LLM/VLM\VLA等主流AI模型发展趋势和产业发展规律，提出网络边缘智能的技术愿景和路线，定义面向具身智能、XR和自动驾驶等高实时性场景的推理SLA指标体系,推理,73,75,knowledge,模型推理,数据与算法,required,ADD
job_459556d3ca484390c6e7::job_description::1998::ai_semantic_pass2::01,job_459556d3ca484390c6e7::job_description::1998,job_459556d3ca484390c6e7,AI OS和运行时软件专家,enterprise,华为招聘,job_description,洞察LLM/VLM\VLA等主流AI模型发展趋势和产业发展规律，提出网络边缘智能的技术愿景和路线，定义面向具身智能、XR和自动驾驶等高实时性场景的推理SLA指标体系,推理,73,75,knowledge,模型推理,数据与算法,required,ADD
job_5be22fd7bcb3396f500a::job_description::2014::ai_semantic_pass2::01,job_5be22fd7bcb3396f500a::job_description::2014,job_5be22fd7bcb3396f500a,AI软件教练,enterprise,华为招聘,job_description,1）熟悉常见大语言模型训练、推理、提示工程、命令行编程智能体,推理,14,16,knowledge,模型推理,数据与算法,required,ADD
job_1352d22af7141789d3b7::job_description::2018::ai_semantic_pass2::01,job_1352d22af7141789d3b7::job_description::2018,job_1352d22af7141789d3b7,AI软件教练,enterprise,华为招聘,job_description,1）熟悉常见大语言模型训练、推理、提示工程、命令行编程智能体,推理,14,16,knowledge,模型推理,数据与算法,required,ADD
job_9981f6404b8957e45771::job_description::2022::ai_semantic_pass2::01,job_9981f6404b8957e45771::job_description::2022,job_9981f6404b8957e45771,AI软件教练,enterprise,华为招聘,job_description,1）熟悉常见大语言模型训练、推理、提示工程、命令行编程智能体,推理,14,16,knowledge,模型推理,数据与算法,required,ADD
job_86de4475b12e215e3cfe::job_description::2026::ai_semantic_pass2::01,job_86de4475b12e215e3cfe::job_description::2026,job_86de4475b12e215e3cfe,AI软件教练,enterprise,华为招聘,job_description,1）熟悉常见大语言模型训练、推理、提示工程、命令行编程智能体,推理,14,16,knowledge,模型推理,数据与算法,required,ADD
job_2b659f182559a3673c62::job_description::2030::ai_semantic_pass2::01,job_2b659f182559a3673c62::job_description::2030,job_2b659f182559a3673c62,AI软件教练,enterprise,华为招聘,job_description,1）熟悉常见大语言模型训练、推理、提示工程、命令行编程智能体,推理,14,16,knowledge,模型推理,数据与算法,required,ADD
job_de7599d2d9fb5f89f11a::job_description::2038::ai_semantic_pass2::01,job_de7599d2d9fb5f89f11a::job_description::2038,job_de7599d2d9fb5f89f11a,音频系统技术专家,enterprise,华为招聘,job_description,3、精通各类声学模型原理，了解模型训练机制与语音评测体系熟悉端侧部署原理、模型量化压缩、流式推理等底层技术知识,推理,46,48,knowledge,模型推理,数据与算法,required,ADD
job_2a38640173a43ca35167::job_description::2045::ai_semantic_pass2::01,job_2a38640173a43ca35167::job_description::2045,job_2a38640173a43ca35167,音频系统技术专家,enterprise,华为招聘,job_description,3、精通各类声学模型原理，了解模型训练机制与语音评测体系熟悉端侧部署原理、模型量化压缩、流式推理等底层技术知识,推理,46,48,knowledge,模型推理,数据与算法,required,ADD
job_88b2eba7be83d67543c6::job_description::2052::ai_semantic_pass2::01,job_88b2eba7be83d67543c6::job_description::2052,job_88b2eba7be83d67543c6,音频系统技术专家,enterprise,华为招聘,job_description,3、精通各类声学模型原理，了解模型训练机制与语音评测体系熟悉端侧部署原理、模型量化压缩、流式推理等底层技术知识,推理,46,48,knowledge,模型推理,数据与算法,required,ADD
job_3b50411cddac3debf281::job_description::2059::ai_semantic_pass2::01,job_3b50411cddac3debf281::job_description::2059,job_3b50411cddac3debf281,音频系统技术专家,enterprise,华为招聘,job_description,3、精通各类声学模型原理，了解模型训练机制与语音评测体系熟悉端侧部署原理、模型量化压缩、流式推理等底层技术知识,推理,46,48,knowledge,模型推理,数据与算法,required,ADD
job_c713e4a62ab009f76b20::job_description::2066::ai_semantic_pass2::01,job_c713e4a62ab009f76b20::job_description::2066,job_c713e4a62ab009f76b20,音频系统技术专家,enterprise,华为招聘,job_description,3、精通各类声学模型原理，了解模型训练机制与语音评测体系熟悉端侧部署原理、模型量化压缩、流式推理等底层技术知识,推理,46,48,knowledge,模型推理,数据与算法,required,ADD
