normalized_skill,kg_display_skill,skill_type,standard_categories,standard_jobs,first_seen_month,last_seen_month,first_seen_job_id,last_seen_job_id,mention_count,source_job_ids,source_count,sources,updated_at
ASR,大模型,new,AI算法; 软件研发; 技术支持,语音算法工程师; 客户端开发工程师; 技术支持工程师,2024-12,2026-07,GEN000476,GEN000514,26,GEN000476; GEN000477; GEN000479; GEN000480; GEN000481; GEN000482; GEN000483; GEN000484; GEN000487; GEN000488; GEN000491; GEN000493; GEN000495; GEN000496; GEN000498; GEN000500; GEN000501; GEN000503; GEN000504; GEN000508; GEN000509; GEN000511; GEN000514; GEN001050; GEN001874; GEN001878,26,base_event_stream,2026-07-28T09:24:54+00:00
AUTOSAR,行业应用,traditional,软件研发; 测试质量; 安全,嵌入式软件工程师; 驱动开发工程师; 测试工程师; 安全工程师,2024-12,2026-07,GEN001180,GEN001252,9,GEN001180; GEN001191; GEN001192; GEN001203; GEN001205; GEN001250; GEN001252; GEN001608; GEN001781,9,base_event_stream,2026-07-28T09:24:54+00:00
Agent,大模型,new,AI算法; AI应用; 软件研发; 测试质量; 基础设施; 技术支持; 产品,AI Agent算法工程师; 大模型应用工程师; AI Agent应用工程师; 后端开发工程师; 前端开发工程师; 全栈开发工程师; 软件架构师; 测试开发工程师; DevOps工程师; 解决方案工程师; AI产品经理,2025-01,2026-07,GEN000053,web_202607_20260730184035726988_job_05e47dfd,118,GEN000053; GEN000055; GEN000057; GEN000059; GEN000063; GEN000065; GEN000066; GEN000070; GEN000071; GEN000076; GEN000078; GEN000082; GEN000083; GEN000088; GEN000091; GEN000092; GEN000094; GEN000095; GEN000096; GEN000100; GEN000103; GEN000104; GEN000106; GEN000109; GEN000110; GEN000112; GEN000113; GEN000121; GEN000155; GEN000156; GEN000158; GEN000160; GEN000162; GEN000163; GEN000165; GEN000167; GEN000168; GEN000170; GEN000172; GEN000173; GEN000175; GEN000176; GEN000178; GEN000180; GEN000182; GEN000186; GEN000188; GEN000189; GEN000788; GEN000791; GEN000792; GEN000794; GEN000796; GEN000797; GEN000799; GEN000801; GEN000803; GEN000804; GEN000805; GEN000809; GEN000810; GEN000811; GEN000815; GEN000816; GEN000840; GEN000841; GEN000843; GEN000846; GEN000847; GEN000849; GEN000851; GEN000853; GEN000857; GEN000859; GEN000862; GEN000863; GEN000864; GEN000868; GEN000869; GEN000870; GEN000886; GEN000888; GEN000890; GEN000892; GEN000894; GEN000895; GEN000898; GEN000899; GEN001271; GEN001549; GEN001632; GEN001633; GEN001634; GEN001636; GEN001637; GEN001933; GEN002312; GEN002313; GEN002314; GEN002315; GEN002317; GEN002318; GEN002320; GEN002321; GEN002322; GEN002323; GEN002324; GEN002325; GEN002326; GEN002328; GEN002330; GEN002332; GEN002333; GEN002334; GEN002335; web_202607_20260730182901742050_job_623c31d9; web_202607_20260730183017711285_job_16a9e0a5; web_202607_20260730184035726988_job_05e47dfd,118,base_event_stream; web_app_review,2026-07-30T10:41:03+00:00
Ai coding,AI,new,AI应用; 软件研发; 测试质量; 基础设施; 产品,大模型应用工程师; 后端开发工程师; 前端开发工程师; 全栈开发工程师; 软件架构师; 软件开发工程师; 测试开发工程师; 质量工程师; 测试工程师; DevOps工程师; AI产品经理,2025-03,2026-07,GEN000121,GEN002335,107,GEN000121; GEN000122; GEN000123; GEN000124; GEN000125; GEN000126; GEN000127; GEN000129; GEN000131; GEN000133; GEN000135; GEN000137; GEN000139; GEN000141; GEN000142; GEN000144; GEN000146; GEN000149; GEN000150; GEN000151; GEN000785; GEN000822; GEN000823; GEN000826; GEN000828; GEN000830; GEN000831; GEN000836; GEN000838; GEN000840; GEN000843; GEN000845; GEN000846; GEN000849; GEN000850; GEN000851; GEN000852; GEN000856; GEN000857; GEN000861; GEN000862; GEN000864; GEN000866; GEN000868; GEN000871; GEN000880; GEN000883; GEN000884; GEN000885; GEN000886; GEN000888; GEN000889; GEN000891; GEN000892; GEN000895; GEN000896; GEN000897; GEN000899; GEN001281; GEN001304; GEN001316; GEN001541; GEN001543; GEN001544; GEN001546; GEN001548; GEN001549; GEN001551; GEN001553; GEN001554; GEN001555; GEN001558; GEN001559; GEN001562; GEN001563; GEN001565; GEN001566; GEN001567; GEN001570; GEN001571; GEN001574; GEN001576; GEN001579; GEN001582; GEN001583; GEN001584; GEN001586; GEN001588; GEN001602; GEN001616; GEN001619; GEN001632; GEN001633; GEN001634; GEN001636; GEN001637; GEN002322; GEN002323; GEN002324; GEN002325; GEN002326; GEN002328; GEN002329; GEN002332; GEN002333; GEN002334; GEN002335,107,base_event_stream,2026-07-28T09:24:54+00:00
Android,软件开发,traditional,软件研发; 通信,客户端开发工程师; Android开发工程师; iOS开发工程师; 驱动开发工程师; 通信工程师,2024-12,2026-07,GEN001021,GEN001251,73,GEN001021; GEN001022; GEN001024; GEN001025; GEN001026; GEN001027; GEN001029; GEN001032; GEN001033; GEN001034; GEN001037; GEN001038; GEN001039; GEN001042; GEN001043; GEN001044; GEN001047; GEN001050; GEN001052; GEN001053; GEN001054; GEN001056; GEN001058; GEN001059; GEN001062; GEN001064; GEN001068; GEN001070; GEN001071; GEN001073; GEN001076; GEN001078; GEN001080; GEN001082; GEN001084; GEN001085; GEN001086; GEN001087; GEN001089; GEN001090; GEN001093; GEN001094; GEN001096; GEN001098; GEN001099; GEN001114; GEN001211; GEN001213; GEN001214; GEN001215; GEN001216; GEN001217; GEN001219; GEN001220; GEN001221; GEN001224; GEN001226; GEN001227; GEN001229; GEN001233; GEN001234; GEN001235; GEN001239; GEN001240; GEN001241; GEN001242; GEN001243; GEN001244; GEN001247; GEN001249; GEN001250; GEN001251; GEN002071,73,base_event_stream,2026-07-28T09:24:54+00:00
Android Framework,软件开发,traditional,软件研发,Android开发工程师,2024-12,2026-06,GEN001078,GEN001097,13,GEN001078; GEN001080; GEN001081; GEN001083; GEN001085; GEN001088; GEN001089; GEN001091; GEN001092; GEN001093; GEN001094; GEN001096; GEN001097,13,base_event_stream,2026-07-28T09:24:54+00:00
Angular,编程语言,traditional,软件研发,前端开发工程师,2024-12,2026-07,GEN000817,GEN000871,23,GEN000817; GEN000818; GEN000819; GEN000821; GEN000822; GEN000824; GEN000826; GEN000827; GEN000829; GEN000833; GEN000834; GEN000839; GEN000843; GEN000846; GEN000847; GEN000850; GEN000854; GEN000858; GEN000861; GEN000864; GEN000867; GEN000868; GEN000871,23,base_event_stream,2026-07-28T09:24:54+00:00
AutoGen,大模型,new,AI算法; AI应用; 软件研发; 测试质量; 技术支持; 产品,AI Agent算法工程师; 大模型应用工程师; AI Agent应用工程师; 软件架构师; 测试开发工程师; 解决方案工程师; AI产品经理,2025-02,2026-07,GEN000057,GEN001300,70,GEN000057; GEN000059; GEN000060; GEN000062; GEN000064; GEN000067; GEN000068; GEN000071; GEN000073; GEN000074; GEN000075; GEN000077; GEN000078; GEN000081; GEN000082; GEN000085; GEN000086; GEN000090; GEN000093; GEN000095; GEN000097; GEN000098; GEN000104; GEN000105; GEN000106; GEN000107; GEN000111; GEN000112; GEN000114; GEN000122; GEN000158; GEN000159; GEN000162; GEN000164; GEN000165; GEN000167; GEN000168; GEN000170; GEN000172; GEN000174; GEN000175; GEN000176; GEN000178; GEN000181; GEN000182; GEN000185; GEN000187; GEN000189; GEN001265; GEN001266; GEN001268; GEN001270; GEN001272; GEN001275; GEN001277; GEN001279; GEN001282; GEN001284; GEN001286; GEN001288; GEN001289; GEN001291; GEN001293; GEN001294; GEN001296; GEN001297; GEN001300; GEN001559; GEN001939; GEN002327,70,base_event_stream,2026-07-28T09:24:54+00:00
C/C++,编程语言,traditional,AI算法; AI应用; AI安全; AI基础设施; 算法; 软件研发; 数据; 测试质量; 基础设施; 安全; 技术支持; 机器人; 自动驾驶; 多媒体; 通信; 芯片; 硬件,大模型算法工程师; AI Agent算法工程师; AI Agent应用工程师; AI应用工程师; AI安全工程师; AI Infra工程师; AIGC算法工程师; 多模态算法工程师; NLP算法工程师; 计算机视觉算法工程师; 语音算法工程师; 推荐算法工程师; 搜索算法工程师; 广告算法工程师; 风控算法工程师; 机器学习算法工程师; 数据挖掘算法工程师; 算法研究员; 算法工程师; 后端开发工程师; Java开发工程师; C++开发工程师; Python开发工程师; Go开发工程师; 客户端开发工程师; Android开发工程师; iOS开发工程师; 系统软件工程师; 嵌入式软件工程师; 驱动开发工程师; 软件架构师; 软件开发工程师; 数据开发工程师; 数据仓库工程师; 数据分析师; 大模型测试工程师; 测试开发工程师; 测试工程师; DevOps工程师; 运维工程师; 云计算工程师; 网络安全工程师; 信息安全工程师; 安全工程师; 网络工程师; 数据库工程师; 服务器工程师; 技术支持工程师; 解决方案工程师; 机器人算法工程师; 机器人软件工程师; 自动驾驶算法工程师; 控制算法工程师; 图形图像工程师; 音视频工程师; 通信工程师; 芯片设计工程师; 芯片验证工程师; 芯片测试工程师; 电源工程师; 硬件工程师,2024-12,2026-07,GEN000002,GEN002218,1225,GEN000002; GEN000003; GEN000004; GEN000005; GEN000006; GEN000008; GEN000010; GEN000013; GEN000014; GEN000017; GEN000019; GEN000020; GEN000021; GEN000024; GEN000027; GEN000028; GEN000031; GEN000032; GEN000033; GEN000034; GEN000037; GEN000038; GEN000039; GEN000042; GEN000043; GEN000046; GEN000048; GEN000050; GEN000051; GEN000054; GEN000055; GEN000056; GEN000057; GEN000058; GEN000061; GEN000062; GEN000065; GEN000066; GEN000068; GEN000069; GEN000072; GEN000074; GEN000075; GEN000079; GEN000080; GEN000084; GEN000085; GEN000087; GEN000089; GEN000091; GEN000092; GEN000093; GEN000096; GEN000097; GEN000101; GEN000104; GEN000106; GEN000109; GEN000111; GEN000113; GEN000153; GEN000154; GEN000157; GEN000158; GEN000160; GEN000161; GEN000163; GEN000165; GEN000167; GEN000168; GEN000171; GEN000173; GEN000175; GEN000176; GEN000179; GEN000181; GEN000183; GEN000184; GEN000185; GEN000187; GEN000189; GEN000190; GEN000191; GEN000194; GEN000196; GEN000198; GEN000199; GEN000200; GEN000202; GEN000205; GEN000207; GEN000208; GEN000211; GEN000212; GEN000214; GEN000218; GEN000219; GEN000221; GEN000222; GEN000224; GEN000226; GEN000228; GEN000229; GEN000232; GEN000234; GEN000235; GEN000236; GEN000239; GEN000240; GEN000242; GEN000243; GEN000245; GEN000246; GEN000248; GEN000251; GEN000253; GEN000254; GEN000255; GEN000258; GEN000260; GEN000262; GEN000263; GEN000264; GEN000266; GEN000268; GEN000269; GEN000271; GEN000273; GEN000276; GEN000279; GEN000280; GEN000283; GEN000285; GEN000288; GEN000289; GEN000294; GEN000295; GEN000296; GEN000297; GEN000299; GEN000301; GEN000305; GEN000307; GEN000308; GEN000310; GEN000311; GEN000312; GEN000313; GEN000315; GEN000316; GEN000320; GEN000323; GEN000324; GEN000325; GEN000329; GEN000331; GEN000334; GEN000335; GEN000337; GEN000339; GEN000340; GEN000342; GEN000343; GEN000344; GEN000345; GEN000346; GEN000348; GEN000350; GEN000351; GEN000354; GEN000356; GEN000358; GEN000359; GEN000361; GEN000363; GEN000365; GEN000367; GEN000368; GEN000369; GEN000373; GEN000377; GEN000378; GEN000379; GEN000380; GEN000383; GEN000387; GEN000388; GEN000389; GEN000390; GEN000392; GEN000393; GEN000395; GEN000396; GEN000397; GEN000400; GEN000401; GEN000405; GEN000407; GEN000408; GEN000410; GEN000411; GEN000413; GEN000415; GEN000416; GEN000418; GEN000420; GEN000421; GEN000422; GEN000424; GEN000427; GEN000428; GEN000430; GEN000431; GEN000434; GEN000436; GEN000438; GEN000441; GEN000443; GEN000446; GEN000448; GEN000450; GEN000453; GEN000454; GEN000455; GEN000456; GEN000457; GEN000459; GEN000461; GEN000464; GEN000465; GEN000466; GEN000467; GEN000468; GEN000471; GEN000472; GEN000473; GEN000474; GEN000475; GEN000477; GEN000479; GEN000480; GEN000481; GEN000482; GEN000483; GEN000484; GEN000487; GEN000488; GEN000491; GEN000492; GEN000494; GEN000496; GEN000497; GEN000499; GEN000500; GEN000502; GEN000503; GEN000506; GEN000507; GEN000508; GEN000509; GEN000511; GEN000512; GEN000515; GEN000517; GEN000519; GEN000520; GEN000521; GEN000524; GEN000526; GEN000527; GEN000529; GEN000532; GEN000534; GEN000537; GEN000538; GEN000539; GEN000541; GEN000543; GEN000545; GEN000546; GEN000548; GEN000551; GEN000552; GEN000553; GEN000555; GEN000558; GEN000559; GEN000560; GEN000562; GEN000563; GEN000564; GEN000565; GEN000568; GEN000569; GEN000571; GEN000573; GEN000574; GEN000576; GEN000578; GEN000580; GEN000582; GEN000583; GEN000585; GEN000587; GEN000588; GEN000589; GEN000590; GEN000591; GEN000593; GEN000596; GEN000597; GEN000599; GEN000603; GEN000604; GEN000605; GEN000609; GEN000611; GEN000613; GEN000615; GEN000616; GEN000617; GEN000618; GEN000621; GEN000622; GEN000625; GEN000626; GEN000627; GEN000628; GEN000631; GEN000633; GEN000635; GEN000636; GEN000637; GEN000638; GEN000639; GEN000642; GEN000644; GEN000646; GEN000648; GEN000649; GEN000651; GEN000653; GEN000654; GEN000655; GEN000657; GEN000658; GEN000660; GEN000661; GEN000664; GEN000665; GEN000667; GEN000668; GEN000671; GEN000673; GEN000674; GEN000677; GEN000678; GEN000679; GEN000681; GEN000683; GEN000684; GEN000685; GEN000686; GEN000687; GEN000689; GEN000690; GEN000692; GEN000693; GEN000694; GEN000697; GEN000699; GEN000700; GEN000702; GEN000704; GEN000705; GEN000706; GEN000707; GEN000708; GEN000711; GEN000713; GEN000714; GEN000715; GEN000716; GEN000717; GEN000718; GEN000719; GEN000720; GEN000721; GEN000723; GEN000724; GEN000725; GEN000728; GEN000729; GEN000733; GEN000734; GEN000736; GEN000737; GEN000739; GEN000743; GEN000744; GEN000745; GEN000747; GEN000749; GEN000752; GEN000753; GEN000756; GEN000758; GEN000761; GEN000762; GEN000765; GEN000766; GEN000769; GEN000771; GEN000772; GEN000773; GEN000776; GEN000778; GEN000780; GEN000781; GEN000782; GEN000783; GEN000784; GEN000785; GEN000786; GEN000788; GEN000790; GEN000793; GEN000794; GEN000796; GEN000797; GEN000799; GEN000802; GEN000804; GEN000806; GEN000807; GEN000808; GEN000811; GEN000812; GEN000815; GEN000816; GEN000901; GEN000902; GEN000904; GEN000905; GEN000906; GEN000908; GEN000909; GEN000910; GEN000911; GEN000913; GEN000914; GEN000916; GEN000919; GEN000920; GEN000922; GEN000924; GEN000926; GEN000929; GEN000930; GEN000932; GEN000933; GEN000934; GEN000935; GEN000936; GEN000937; GEN000938; GEN000939; GEN000940; GEN000942; GEN000944; GEN000945; GEN000946; GEN000948; GEN000949; GEN000950; GEN000953; GEN000954; GEN000956; GEN000957; GEN000958; GEN000960; GEN000961; GEN000962; GEN000963; GEN000966; GEN000967; GEN000970; GEN000971; GEN000972; GEN000974; GEN000975; GEN000977; GEN000979; GEN000982; GEN000983; GEN000984; GEN000985; GEN000986; GEN000987; GEN000988; GEN000989; GEN000990; GEN000991; GEN000992; GEN000993; GEN000994; GEN000997; GEN000999; GEN001000; GEN001001; GEN001002; GEN001003; GEN001004; GEN001005; GEN001006; GEN001007; GEN001010; GEN001011; GEN001012; GEN001013; GEN001014; GEN001015; GEN001016; GEN001017; GEN001018; GEN001019; GEN001020; GEN001021; GEN001022; GEN001024; GEN001026; GEN001027; GEN001030; GEN001031; GEN001035; GEN001036; GEN001037; GEN001040; GEN001041; GEN001042; GEN001043; GEN001045; GEN001046; GEN001047; GEN001049; GEN001051; GEN001053; GEN001055; GEN001057; GEN001059; GEN001060; GEN001061; GEN001062; GEN001066; GEN001067; GEN001070; GEN001073; GEN001075; GEN001077; GEN001078; GEN001079; GEN001080; GEN001081; GEN001082; GEN001084; GEN001086; GEN001088; GEN001089; GEN001090; GEN001091; GEN001093; GEN001094; GEN001096; GEN001098; GEN001099; GEN001102; GEN001103; GEN001107; GEN001108; GEN001110; GEN001112; GEN001113; GEN001114; GEN001115; GEN001117; GEN001118; GEN001120; GEN001122; GEN001125; GEN001126; GEN001127; GEN001128; GEN001130; GEN001132; GEN001133; GEN001134; GEN001135; GEN001136; GEN001139; GEN001140; GEN001142; GEN001144; GEN001146; GEN001147; GEN001152; GEN001154; GEN001155; GEN001158; GEN001160; GEN001162; GEN001163; GEN001164; GEN001166; GEN001167; GEN001170; GEN001172; GEN001173; GEN001175; GEN001176; GEN001177; GEN001179; GEN001180; GEN001181; GEN001183; GEN001184; GEN001186; GEN001188; GEN001189; GEN001190; GEN001192; GEN001194; GEN001195; GEN001196; GEN001197; GEN001198; GEN001199; GEN001200; GEN001201; GEN001202; GEN001204; GEN001206; GEN001207; GEN001208; GEN001209; GEN001210; GEN001211; GEN001212; GEN001213; GEN001214; GEN001215; GEN001216; GEN001217; GEN001218; GEN001219; GEN001220; GEN001221; GEN001222; GEN001223; GEN001224; GEN001225; GEN001227; GEN001228; GEN001229; GEN001230; GEN001231; GEN001232; GEN001234; GEN001235; GEN001236; GEN001237; GEN001238; GEN001239; GEN001242; GEN001245; GEN001246; GEN001247; GEN001248; GEN001249; GEN001250; GEN001251; GEN001252; GEN001253; GEN001254; GEN001255; GEN001256; GEN001259; GEN001261; GEN001262; GEN001264; GEN001266; GEN001268; GEN001269; GEN001271; GEN001275; GEN001277; GEN001278; GEN001279; GEN001281; GEN001283; GEN001286; GEN001287; GEN001289; GEN001291; GEN001292; GEN001294; GEN001295; GEN001298; GEN001300; GEN001301; GEN001302; GEN001303; GEN001304; GEN001307; GEN001308; GEN001310; GEN001313; GEN001316; GEN001318; GEN001319; GEN001322; GEN001323; GEN001324; GEN001325; GEN001327; GEN001329; GEN001330; GEN001332; GEN001336; GEN001337; GEN001339; GEN001341; GEN001343; GEN001344; GEN001345; GEN001346; GEN001348; GEN001350; GEN001351; GEN001352; GEN001354; GEN001355; GEN001357; GEN001360; GEN001361; GEN001363; GEN001364; GEN001366; GEN001367; GEN001369; GEN001371; GEN001374; GEN001375; GEN001377; GEN001381; GEN001389; GEN001454; GEN001463; GEN001468; GEN001488; GEN001489; GEN001490; GEN001491; GEN001492; GEN001493; GEN001494; GEN001496; GEN001498; GEN001501; GEN001503; GEN001505; GEN001507; GEN001508; GEN001509; GEN001511; GEN001513; GEN001514; GEN001516; GEN001517; GEN001518; GEN001522; GEN001523; GEN001524; GEN001527; GEN001530; GEN001532; GEN001533; GEN001537; GEN001539; GEN001540; GEN001541; GEN001542; GEN001546; GEN001548; GEN001550; GEN001552; GEN001553; GEN001555; GEN001556; GEN001560; GEN001561; GEN001563; GEN001564; GEN001567; GEN001568; GEN001570; GEN001571; GEN001573; GEN001576; GEN001578; GEN001579; GEN001582; GEN001584; GEN001587; GEN001589; GEN001603; GEN001604; GEN001605; GEN001607; GEN001609; GEN001610; GEN001611; GEN001613; GEN001614; GEN001615; GEN001616; GEN001618; GEN001619; GEN001621; GEN001622; GEN001640; GEN001641; GEN001643; GEN001644; GEN001647; GEN001650; GEN001652; GEN001653; GEN001656; GEN001658; GEN001660; GEN001662; GEN001663; GEN001664; GEN001667; GEN001668; GEN001670; GEN001672; GEN001673; GEN001674; GEN001676; GEN001678; GEN001679; GEN001680; GEN001682; GEN001685; GEN001686; GEN001687; GEN001688; GEN001689; GEN001691; GEN001692; GEN001694; GEN001695; GEN001697; GEN001699; GEN001701; GEN001703; GEN001704; GEN001706; GEN001707; GEN001708; GEN001709; GEN001710; GEN001712; GEN001713; GEN001716; GEN001717; GEN001718; GEN001719; GEN001721; GEN001722; GEN001723; GEN001724; GEN001725; GEN001727; GEN001753; GEN001761; GEN001762; GEN001763; GEN001764; GEN001766; GEN001767; GEN001768; GEN001770; GEN001771; GEN001772; GEN001773; GEN001775; GEN001776; GEN001777; GEN001779; GEN001780; GEN001781; GEN001782; GEN001783; GEN001784; GEN001785; GEN001786; GEN001787; GEN001788; GEN001791; GEN001792; GEN001793; GEN001794; GEN001795; GEN001797; GEN001798; GEN001799; GEN001800; GEN001801; GEN001802; GEN001804; GEN001805; GEN001807; GEN001808; GEN001810; GEN001812; GEN001813; GEN001814; GEN001817; GEN001818; GEN001819; GEN001820; GEN001821; GEN001822; GEN001823; GEN001824; GEN001825; GEN001826; GEN001828; GEN001829; GEN001830; GEN001831; GEN001833; GEN001836; GEN001838; GEN001839; GEN001841; GEN001842; GEN001843; GEN001844; GEN001845; GEN001846; GEN001847; GEN001849; GEN001851; GEN001852; GEN001853; GEN001854; GEN001855; GEN001856; GEN001857; GEN001858; GEN001859; GEN001860; GEN001862; GEN001864; GEN001866; GEN001867; GEN001868; GEN001871; GEN001872; GEN001874; GEN001879; GEN001880; GEN001881; GEN001882; GEN001884; GEN001887; GEN001888; GEN001890; GEN001891; GEN001892; GEN001893; GEN001894; GEN001895; GEN001896; GEN001897; GEN001898; GEN001900; GEN001909; GEN001915; GEN001922; GEN001942; GEN001943; GEN001944; GEN001945; GEN001946; GEN001947; GEN001948; GEN001949; GEN001951; GEN001952; GEN001953; GEN001954; GEN001955; GEN001956; GEN001957; GEN001958; GEN001959; GEN001960; GEN001961; GEN001962; GEN001963; GEN001964; GEN001965; GEN001966; GEN001967; GEN001968; GEN001969; GEN001970; GEN001971; GEN001972; GEN001973; GEN001974; GEN001976; GEN001977; GEN001978; GEN001979; GEN001980; GEN001982; GEN001983; GEN001984; GEN001985; GEN001986; GEN001988; GEN001989; GEN001991; GEN001992; GEN001993; GEN001994; GEN001995; GEN001996; GEN001997; GEN001999; GEN002001; GEN002003; GEN002004; GEN002005; GEN002006; GEN002007; GEN002008; GEN002009; GEN002010; GEN002011; GEN002012; GEN002013; GEN002015; GEN002016; GEN002018; GEN002020; GEN002021; GEN002022; GEN002023; GEN002024; GEN002025; GEN002026; GEN002027; GEN002028; GEN002029; GEN002030; GEN002031; GEN002032; GEN002034; GEN002035; GEN002037; GEN002038; GEN002039; GEN002040; GEN002041; GEN002043; GEN002044; GEN002045; GEN002046; GEN002047; GEN002048; GEN002049; GEN002050; GEN002051; GEN002052; GEN002053; GEN002054; GEN002055; GEN002056; GEN002058; GEN002059; GEN002060; GEN002061; GEN002062; GEN002064; GEN002065; GEN002066; GEN002067; GEN002070; GEN002071; GEN002073; GEN002075; GEN002076; GEN002078; GEN002080; GEN002081; GEN002082; GEN002084; GEN002086; GEN002087; GEN002088; GEN002089; GEN002091; GEN002092; GEN002094; GEN002096; GEN002097; GEN002099; GEN002101; GEN002103; GEN002105; GEN002107; GEN002108; GEN002110; GEN002113; GEN002114; GEN002117; GEN002118; GEN002120; GEN002121; GEN002123; GEN002127; GEN002129; GEN002130; GEN002132; GEN002133; GEN002136; GEN002137; GEN002139; GEN002141; GEN002142; GEN002144; GEN002145; GEN002146; GEN002147; GEN002148; GEN002149; GEN002150; GEN002153; GEN002155; GEN002157; GEN002159; GEN002161; GEN002162; GEN002164; GEN002165; GEN002166; GEN002167; GEN002168; GEN002170; GEN002173; GEN002175; GEN002176; GEN002177; GEN002178; GEN002179; GEN002180; GEN002181; GEN002182; GEN002183; GEN002184; GEN002185; GEN002186; GEN002187; GEN002189; GEN002192; GEN002194; GEN002195; GEN002196; GEN002197; GEN002198; GEN002200; GEN002202; GEN002203; GEN002205; GEN002206; GEN002207; GEN002208; GEN002209; GEN002211; GEN002212; GEN002213; GEN002214; GEN002215; GEN002217; GEN002218; GEN002269; GEN002270; GEN002271; GEN002272; GEN002273; GEN002274; GEN002275; GEN002277; GEN002278; GEN002281; GEN002282; GEN002283; GEN002284; GEN002285; GEN002287; GEN002288; GEN002290; GEN002291; GEN002293; GEN002294; GEN002297; GEN002298; GEN002302; GEN002303,1225,base_event_stream,2026-07-28T09:24:54+00:00
CI/CD,系统与运维,traditional,软件研发; 测试质量; 基础设施,iOS开发工程师; 测试开发工程师; 测试工程师; DevOps工程师,2025-01,2026-02,GEN001104,GEN001573,6,GEN001104; GEN001124; GEN001573; GEN001609; GEN001621; GEN001625,6,base_event_stream,2026-07-28T09:24:54+00:00
CSS,编程语言,traditional,软件研发; 基础设施,前端开发工程师; Go开发工程师; 嵌入式软件工程师; 网络工程师,2024-12,2026-07,GEN000817,GEN000872,35,GEN000817; GEN000818; GEN000819; GEN000821; GEN000822; GEN000823; GEN000825; GEN000828; GEN000830; GEN000832; GEN000833; GEN000834; GEN000835; GEN000837; GEN000838; GEN000840; GEN000841; GEN000844; GEN000845; GEN000847; GEN000849; GEN000851; GEN000855; GEN000856; GEN000860; GEN000861; GEN000863; GEN000866; GEN000867; GEN000872; GEN001007; GEN001188; GEN001192; GEN001800; GEN001808,35,base_event_stream,2026-07-28T09:24:54+00:00
CUDA,硬件与芯片,new,AI算法; AI基础设施; 软件研发; 基础设施; 技术支持; 芯片,大模型算法工程师; AI Infra工程师; 后端开发工程师; 系统软件工程师; DevOps工程师; 云计算工程师; 解决方案工程师; 芯片设计工程师; 芯片验证工程师,2024-12,2026-07,GEN000245,GEN002174,125,GEN000003; GEN000245; GEN000246; GEN000247; GEN000251; GEN000252; GEN000253; GEN000254; GEN000260; GEN000261; GEN000262; GEN000265; GEN000266; GEN000269; GEN000270; GEN000271; GEN000272; GEN000276; GEN000278; GEN000282; GEN000283; GEN000285; GEN000287; GEN000290; GEN000292; GEN000293; GEN000296; GEN000298; GEN000301; GEN000304; GEN000305; GEN000789; GEN001141; GEN001142; GEN001143; GEN001144; GEN001148; GEN001149; GEN001151; GEN001152; GEN001153; GEN001156; GEN001158; GEN001159; GEN001161; GEN001164; GEN001166; GEN001167; GEN001170; GEN001174; GEN001175; GEN001176; GEN001177; GEN001629; GEN001630; GEN001632; GEN001633; GEN001634; GEN001636; GEN001638; GEN001687; GEN001688; GEN001689; GEN001690; GEN001692; GEN001694; GEN001695; GEN001698; GEN001699; GEN001937; GEN002089; GEN002091; GEN002092; GEN002093; GEN002096; GEN002098; GEN002099; GEN002102; GEN002103; GEN002104; GEN002105; GEN002106; GEN002108; GEN002110; GEN002111; GEN002113; GEN002115; GEN002116; GEN002117; GEN002118; GEN002121; GEN002122; GEN002123; GEN002124; GEN002125; GEN002128; GEN002130; GEN002134; GEN002135; GEN002137; GEN002140; GEN002142; GEN002143; GEN002144; GEN002145; GEN002146; GEN002147; GEN002148; GEN002149; GEN002150; GEN002153; GEN002155; GEN002157; GEN002159; GEN002160; GEN002161; GEN002162; GEN002163; GEN002165; GEN002166; GEN002167; GEN002169; GEN002170; GEN002173; GEN002174,125,base_event_stream,2026-07-28T09:24:54+00:00
ClickHouse,数据工程,traditional,数据; 测试质量,数据开发工程师; 数据平台工程师; 数据工程师; 测试开发工程师,2024-12,2026-07,GEN001345,GEN001486,24,GEN001345; GEN001346; GEN001348; GEN001349; GEN001351; GEN001352; GEN001353; GEN001355; GEN001357; GEN001359; GEN001361; GEN001363; GEN001364; GEN001365; GEN001367; GEN001370; GEN001372; GEN001374; GEN001375; GEN001376; GEN001417; GEN001418; GEN001486; GEN001562,24,base_event_stream,2026-07-28T09:24:54+00:00
